,As,Ds,Gs,Opp Score,Opponent,Score,Team,Ts,url
0,15,8,15,11,Colorado,15,Oregon,15,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d
1,11,7,11,15,Oregon,11,Colorado,11,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d
2,12,11,12,14,Virginia,12,California,27,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d
3,14,5,14,12,California,14,Virginia,23,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d
4,8,19,8,14,Virginia,8,Colorado,6,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d
5,14,13,14,8,Colorado,14,Virginia,3,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d
6,15,9,15,10,Colorado College,15,California,19,/teams/events/match_report/?EventGameId=qVO97uOhd11z%2fS0ekj9RMi%2bVIsaT7%2fnIgkr88nbK5f8%3d
7,10,6,10,15,California,10,Colorado College,21,/teams/events/match_report/?EventGameId=qVO97uOhd11z%2fS0ekj9RMi%2bVIsaT7%2fnIgkr88nbK5f8%3d
8,15,8,15,8,Colorado College,15,Oregon,9,/teams/events/match_report/?EventGameId=wmZ55RNhAbnhgWbMVOTrDTg85q6qrmE%2fCvqP0uyl%2bAk%3d
9,9,2,8,15,Oregon,8,Colorado College,11,/teams/events/match_report/?EventGameId=wmZ55RNhAbnhgWbMVOTrDTg85q6qrmE%2fCvqP0uyl%2bAk%3d
10,15,9,15,10,California,15,Oregon,12,/teams/events/match_report/?EventGameId=Qno9IkHksjkN35jnq4ibvlYZbnKR29AiBxoBfkCYplw%3d
11,10,9,10,15,Oregon,10,California,17,/teams/events/match_report/?EventGameId=Qno9IkHksjkN35jnq4ibvlYZbnKR29AiBxoBfkCYplw%3d
12,14,11,14,13,Colorado College,14,Colorado,27,/teams/events/match_report/?EventGameId=RhkeOqdWBznTPeVcHCkD2oldPPHBRi7VymGNdYXkQxw%3d
13,13,7,13,14,Colorado,13,Colorado College,24,/teams/events/match_report/?EventGameId=RhkeOqdWBznTPeVcHCkD2oldPPHBRi7VymGNdYXkQxw%3d
14,14,10,14,16,Virginia,14,Oregon,15,/teams/events/match_report/?EventGameId=wc0jczcH8TX%2fHZ71SilpDnB9gdkdCQLjeCiAoibx3KA%3d
15,16,9,16,14,Oregon,16,Virginia,18,/teams/events/match_report/?EventGameId=wc0jczcH8TX%2fHZ71SilpDnB9gdkdCQLjeCiAoibx3KA%3d
16,15,12,15,12,California,15,Colorado,4,/teams/events/match_report/?EventGameId=fS1yk25AmzU4drGL1HalTq6RucJokID1eWZz1JMnd9Q%3d
17,12,7,12,15,Colorado,12,California,5,/teams/events/match_report/?EventGameId=fS1yk25AmzU4drGL1HalTq6RucJokID1eWZz1JMnd9Q%3d
18,13,5,13,15,Colorado College,13,Virginia,25,/teams/events/match_report/?EventGameId=6%2fnK%2b4TvBwa5RC5ykDllgWIOVJxXJ1u5w1hzqsF7%2fBw%3d
19,15,8,15,13,Virginia,15,Colorado College,26,/teams/events/match_report/?EventGameId=6%2fnK%2b4TvBwa5RC5ykDllgWIOVJxXJ1u5w1hzqsF7%2fBw%3d
20,13,5,13,14,Dartmouth,13,British Columbia,30,/teams/events/match_report/?EventGameId=%2fxBM7sewWGcgZJqnLx8PCgg6o2YPEOTKoVC8m6riBI4%3d
21,12,10,12,13,British Columbia,14,Dartmouth,27,/teams/events/match_report/?EventGameId=%2fxBM7sewWGcgZJqnLx8PCgg6o2YPEOTKoVC8m6riBI4%3d
22,11,10,11,15,Chaos (Independent),11,UCLA,31,/teams/events/match_report/?EventGameId=%2f1sMOnFN8uC1Bwvg%2fcJBSvXWJrngO1H07pNqVNTC4zg%3d
23,14,11,15,11,UCLA,15,Chaos (Independent),27,/teams/events/match_report/?EventGameId=%2f1sMOnFN8uC1Bwvg%2fcJBSvXWJrngO1H07pNqVNTC4zg%3d
24,11,6,11,14,UCLA,11,British Columbia,24,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d
25,14,8,14,11,British Columbia,14,UCLA,22,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d
26,13,5,15,10,Chaos (Independent),15,Pittsburgh,10,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d
27,10,10,10,15,Pittsburgh,10,Chaos (Independent),17,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d
28,3,2,3,15,Dartmouth,3,Pittsburgh,21,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d
29,15,6,15,3,Pittsburgh,15,Dartmouth,10,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d
30,15,11,15,9,Pittsburgh,15,British Columbia,13,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d
31,8,5,9,15,British Columbia,9,Pittsburgh,20,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d
