,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,2,Stephanie Perleberg,STEPHANIE PERLEBERG,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=eBrJfU5EBOcG%2fENyrVO6QRVhwmb8HK9Jfwc6b8JASfM%3d,Pop,11,14,Rival,14,12
1,3,Anna Reed,ANNA REED,1,1,6,6,2,4,4,/teams/events/match_report/?EventGameId=eBrJfU5EBOcG%2fENyrVO6QRVhwmb8HK9Jfwc6b8JASfM%3d,Pop,11,14,Rival,14,12
2,4,Emily Regan,EMILY REGAN,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=eBrJfU5EBOcG%2fENyrVO6QRVhwmb8HK9Jfwc6b8JASfM%3d,Pop,11,14,Rival,14,12
3,5,Kalli Perano,KALLI PERANO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=eBrJfU5EBOcG%2fENyrVO6QRVhwmb8HK9Jfwc6b8JASfM%3d,Pop,11,14,Rival,14,12
4,7,Frances Tsukano,FRANCES TSUKANO,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=eBrJfU5EBOcG%2fENyrVO6QRVhwmb8HK9Jfwc6b8JASfM%3d,Pop,11,14,Rival,14,12
5,8,Jenny Gaynor,JENNY GAYNOR,4,4,2,2,3,1,1,/teams/events/match_report/?EventGameId=eBrJfU5EBOcG%2fENyrVO6QRVhwmb8HK9Jfwc6b8JASfM%3d,Pop,11,14,Rival,14,12
6,9,Sara Helm,SARA HELM,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=eBrJfU5EBOcG%2fENyrVO6QRVhwmb8HK9Jfwc6b8JASfM%3d,Pop,11,14,Rival,14,12
7,10,Emma Peaslee,EMMA PEASLEE,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=eBrJfU5EBOcG%2fENyrVO6QRVhwmb8HK9Jfwc6b8JASfM%3d,Pop,11,14,Rival,14,12
8,11,Rachel Gage,RACHEL GAGE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=eBrJfU5EBOcG%2fENyrVO6QRVhwmb8HK9Jfwc6b8JASfM%3d,Pop,11,14,Rival,14,12
9,12,Rebecca Enders,REBECCA ENDERS,1,1,0,0,1,2,2,/teams/events/match_report/?EventGameId=eBrJfU5EBOcG%2fENyrVO6QRVhwmb8HK9Jfwc6b8JASfM%3d,Pop,11,14,Rival,14,12
