,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,0,Kyle Weigand,KYLE WEIGAND,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
1,3,Sam Loveland,SAM LOVELAND,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
2,4,Vanessa Cannaday,VANESSA CANNADAY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
3,6,Dane Warner,DANE WARNER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
4,7,Josh Davidson,JOSH DAVIDSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
5,8,Maria Signore,MARIA SIGNORE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
6,9,Josh Wilson,JOSH WILSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
7,10,Kristen Brenner,KRISTEN BRENNER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
8,11,Brittany Bergen,BRITTANY BERGEN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
9,13,Mary VanDuyne,MARY VANDUYNE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
10,14,Anna Hrovat-Staedter,ANNA HROVAT-STAEDTER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
11,15,Haley Hudson,HALEY HUDSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
12,16,Frank Qin,FRANK QIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
13,17,Emily Dayton,EMILY DAYTON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
14,19,Ari Davidson,ARI DAVIDSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
15,22,Stephen Haynes,STEPHEN HAYNES,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
16,25,Joann Wong,JOANN WONG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
17,26,Lorraine Guerin,LORRAINE GUERIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
18,27,Michael Swain,MICHAEL SWAIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
19,29,Christopher Reichel,CHRISTOPHER REICHEL,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
20,31,Michelle Vanschyndel,MICHELLE VANSCHYNDEL,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
21,33,Katy Stanton,KATY STANTON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
22,34,Matthew Becker,MATTHEW BECKER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
23,39,Christine Rosen,CHRISTINE ROSEN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
24,43,Kevin Cannaday,KEVIN CANNADAY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
25,48,Peter Guerin,PETER GUERIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
26,81,Dayu Liu,DAYU LIU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,NOISE,12,5,No Touching!,16,5
0,2,Jolien Munsterhuis,JOLIEN MUNSTERHUIS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
1,3,BRENNA Sund,BRENNA SUND,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
2,4,Anthony Michaelson,ANTHONY MICHAELSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
3,5,Liam Shramko,LIAM SHRAMKO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
4,7,Brianna Andrighetti,BRIANNA ANDRIGHETTI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
5,9,Tyler Mckean,TYLER MCKEAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
6,10,Daniel Collom,DANIEL COLLOM,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
7,13,Paul Norgaard,PAUL NORGAARD,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
8,14,Ben Nelson,BEN NELSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
9,15,Elisabeth Biehl,ELISABETH BIEHL,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
10,16,Lindsay Nystrom,LINDSAY NYSTROM,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
11,17,Kristina Golling,KRISTINA GOLLING,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
12,20,Jimmy James Mcdonald,JIMMY JAMES MCDONALD,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
13,22,Tobie Miller,TOBIE MILLER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
14,26,Joe Andrighetti,JOE ANDRIGHETTI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
15,29,Samuel Pepe,SAMUEL PEPE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
16,31,Anna Shanedling,ANNA SHANEDLING,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
17,33,Graham Brayshaw,GRAHAM BRAYSHAW,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
18,42,Sam Valesano,SAM VALESANO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
19,47,Vu Nguyen,VU NGUYEN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
20,78,Jeremy Keiser,JEREMY KEISER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=4YQXBxYyUI2hcYowpjBHZV5TaovKRz4fxEloYP0smLY%3d,No Touching!,16,5,NOISE,12,5
