,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Score
7,15,Sydney Overman,SYDNEY OVERMAN,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=7abJ15WA93kdYXlNOfOJIhokEvp2oXwka%2f7bRUG6bgA%3d,Texas,19,8,12
8,17,Katie Herbers,KATIE HERBERS,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=7abJ15WA93kdYXlNOfOJIhokEvp2oXwka%2f7bRUG6bgA%3d,Texas,19,8,12
9,18,Lauren Mckenna,LAUREN MCKENNA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7abJ15WA93kdYXlNOfOJIhokEvp2oXwka%2f7bRUG6bgA%3d,Texas,19,8,12
10,20,Susan Gilbert,SUSAN GILBERT,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=7abJ15WA93kdYXlNOfOJIhokEvp2oXwka%2f7bRUG6bgA%3d,Texas,19,8,12
11,23,Laura Gerencser,LAURA GERENCSER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7abJ15WA93kdYXlNOfOJIhokEvp2oXwka%2f7bRUG6bgA%3d,Texas,19,8,12
12,26,Laura Hickman,LAURA HICKMAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7abJ15WA93kdYXlNOfOJIhokEvp2oXwka%2f7bRUG6bgA%3d,Texas,19,8,12
13,29,Meghan Rutledge,MEGHAN RUTLEDGE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7abJ15WA93kdYXlNOfOJIhokEvp2oXwka%2f7bRUG6bgA%3d,Texas,19,8,12
14,89,Shiru Liu,SHIRU LIU,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=7abJ15WA93kdYXlNOfOJIhokEvp2oXwka%2f7bRUG6bgA%3d,Texas,19,8,12
0,3,Jamie Lam,JAMIE LAM,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
1,4,Kristen Pojunis,KRISTEN POJUNIS,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
2,5,Lauren Kean,LAUREN KEAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
3,7,Kellyanne Tang,KELLYANNE TANG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
4,10,Melissa Kan,MELISSA KAN,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
5,11,Sylvia Liang,SYLVIA LIANG,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
6,13,Alexis Whitaker,ALEXIS WHITAKER,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
7,14,Julia Tang,JULIA TANG,0,0,3,3,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
8,15,Claire Simpson,CLAIRE SIMPSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
9,16,Alyssa Worsham,ALYSSA WORSHAM,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
10,17,Margot Stert,MARGOT STERT,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
11,18,Camille Wilson,CAMILLE WILSON,5,5,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
12,20,Vivian Griffey,VIVIAN GRIFFEY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
13,22,Caroline McKee,CAROLINE MCKEE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
14,23,Breanna Dirkse,BREANNA DIRKSE,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
15,25,Han Chen,HAN CHEN,3,3,5,5,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
16,31,Kathleen Lo,KATHLEEN LO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
17,41,Ann Lee,ANN LEE,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
18,99,Maria Kazantsev,MARIA KAZANTSEV,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,UCLA,3,14,10
0,0,Vaughan Skinker,VAUGHAN SKINKER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
1,2,Megan MacGillivray,MEGAN MACGILLIVRAY,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
2,4,Marla Jacobs,MARLA JACOBS,3,3,1,1,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
3,7,Jessica Sheehan,JESSICA SHEEHAN,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
4,8,Linda Morse,LINDA MORSE,1,1,2,2,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
5,9,Katelyn Loughery,KATELYN LOUGHERY,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
6,10,Sara Pike,SARA PIKE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
7,12,Sarah Russek,SARAH RUSSEK,3,3,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
8,14,Haley Grajewski,HALEY GRAJEWSKI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
9,18,Gabrielle Doran,GABRIELLE DORAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
10,22,Caterina Pagano,CATERINA PAGANO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
11,23,Katie Cleveland,KATIE CLEVELAND,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
12,27,Goda Tarcijonas,GODA TARCIJONAS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
13,32,Dora Danko,DORA DANKO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
14,36,Carolyn Normile,CAROLYN NORMILE,0,0,6,6,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
15,56,Lauren Feder,LAUREN FEDER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OqZttmvCEEDy%2bU9hP7lHF5MmK69GMD7OCMKPBOTFQi0%3d,Pittsburgh,15,10,14
0,5,Emily Buckner,EMILY BUCKNER,1,1,2,2,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
1,7,Emily Kampa,EMILY KAMPA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
2,8,Caroline Sheffield,CAROLINE SHEFFIELD,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
3,9,Ellen Jacobus,ELLEN JACOBUS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
4,10,Lucia Childs-Walker,LUCIA CHILDS-WALKER,0,0,4,4,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
5,12,Elizabeth Borden,ELIZABETH BORDEN,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
6,13,Laura Soter,LAURA SOTER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
7,14,Claire Rostov,CLAIRE ROSTOV,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
8,15,Nami Sumida,NAMI SUMIDA,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
9,16,Camila Flowerman,CAMILA FLOWERMAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
10,17,Madeleine Preiss,MADELEINE PREISS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
11,21,Ahna Weeks,AHNA WEEKS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
12,22,Megan Chavez,MEGAN CHAVEZ,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
13,23,Leah Cromer,LEAH CROMER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
14,24,Naomi Price-Lazarus,NAOMI PRICE-LAZARUS,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
15,25,Elaine Sundberg,ELAINE SUNDBERG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
16,26,Clara Hazlett-Norman,CLARA HAZLETT-NORMAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
17,35,Claire Thallon,CLAIRE THALLON,4,4,3,3,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
18,45,Katie Ciaglo,KATIE CIAGLO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
19,63,Jamie Johnson,JAMIE JOHNSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,Carleton College,6,11,9
0,4,Janelle Siwa,JANELLE SIWA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
1,7,Victoria Lam,VICTORIA LAM,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
2,8,Camille Chanoine,CAMILLE CHANOINE,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
3,10,Joanna Lo,JOANNA LO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
4,15,Naomi Morcilla,NAOMI MORCILLA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
5,16,Judith Yeo,JUDITH YEO,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
6,19,Amy Luo,AMY LUO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
7,20,Serena Tam,SERENA TAM,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
8,21,Ellen Au-Yeung,ELLEN AU-YEUNG,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
9,22,Leah Mulholland,LEAH MULHOLLAND,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
10,25,Esther Au,ESTHER AU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
11,27,Terynn Chan,TERYNN CHAN,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
12,30,Svenja Kemmer,SVENJA KEMMER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
13,31,Jessica Chung,JESSICA CHUNG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
14,32,Naomi Johnson,NAOMI JOHNSON,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
15,33,Kailin Chang,KAILIN CHANG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
16,34,Zoe Suche,ZOE SUCHE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
17,36,Emma Madden-Krasnick,EMMA MADDEN-KRASNICK,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
18,44,Erin Bussin,ERIN BUSSIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
19,47,Victoria Mccann,VICTORIA MCCANN,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
20,48,Lisa Wong,LISA WONG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
21,66,Evelyn Chan,EVELYN CHAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
22,88,Megan Leong,MEGAN LEONG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
23,91,Mira Donaldson,MIRA DONALDSON,1,1,3,3,0,0,0,/teams/events/match_report/?EventGameId=h7ldKWx%2fWOR536ubzRvEHSOT7V5Y6z9VauJzKP8LgoA%3d,British Columbia,10,9,11
0,0,Allison Hahn,ALLISON HAHN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
1,1,Emma Price,EMMA PRICE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
2,6,Jianna Torre,JIANNA TORRE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
3,7,Janie Mockrish,JANIE MOCKRISH,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
4,9,Laura Landis,LAURA LANDIS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
5,10,Nada Tramonte,NADA TRAMONTE,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
6,11,Kathryn Hannum,KATHRYN HANNUM,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
7,12,Emily Leivy,EMILY LEIVY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
8,13,Alika Johnston,ALIKA JOHNSTON,1,1,6,6,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
9,14,Amy Wedmore,AMY WEDMORE,1,1,2,2,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
10,22,Kiera Givens,KIERA GIVENS,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
11,23,Michele Derieux,MICHELE DERIEUX,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
12,24,Kelly Ross,KELLY ROSS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
13,26,Rukmini Basu,RUKMINI BASU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
14,27,Rebecca Meeker,REBECCA MEEKER,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
15,29,Samantha Newman,SAMANTHA NEWMAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
16,30,Brogan Jones,BROGAN JONES,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
17,31,Sarah Hansen,SARAH HANSEN,3,3,1,1,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
18,32,Rebecca Driver,REBECCA DRIVER,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
19,44,Keila Strick,KEILA STRICK,4,4,2,2,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
20,52,Tess Warner,TESS WARNER,2,2,1,1,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
21,54,Sarai Arbus,SARAI ARBUS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Virginia,5,15,12
0,0,Mackenzie Burns,MACKENZIE BURNS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Kansas,16,12,15
1,2,Kate Eshelman,KATE ESHELMAN,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Kansas,16,12,15
2,5,Katrina Kaus,KATRINA KAUS,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Kansas,16,12,15
3,7,Malaina Piyassaphan,MALAINA PIYASSAPHAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Kansas,16,12,15
4,8,Lilly Bakker,LILLY BAKKER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Kansas,16,12,15
5,9,Brandi Schneider,BRANDI SCHNEIDER,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Kansas,16,12,15
6,10,Grace Roth,GRACE ROTH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Kansas,16,12,15
7,11,Jordan Alonzo,JORDAN ALONZO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Kansas,16,12,15
8,12,Clare Frantz,CLARE FRANTZ,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Kansas,16,12,15
9,13,Camille Curley,CAMILLE CURLEY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Kansas,16,12,15
10,14,Kelsey Akin,KELSEY AKIN,1,1,2,2,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Kansas,16,12,15
11,15,Caitlin Fitzgerald,CAITLIN FITZGERALD,0,0,3,3,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Kansas,16,12,15
12,17,Sydney Nelson,SYDNEY NELSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Kansas,16,12,15
13,19,molly welsh,MOLLY WELSH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=zqjYPie8zNQIYoGAxvcNCFJy81vWXeWk19CpMlmhOeU%3d,Kansas,16,12,15
