,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,0,Nicholas Ladas,NICHOLAS LADAS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=jDjmKkl4W4x8NxIY9CEllv%2briw4kNDHIqaHQ9rKEurI%3d,Sub Zero,13,6,Patrol,15,4
1,1,Ryan Osgar,RYAN OSGAR,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=jDjmKkl4W4x8NxIY9CEllv%2briw4kNDHIqaHQ9rKEurI%3d,Sub Zero,13,6,Patrol,15,4
2,2,Ben Feldman,BEN FELDMAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=jDjmKkl4W4x8NxIY9CEllv%2briw4kNDHIqaHQ9rKEurI%3d,Sub Zero,13,6,Patrol,15,4
3,3,Colin Berry,COLIN BERRY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=jDjmKkl4W4x8NxIY9CEllv%2briw4kNDHIqaHQ9rKEurI%3d,Sub Zero,13,6,Patrol,15,4
4,4,Gregory Cousins,GREGORY COUSINS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=jDjmKkl4W4x8NxIY9CEllv%2briw4kNDHIqaHQ9rKEurI%3d,Sub Zero,13,6,Patrol,15,4
5,5,Charles McCutcheon,CHARLES MCCUTCHEON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=jDjmKkl4W4x8NxIY9CEllv%2briw4kNDHIqaHQ9rKEurI%3d,Sub Zero,13,6,Patrol,15,4
6,6,Ethan Rasmussen,ETHAN RASMUSSEN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=jDjmKkl4W4x8NxIY9CEllv%2briw4kNDHIqaHQ9rKEurI%3d,Sub Zero,13,6,Patrol,15,4
7,8,Cole Wallin,COLE WALLIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=jDjmKkl4W4x8NxIY9CEllv%2briw4kNDHIqaHQ9rKEurI%3d,Sub Zero,13,6,Patrol,15,4
8,10,Josh Klane,JOSH KLANE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=jDjmKkl4W4x8NxIY9CEllv%2briw4kNDHIqaHQ9rKEurI%3d,Sub Zero,13,6,Patrol,15,4
9,12,Grayson Pangburn,GRAYSON PANGBURN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=jDjmKkl4W4x8NxIY9CEllv%2briw4kNDHIqaHQ9rKEurI%3d,Sub Zero,13,6,Patrol,15,4
