,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Score
16,28,Claire Revere,CLAIRE REVERE,2,2,2,2,2,2,2,/teams/events/match_report/?EventGameId=uEnfdGKgcznGZ6ALeG3PtXn3OWkncD2K7q3ZVEV9MJY%3d,Whitman,5,15,9
17,30,Lindsey Scott,LINDSEY SCOTT,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=uEnfdGKgcznGZ6ALeG3PtXn3OWkncD2K7q3ZVEV9MJY%3d,Whitman,5,15,9
18,32,Alissa Soo,ALISSA SOO,4,4,0,0,1,1,1,/teams/events/match_report/?EventGameId=uEnfdGKgcznGZ6ALeG3PtXn3OWkncD2K7q3ZVEV9MJY%3d,Whitman,5,15,9
19,33,Margo Heffron,MARGO HEFFRON,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=uEnfdGKgcznGZ6ALeG3PtXn3OWkncD2K7q3ZVEV9MJY%3d,Whitman,5,15,9
20,37,Mackenzie Timbel,MACKENZIE TIMBEL,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=uEnfdGKgcznGZ6ALeG3PtXn3OWkncD2K7q3ZVEV9MJY%3d,Whitman,5,15,9
21,39,Jessica Kostelnik,JESSICA KOSTELNIK,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=uEnfdGKgcznGZ6ALeG3PtXn3OWkncD2K7q3ZVEV9MJY%3d,Whitman,5,15,9
22,42,Elissa Picozzi,ELISSA PICOZZI,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=uEnfdGKgcznGZ6ALeG3PtXn3OWkncD2K7q3ZVEV9MJY%3d,Whitman,5,15,9
23,92,Hannah Filley,HANNAH FILLEY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=uEnfdGKgcznGZ6ALeG3PtXn3OWkncD2K7q3ZVEV9MJY%3d,Whitman,5,15,9
0,3,Amy Leder,AMY LEDER,1,1,0,0,0,4,4,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
1,4,Nhi Nguyen,NHI NGUYEN,0,0,0,0,1,2,2,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
2,5,Leilani Nelson,LEILANI NELSON,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
3,6,Emma Capra,EMMA CAPRA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
4,8,Jean Russell,JEAN RUSSELL,1,1,1,1,4,8,8,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
5,9,Kirstin Johnson,KIRSTIN JOHNSON,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
6,10,Sarah Bartosh,SARAH BARTOSH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
7,11,Megan Henderson,MEGAN HENDERSON,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
8,13,Jessica Chesnut,JESSICA CHESNUT,0,0,0,0,1,2,2,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
9,16,Madison Green,MADISON GREEN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
10,18,Katiana Hutchinson,KATIANA HUTCHINSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
11,24,Hilary Egan,HILARY EGAN,1,1,0,0,1,1,1,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
12,31,Chelsea Gerleit,CHELSEA GERLEIT,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
13,33,Fiona Dragonfly,FIONA DRAGONFLY,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
14,41,Katherine Macri,KATHERINE MACRI,1,1,0,0,2,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
15,49,Alexandra Karpilow,ALEXANDRA KARPILOW,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
16,55,Madeline Pellicore,MADELINE PELLICORE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
17,65,Megan Ives,MEGAN IVES,0,0,2,2,0,2,2,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
18,69,Sarah Ferraro,SARAH FERRARO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
19,99,Kelsey Bennett,KELSEY BENNETT,0,0,2,2,1,6,6,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Colorado,8,5,15
0,2,Veronica Cruz,VERONICA CRUZ,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
1,3,Rachel Thomson,RACHEL THOMSON,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
2,5,Anne Gordon,ANNE GORDON,1,1,0,0,3,1,1,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
3,6,Carly Eckstrom,CARLY ECKSTROM,1,1,0,0,1,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
4,7,Natasha Field-marsham,NATASHA FIELD-MARSHAM,1,1,0,0,1,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
5,9,Amanda Somvilay,AMANDA SOMVILAY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
6,11,Freya Chay,FREYA CHAY,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
7,12,Rosemarie Sandino,ROSEMARIE SANDINO,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
8,14,Monisha White,MONISHA WHITE,0,0,0,0,2,2,2,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
9,15,Anne Rempel,ANNE REMPEL,0,0,3,3,1,1,1,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
10,18,Michelle McGhee,MICHELLE MCGHEE,0,0,1,1,2,1,1,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
11,22,Rahcel Gianforte,RAHCEL GIANFORTE,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
12,23,Courtney Gegg,COURTNEY GEGG,5,5,3,3,0,1,1,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
13,27,Deanna Abrams,DEANNA ABRAMS,0,0,0,0,1,2,2,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
14,30,Emma Heath,EMMA HEATH,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
15,51,Shayla Harris,SHAYLA HARRIS,1,1,2,2,3,3,3,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
16,60,Caitlin Go,CAITLIN GO,1,1,3,3,1,1,1,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
17,84,Hallie Dunham,HALLIE DUNHAM,0,0,3,3,2,3,3,/teams/events/match_report/?EventGameId=m7iIZAOlYIy1q2xaaR2svvXTUxM6JadkwJHm7rEWa7c%3d,Stanford,3,15,5
0,1,Margaret Kennedy,MARGARET KENNEDY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
1,2,Jesse Shofner,JESSE SHOFNER,0,0,5,5,2,2,2,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
2,3,Jamie Fleshman,JAMIE FLESHMAN,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
3,4,Emily Fagan,EMILY FAGAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
4,5,Gabrielle Aufderheide,GABRIELLE AUFDERHEIDE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
5,7,Alexandra Ode,ALEXANDRA ODE,2,2,3,3,3,1,1,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
6,8,Jaydra Rotolante,JAYDRA ROTOLANTE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
7,9,Olivia Bartruff,OLIVIA BARTRUFF,0,0,1,1,1,1,1,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
8,11,Bethany Kaylor,BETHANY KAYLOR,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
9,13,Amelia Lanning,AMELIA LANNING,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
10,14,Sarafina Angstadt-Leto,SARAFINA ANGSTADT-LETO,1,1,0,0,0,2,2,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
11,17,Morgan Caldwell,MORGAN CALDWELL,3,3,0,0,0,3,3,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
12,19,Lillian Weaver,LILLIAN WEAVER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
13,20,Hope Zima,HOPE ZIMA,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
14,22,Rachel Hershey,RACHEL HERSHEY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
15,24,Madison Lostra,MADISON LOSTRA,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
16,25,Foley Galvin,FOLEY GALVIN,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
17,27,Hayley Wahlroos,HAYLEY WAHLROOS,4,4,1,1,5,3,3,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
18,43,Ella Hansen,ELLA HANSEN,1,1,1,1,2,2,2,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
19,44,Kaitlin Brunik,KAITLIN BRUNIK,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
20,63,Ganell Snocker,GANELL SNOCKER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,Oregon,1,15,8
0,1,Jane Elizabeth Gunnar,JANE ELIZABETH GUNNAR,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
1,2,Emily Beck,EMILY BECK,1,1,0,0,1,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
2,3,Catherine Paulson,CATHERINE PAULSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
3,4,Kristen Pojunis,KRISTEN POJUNIS,4,4,2,2,1,2,2,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
4,5,Lauren Kean,LAUREN KEAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
5,7,Grace Hubrig,GRACE HUBRIG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
6,8,Tiana Rangchi,TIANA RANGCHI,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
7,9,Bonnie Brown,BONNIE BROWN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
8,11,Sylvia Liang,SYLVIA LIANG,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
9,15,Claire Simpson,CLAIRE SIMPSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
10,16,Alyssa Worsham,ALYSSA WORSHAM,0,0,1,1,1,2,2,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
11,17,Kristin Monson,KRISTIN MONSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
12,18,Camille Wilson,CAMILLE WILSON,0,0,0,0,1,1,1,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
13,19,Melissa Kan,MELISSA KAN,0,0,1,1,1,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
14,21,Audree Hsu,AUDREE HSU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
15,22,Caroline McKee,CAROLINE MCKEE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
16,23,Breanna Dirkse,BREANNA DIRKSE,0,0,0,0,1,1,1,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
17,25,Han Chen,HAN CHEN,2,2,4,4,1,5,5,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
18,27,Vivian Liu,VIVIAN LIU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
19,31,Kathleen Lo,KATHLEEN LO,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
20,99,Maria Kazantsev,MARIA KAZANTSEV,0,0,0,0,0,3,3,/teams/events/match_report/?EventGameId=KOo2MJ5HUDKRLcDvHkbEp3uZqiC4bypUO%2b5LpeXupTI%3d,UCLA,7,8,15
0,1,Sophia Siu,SOPHIA SIU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
1,2,Sarah Heyborne,SARAH HEYBORNE,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
2,3,Carolyn Susman,CAROLYN SUSMAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
3,4,Madeline Parish,MADELINE PARISH,5,5,0,0,0,1,1,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
4,6,Piper Curtis,PIPER CURTIS,4,4,4,4,1,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
5,7,Lillian Huang,LILLIAN HUANG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
6,8,Angela Zhu,ANGELA ZHU,0,0,8,8,1,1,1,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
7,9,Kristie Kelly,KRISTIE KELLY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
8,12,Erica Ng,ERICA NG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
9,14,Lily Eisner,LILY EISNER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
10,16,Ella Dzenitis,ELLA DZENITIS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
11,17,Magdalene Pizzo,MAGDALENE PIZZO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
12,21,Jaclyn Verzuh,JACLYN VERZUH,3,3,1,1,0,3,3,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
13,22,Caitlyn Lee,CAITLYN LEE,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
14,33,Sarah Colon,SARAH COLON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
15,42,Jaquille Jones,JAQUILLE JONES,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
16,55,Julianna Werffeli,JULIANNA WERFFELI,1,1,1,1,1,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
17,81,Mae Hardebeck,MAE HARDEBECK,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
18,99,Moyosore Okeremi,MOYOSORE OKEREMI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Dartmouth,18,15,11
0,5,Janet Ho,JANET HO,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Washington,6,11,15
1,7,Rachel Jecker,RACHEL JECKER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Washington,6,11,15
2,9,Clara Amorosi,CLARA AMOROSI,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Washington,6,11,15
3,10,Kathy Tong,KATHY TONG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Washington,6,11,15
4,11,Nora Landri,NORA LANDRI,0,0,2,2,0,2,2,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Washington,6,11,15
5,13,Katie Meyer,KATIE MEYER,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Washington,6,11,15
6,14,Nicole Cramer,NICOLE CRAMER,1,1,0,0,1,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Washington,6,11,15
7,15,Kaitlin Kirkpatrick,KAITLIN KIRKPATRICK,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Washington,6,11,15
8,16,Bailey Bonaci,BAILEY BONACI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Washington,6,11,15
9,17,Ellen Goldberg,ELLEN GOLDBERG,3,3,2,2,0,3,3,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Washington,6,11,15
10,18,Allison Tjader,ALLISON TJADER,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Washington,6,11,15
11,19,Addyson Frattura,ADDYSON FRATTURA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Washington,6,11,15
12,20,Grace Noah,GRACE NOAH,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Washington,6,11,15
13,21,Cami Canter,CAMI CANTER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=RwK%2fGt5Lp7cbJC%2ftU7o0k2nltMCxGYDMKuhTpL5Mn2w%3d,Washington,6,11,15
