,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Score
0,1,Margaret Kennedy,MARGARET KENNEDY,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
1,2,Jesse Shofner,JESSE SHOFNER,1,1,3,3,1,2,2,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
2,3,Jamie Fleshman,JAMIE FLESHMAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
3,4,Emily Fagan,EMILY FAGAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
4,5,Gabrielle Aufderheide,GABRIELLE AUFDERHEIDE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
5,7,Alexandra Ode,ALEXANDRA ODE,3,3,2,2,1,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
6,8,Jaydra Rotolante,JAYDRA ROTOLANTE,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
7,9,Olivia Bartruff,OLIVIA BARTRUFF,7,7,1,1,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
8,11,Bethany Kaylor,BETHANY KAYLOR,0,0,2,2,2,3,3,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
9,13,Amelia Lanning,AMELIA LANNING,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
10,14,Sarafina Angstadt-Leto,SARAFINA ANGSTADT-LETO,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
11,17,Morgan Caldwell,MORGAN CALDWELL,1,1,0,0,1,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
12,19,Lillian Weaver,LILLIAN WEAVER,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
13,20,Hope Zima,HOPE ZIMA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
14,22,Rachel Hershey,RACHEL HERSHEY,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
15,24,Madison Lostra,MADISON LOSTRA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
16,25,Foley Galvin,FOLEY GALVIN,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
17,27,Hayley Wahlroos,HAYLEY WAHLROOS,1,1,5,5,0,3,3,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
18,43,Ella Hansen,ELLA HANSEN,0,0,2,2,2,3,3,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
19,44,Kaitlin Brunik,KAITLIN BRUNIK,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
20,63,Ganell Snocker,GANELL SNOCKER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Oregon,1,15,11
0,3,Amy Leder,AMY LEDER,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
1,4,Nhi Nguyen,NHI NGUYEN,3,3,1,1,0,2,2,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
2,5,Leilani Nelson,LEILANI NELSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
3,6,Emma Capra,EMMA CAPRA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
4,8,Jean Russell,JEAN RUSSELL,1,1,3,3,1,1,1,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
5,9,Kirstin Johnson,KIRSTIN JOHNSON,0,0,3,3,0,2,2,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
6,10,Sarah Bartosh,SARAH BARTOSH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
7,11,Megan Henderson,MEGAN HENDERSON,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
8,13,Jessica Chesnut,JESSICA CHESNUT,0,0,1,1,1,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
9,16,Madison Green,MADISON GREEN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
10,18,Katiana Hutchinson,KATIANA HUTCHINSON,0,0,0,0,4,2,2,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
11,24,Hilary Egan,HILARY EGAN,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
12,31,Chelsea Gerleit,CHELSEA GERLEIT,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
13,33,Fiona Dragonfly,FIONA DRAGONFLY,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
14,41,Katherine Macri,KATHERINE MACRI,2,2,0,0,0,1,1,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
15,49,Alexandra Karpilow,ALEXANDRA KARPILOW,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
16,55,Madeline Pellicore,MADELINE PELLICORE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
17,65,Megan Ives,MEGAN IVES,2,2,0,0,1,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
18,69,Sarah Ferraro,SARAH FERRARO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
19,99,Kelsey Bennett,KELSEY BENNETT,0,0,1,1,0,2,2,/teams/events/match_report/?EventGameId=rFAnkQNhi%2fWhf0sta7ucv4fR%2bErQ7iguJ8C9SsdXvTg%3d,Colorado,8,11,15
0,1,Anna Wysen,ANNA WYSEN,1,1,2,2,2,2,2,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
1,2,Marisa Rafter,MARISA RAFTER,0,0,5,5,0,3,3,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
2,4,Jile An,JILE AN,0,0,0,0,0,2,2,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
3,6,Allegra Mayer,ALLEGRA MAYER,0,0,1,1,2,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
4,10,Christy Jarman,CHRISTY JARMAN,0,0,0,0,1,2,2,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
5,11,Mackensie Smith,MACKENSIE SMITH,0,0,1,1,1,2,2,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
6,12,Kathryn Carlson,KATHRYN CARLSON,0,0,0,0,1,1,1,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
7,14,Megan Pera,MEGAN PERA,1,1,0,0,2,2,2,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
8,15,Alison Griffith,ALISON GRIFFITH,2,2,0,0,0,3,3,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
9,18,Hannah Ellis,HANNAH ELLIS,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
10,19,Jessalyn Siu,JESSALYN SIU,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
11,21,Alexandra Hasan,ALEXANDRA HASAN,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
12,22,Elena Good,ELENA GOOD,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
13,24,Jackelyne Nguyen,JACKELYNE NGUYEN,2,2,1,1,1,2,2,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
14,27,Yun-Yun Lin,YUN-YUN LIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
15,28,Krystal Ching,KRYSTAL CHING,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
16,45,Grace Flintermann,GRACE FLINTERMANN,0,0,0,0,0,3,3,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
17,57,Mathilda Farrell,MATHILDA FARRELL,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
18,89,Kimberly Long,KIMBERLY LONG,1,1,1,1,1,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
19,99,Danielle Murray,DANIELLE MURRAY,1,1,0,0,0,4,4,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,California,12,12,14
0,0,Allison Hahn,ALLISON HAHN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
1,1,Emma Price,EMMA PRICE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
2,4,Christine Derieux,CHRISTINE DERIEUX,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
3,6,Jianna Torre,JIANNA TORRE,0,0,1,1,1,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
4,7,Janie Mockrish,JANIE MOCKRISH,4,4,0,0,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
5,8,Claire Burke,CLAIRE BURKE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
6,9,Laura Landis,LAURA LANDIS,1,1,0,0,0,2,2,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
7,10,Alyssa Curry,ALYSSA CURRY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
8,11,Kathryn Hannum,KATHRYN HANNUM,2,2,0,0,1,3,3,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
9,12,Emily Leivy,EMILY LEIVY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
10,13,Mary Wood,MARY WOOD,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
11,14,Amy Wedmore,AMY WEDMORE,2,2,2,2,1,4,4,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
12,15,Julia Harris,JULIA HARRIS,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
13,22,Kiera Givens,KIERA GIVENS,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
14,23,Megan Gallagher,MEGAN GALLAGHER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
15,24,Kelly Ross,KELLY ROSS,0,0,1,1,0,1,1,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
16,26,Rukmini Basu,RUKMINI BASU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
17,27,Rebecca Meeker,REBECCA MEEKER,1,1,3,3,1,1,1,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
18,30,Brogan Jones,BROGAN JONES,0,0,1,1,0,2,2,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
19,32,Rebecca Driver,REBECCA DRIVER,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
20,44,Keila Strick,KEILA STRICK,1,1,3,3,1,3,3,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
21,52,Tess Warner,TESS WARNER,1,1,2,2,0,3,3,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
22,54,Sarai Arbus,SARAI ARBUS,0,0,1,1,0,1,1,/teams/events/match_report/?EventGameId=i7XZSrbeaIbj%2bJdKAlDljMcu9wRtoTliV1H5qpBFOL8%3d,Virginia,13,14,12
0,3,Amy Leder,AMY LEDER,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
1,4,Nhi Nguyen,NHI NGUYEN,2,2,3,3,2,1,1,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
2,5,Leilani Nelson,LEILANI NELSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
3,6,Emma Capra,EMMA CAPRA,0,0,0,0,2,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
4,8,Jean Russell,JEAN RUSSELL,3,3,1,1,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
5,9,Kirstin Johnson,KIRSTIN JOHNSON,0,0,2,2,3,1,1,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
6,10,Sarah Bartosh,SARAH BARTOSH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
7,11,Megan Henderson,MEGAN HENDERSON,1,1,0,0,3,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
8,13,Jessica Chesnut,JESSICA CHESNUT,0,0,0,0,2,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
9,16,Madison Green,MADISON GREEN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
10,18,Katiana Hutchinson,KATIANA HUTCHINSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
11,24,Hilary Egan,HILARY EGAN,0,0,0,0,2,1,1,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
12,31,Chelsea Gerleit,CHELSEA GERLEIT,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
13,33,Fiona Dragonfly,FIONA DRAGONFLY,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
14,41,Katherine Macri,KATHERINE MACRI,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
15,49,Alexandra Karpilow,ALEXANDRA KARPILOW,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
16,55,Madeline Pellicore,MADELINE PELLICORE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
17,65,Megan Ives,MEGAN IVES,0,0,1,1,4,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
18,69,Sarah Ferraro,SARAH FERRARO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
19,99,Kelsey Bennett,KELSEY BENNETT,2,2,0,0,0,2,2,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Colorado,8,8,14
0,0,Allison Hahn,ALLISON HAHN,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
1,1,Emma Price,EMMA PRICE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
2,4,Christine Derieux,CHRISTINE DERIEUX,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
3,6,Jianna Torre,JIANNA TORRE,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
4,7,Janie Mockrish,JANIE MOCKRISH,3,3,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
5,8,Claire Burke,CLAIRE BURKE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
6,9,Laura Landis,LAURA LANDIS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
7,10,Alyssa Curry,ALYSSA CURRY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
8,11,Kathryn Hannum,KATHRYN HANNUM,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
9,12,Emily Leivy,EMILY LEIVY,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
10,13,Mary Wood,MARY WOOD,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
11,14,Amy Wedmore,AMY WEDMORE,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
12,15,Julia Harris,JULIA HARRIS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
13,22,Kiera Givens,KIERA GIVENS,0,0,1,1,1,1,1,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
14,23,Megan Gallagher,MEGAN GALLAGHER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
15,24,Kelly Ross,KELLY ROSS,1,1,0,0,3,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
16,26,Rukmini Basu,RUKMINI BASU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
17,27,Rebecca Meeker,REBECCA MEEKER,1,1,2,2,3,0,0,/teams/events/match_report/?EventGameId=hFhMN9jpHDPi1QBp9Ar98qjkXY%2fmsM9Uhza5a8NrjLk%3d,Virginia,13,14,8
