,As,Ds,Gs,Opp Score,Opponent,Score,Team,Ts,url
67,15,3,15,11,Chicago Machine,15,Ring of Fire,7,/teams/events/match_report/?EventGameId=Dhz7DiLkCUW70GMk2R%2byx8DzVZIuFLN9%2fNSp6TOjMkU%3d
68,13,6,13,9,PoNY,13,Furious George,8,/teams/events/match_report/?EventGameId=UOoEh0c2kZ4Q1aDBK2FFb6Xhkghk%2f8kA5cBZOtIvKFU%3d
69,9,2,9,13,Furious George,9,PoNY,12,/teams/events/match_report/?EventGameId=UOoEh0c2kZ4Q1aDBK2FFb6Xhkghk%2f8kA5cBZOtIvKFU%3d
70,0,0,0,0,Sockeye,0,Truck Stop,0,/teams/events/match_report/?EventGameId=6MSEdBB3unw%2f0YBMmUAE1j8K1mZafxcCLS4%2fW3kefe0%3d
71,0,0,0,0,Truck Stop,0,Sockeye,0,/teams/events/match_report/?EventGameId=6MSEdBB3unw%2f0YBMmUAE1j8K1mZafxcCLS4%2fW3kefe0%3d
72,15,7,15,11,Furious George,15,Truck Stop,14,/teams/events/match_report/?EventGameId=7tvJdk8kIfWNe9fmLvMWrDTzZoruTKM6l26p%2fXuujhw%3d
73,11,4,11,15,Truck Stop,11,Furious George,21,/teams/events/match_report/?EventGameId=7tvJdk8kIfWNe9fmLvMWrDTzZoruTKM6l26p%2fXuujhw%3d
74,11,7,11,12,Sockeye,11,Doublewide,17,/teams/events/match_report/?EventGameId=E9G3kPtfUOSZ0SW%2bdfWxzGgYKYjUEI2C6VR%2bZaO0hXo%3d
75,12,5,12,11,Doublewide,12,Sockeye,16,/teams/events/match_report/?EventGameId=E9G3kPtfUOSZ0SW%2bdfWxzGgYKYjUEI2C6VR%2bZaO0hXo%3d
76,9,3,11,15,Patrol,11,Furious George,12,/teams/events/match_report/?EventGameId=dWd8UotohQGoJ38aFNumEjdiHOT25d77y9PXGKvRkbY%3d
77,15,5,15,11,Furious George,15,Patrol,9,/teams/events/match_report/?EventGameId=dWd8UotohQGoJ38aFNumEjdiHOT25d77y9PXGKvRkbY%3d
78,14,10,14,11,H.I.P,14,Patrol,21,/teams/events/match_report/?EventGameId=wjR5oen9TDKpXiugrha2OV%2bDfssCZfnbNXJQnHwCVps%3d
79,11,9,11,14,Patrol,11,H.I.P,23,/teams/events/match_report/?EventGameId=wjR5oen9TDKpXiugrha2OV%2bDfssCZfnbNXJQnHwCVps%3d
80,11,6,12,14,Patrol,12,Madison Club,18,/teams/events/match_report/?EventGameId=RLm4Dv%2bRrY8awJOBBdsEVnL7KorTpFUjVJF%2bLm7DVxU%3d
81,14,7,14,12,Madison Club,14,Patrol,15,/teams/events/match_report/?EventGameId=RLm4Dv%2bRrY8awJOBBdsEVnL7KorTpFUjVJF%2bLm7DVxU%3d
82,16,11,16,7,Dig,15,H.I.P,24,/teams/events/match_report/?EventGameId=lr2N9zaQn1m7HKinGwJ1JWxa8dns0ZC8XO%2bwtU3cRtE%3d
83,6,7,6,15,H.I.P,7,Dig,30,/teams/events/match_report/?EventGameId=lr2N9zaQn1m7HKinGwJ1JWxa8dns0ZC8XO%2bwtU3cRtE%3d
84,14,9,13,10,Doublewide,14,HIGH FIVE,16,/teams/events/match_report/?EventGameId=efe%2btwjNohdbeBdhNR9bdWoDbfU554%2fw7ZE2bZjoYOY%3d
85,10,9,10,14,HIGH FIVE,10,Doublewide,21,/teams/events/match_report/?EventGameId=efe%2btwjNohdbeBdhNR9bdWoDbfU554%2fw7ZE2bZjoYOY%3d
86,12,5,12,15,HIGH FIVE,12,Prairie Fire,18,/teams/events/match_report/?EventGameId=pOAUI7g9%2bfyqLUFG1pt5JSa28VaFPJWcDIRQQrM1cMk%3d
87,15,7,15,12,Prairie Fire,15,HIGH FIVE,15,/teams/events/match_report/?EventGameId=pOAUI7g9%2bfyqLUFG1pt5JSa28VaFPJWcDIRQQrM1cMk%3d
88,8,7,8,12,Prairie Fire,8,PoNY,20,/teams/events/match_report/?EventGameId=rD%2fgaESXKulAYlqEFxE7JIAxucsbEr0HNekAuQWLlBQ%3d
89,12,14,12,8,PoNY,12,Prairie Fire,15,/teams/events/match_report/?EventGameId=rD%2fgaESXKulAYlqEFxE7JIAxucsbEr0HNekAuQWLlBQ%3d
90,15,6,15,13,Chicago Machine,15,HIGH FIVE,13,/teams/events/match_report/?EventGameId=dqULf%2fJ7oKWvrTe5xwf80F7Ak2cHeuRTN0SDKPPKO94%3d
91,13,8,13,15,HIGH FIVE,13,Chicago Machine,16,/teams/events/match_report/?EventGameId=dqULf%2fJ7oKWvrTe5xwf80F7Ak2cHeuRTN0SDKPPKO94%3d
92,11,2,11,15,Prairie Fire,11,H.I.P,3,/teams/events/match_report/?EventGameId=SubZVX4ekkMfvNwexa%2bjeDb3PlA5TCs%2fA58yRPawVQU%3d
93,15,5,15,11,H.I.P,15,Prairie Fire,3,/teams/events/match_report/?EventGameId=SubZVX4ekkMfvNwexa%2bjeDb3PlA5TCs%2fA58yRPawVQU%3d
94,0,0,0,6,Chicago Machine,7,Madison Club,0,/teams/events/match_report/?EventGameId=YhjSIOo725%2fZ4XFJ0%2fERP1V87IdzKKzVHERdAp6ya5A%3d
95,0,0,0,7,Madison Club,6,Chicago Machine,0,/teams/events/match_report/?EventGameId=YhjSIOo725%2fZ4XFJ0%2fERP1V87IdzKKzVHERdAp6ya5A%3d
96,11,7,11,10,Dig,14,Madison Club,16,/teams/events/match_report/?EventGameId=7VD%2fRmIsSadtdpx%2fYKXt8ecQWUote6GdYhjv7hsPPT4%3d
97,10,6,10,14,Madison Club,10,Dig,20,/teams/events/match_report/?EventGameId=7VD%2fRmIsSadtdpx%2fYKXt8ecQWUote6GdYhjv7hsPPT4%3d
98,11,3,11,15,Chicago Machine,11,PoNY,16,/teams/events/match_report/?EventGameId=xiM4vLXXhRrjGWNtCe2ZQfLq2TbuV3A0jrzCXoX%2bO6A%3d
99,15,9,15,11,PoNY,15,Chicago Machine,13,/teams/events/match_report/?EventGameId=xiM4vLXXhRrjGWNtCe2ZQfLq2TbuV3A0jrzCXoX%2bO6A%3d
100,0,0,0,0,PoNY,0,Dig,0,/teams/events/match_report/?EventGameId=b4qQECy32wFggXCURsHZ9nSFPcF2UIbYRGhAx4mC7dg%3d
101,0,0,0,0,Dig,0,PoNY,0,/teams/events/match_report/?EventGameId=b4qQECy32wFggXCURsHZ9nSFPcF2UIbYRGhAx4mC7dg%3d
102,15,11,15,13,Patrol,15,H.I.P,18,/teams/events/match_report/?EventGameId=nHDzPSuWWtlQNPFZvhE6Dkrfl%2bIwktdUaPcZVxshaCI%3d
103,13,7,13,15,H.I.P,13,Patrol,19,/teams/events/match_report/?EventGameId=nHDzPSuWWtlQNPFZvhE6Dkrfl%2bIwktdUaPcZVxshaCI%3d
104,11,8,10,15,Prairie Fire,11,HIGH FIVE,19,/teams/events/match_report/?EventGameId=QG0jQDuXsjWhX29uKX%2folvoAX4VShc1cjni8RRZ15B0%3d
105,15,8,15,11,HIGH FIVE,15,Prairie Fire,16,/teams/events/match_report/?EventGameId=QG0jQDuXsjWhX29uKX%2folvoAX4VShc1cjni8RRZ15B0%3d
