,As,Ds,Gs,Opp Score,Opponent,Score,Team,Ts,url
164,0,0,0,0,Texas,0,UCLA,0,/teams/events/match_report/?EventGameId=Fun1IlYqRWzQS3yY2X6tG8Cq4Gp2xHfFdomjoeJVXMY%3d
165,0,0,0,0,UCLA,0,Texas,0,/teams/events/match_report/?EventGameId=Fun1IlYqRWzQS3yY2X6tG8Cq4Gp2xHfFdomjoeJVXMY%3d
166,0,0,0,0,Colorado,0,Oregon,0,/teams/events/match_report/?EventGameId=S6wgk70UIal2fD9GnbvA0nApmVLJuSjyuBK3iKMdyBA%3d
167,0,0,0,0,Oregon,0,Colorado,0,/teams/events/match_report/?EventGameId=S6wgk70UIal2fD9GnbvA0nApmVLJuSjyuBK3iKMdyBA%3d
168,15,7,15,7,Michigan,15,Dartmouth,15,/teams/events/match_report/?EventGameId=HSgqCSk5dIONEABf3MDG7AMM5yCylqfqzrAmrkIqOVE%3d
169,7,2,7,15,Dartmouth,7,Michigan,20,/teams/events/match_report/?EventGameId=HSgqCSk5dIONEABf3MDG7AMM5yCylqfqzrAmrkIqOVE%3d
170,15,4,15,9,Notre Dame,15,Virginia,16,/teams/events/match_report/?EventGameId=gAA5tMDIfEsX3QLZFpTDOr%2btTddBSF8KDmWHEKl%2fmbc%3d
171,9,7,9,15,Virginia,9,Notre Dame,22,/teams/events/match_report/?EventGameId=gAA5tMDIfEsX3QLZFpTDOr%2btTddBSF8KDmWHEKl%2fmbc%3d
172,14,6,14,10,Carleton College,14,Texas,20,/teams/events/match_report/?EventGameId=R2rWIR8HodzKExL8Fh1LZlKJ21xvCRzaPpGzzlm3g4w%3d
173,10,7,10,14,Texas,10,Carleton College,19,/teams/events/match_report/?EventGameId=R2rWIR8HodzKExL8Fh1LZlKJ21xvCRzaPpGzzlm3g4w%3d
174,15,6,15,8,California,15,Colorado,20,/teams/events/match_report/?EventGameId=B1HvupaQ6a6JtnnQXK2Mab6HXdud%2b1%2fYep1ux5n7UFY%3d
175,8,7,8,15,Colorado,8,California,26,/teams/events/match_report/?EventGameId=B1HvupaQ6a6JtnnQXK2Mab6HXdud%2b1%2fYep1ux5n7UFY%3d
176,0,0,0,0,Connecticut,0,Ohio State,0,/teams/events/match_report/?EventGameId=c%2f9oee4uAk1Sn8zGu%2bDqkjb499ufiwaDwKc%2fgjLiE2E%3d
177,0,0,0,0,Ohio State,0,Connecticut,0,/teams/events/match_report/?EventGameId=c%2f9oee4uAk1Sn8zGu%2bDqkjb499ufiwaDwKc%2fgjLiE2E%3d
178,0,0,0,12,Tufts,15,Delaware,0,/teams/events/match_report/?EventGameId=Vu1CqSlkKtRlYRBn9YkS31i1agx%2b7Fq91EtsdLuOvT8%3d
179,0,0,0,15,Delaware,12,Tufts,0,/teams/events/match_report/?EventGameId=Vu1CqSlkKtRlYRBn9YkS31i1agx%2b7Fq91EtsdLuOvT8%3d
180,0,0,0,9,Pittsburgh,15,North Carolina,0,/teams/events/match_report/?EventGameId=5SP1zVrJrHzQWCV51M9%2bdaZFgasbRHddfGPnO5Cwttc%3d
181,0,0,0,15,North Carolina,9,Pittsburgh,0,/teams/events/match_report/?EventGameId=5SP1zVrJrHzQWCV51M9%2bdaZFgasbRHddfGPnO5Cwttc%3d
182,0,0,0,0,Florida,0,California-San Diego,0,/teams/events/match_report/?EventGameId=iSiW24tlwcKlqbaZVIs4Q079qZpTXWRiqJCDdzae87Y%3d
183,0,0,0,0,California-San Diego,0,Florida,0,/teams/events/match_report/?EventGameId=iSiW24tlwcKlqbaZVIs4Q079qZpTXWRiqJCDdzae87Y%3d
