,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Score
6,6,Brenden Fischer-Femal,BRENDEN FISCHER-FEMAL,0,0,1,1,0,2,2,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
7,7,Bryson Allison,BRYSON ALLISON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
8,9,Robert King,ROBERT KING,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
9,10,Mike Giere,MIKE GIERE,0,0,0,0,0,4,4,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
10,11,Hunter Levis,HUNTER LEVIS,0,0,1,1,1,1,1,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
11,12,Andrew Feller,ANDREW FELLER,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
12,15,Trey Taylor,TREY TAYLOR,0,0,1,1,0,2,2,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
13,17,Jeffrey Letsinger,JEFFREY LETSINGER,1,1,1,1,0,2,2,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
14,20,Anderson Fackler,ANDERSON FACKLER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
15,21,Michael Affleck,MICHAEL AFFLECK,0,0,1,1,0,2,2,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
16,25,Alex Baker,ALEX BAKER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
17,27,Simon Greenhalgh,SIMON GREENHALGH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
18,27,Harrison Sucher,HARRISON SUCHER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
19,50,Alexander Knock,ALEXANDER KNOCK,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
20,66,Joshua Zdrodowski,JOSHUA ZDRODOWSKI,2,2,1,1,1,3,3,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
21,71,Greg Krumel,GREG KRUMEL,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
22,75,Jeffrey Santry,JEFFREY SANTRY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
23,77,Connor Hess,CONNOR HESS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
24,84,Scott Sivola,SCOTT SIVOLA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
25,88,Kevin Bryant,KEVIN BRYANT,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
26,99,Sriram Aananthakrishnan,SRIRAM AANANTHAKRISHNAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Owdp95vn5eldVP6ALQPz1JWi8j%2fITMKgRB3drCOx1JI%3d,Utah,20,8,15
0,0,Chris Sundquist,CHRIS SUNDQUIST,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
1,1,Owen Freed,OWEN FREED,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
2,2,Solomon Yanuck,SOLOMON YANUCK,1,1,1,1,1,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
3,3,Eli Miller,ELI MILLER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
4,6,Alex Olson,ALEX OLSON,0,0,4,4,0,6,6,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
5,9,Nikita Fomichev,NIKITA FOMICHEV,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
6,10,Henry Fisher,HENRY FISHER,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
7,11,Kohl Sparrman,KOHL SPARRMAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
8,12,Timothy Schoch,TIMOTHY SCHOCH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
9,13,Alexander Walker,ALEXANDER WALKER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
10,14,Kenneth Justin Lim,KENNETH JUSTIN LIM,2,2,4,4,1,2,2,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
11,15,Eric C Taylor,ERIC C TAYLOR,3,3,2,2,1,1,1,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
12,16,Angus Lamont,ANGUS LAMONT,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
13,17,Adam Throne,ADAM THRONE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
14,21,Jesse Bolton,JESSE BOLTON,1,1,0,0,0,2,2,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
15,23,Sef Van Kan,SEF VAN KAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
16,27,Elliot Mawby,ELLIOT MAWBY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
17,30,Natan Lee-Engel,NATAN LEE-ENGEL,2,2,1,1,3,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
18,33,Conor Eckert,CONOR ECKERT,0,0,0,0,2,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
19,53,David Odea,DAVID ODEA,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
20,55,Jake Ritmire,JAKE RITMIRE,3,3,2,2,2,1,1,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
21,91,Russell Hanson,RUSSELL HANSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Carleton College,9,16,15
0,3,Blake Galloway,BLAKE GALLOWAY,0,0,4,4,2,2,2,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
1,5,Eric Sjostrom,ERIC SJOSTROM,3,3,2,2,0,1,1,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
2,6,Garris Bugg,GARRIS BUGG,3,3,0,0,1,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
3,9,Dustin Register,DUSTIN REGISTER,1,1,1,1,1,4,4,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
4,11,Jack Missildine,JACK MISSILDINE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
5,12,Jonathan Arrington,JONATHAN ARRINGTON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
6,16,Evan Caldwell,EVAN CALDWELL,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
7,18,Robert Alongi,ROBERT ALONGI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
8,22,Rocco Magnella,ROCCO MAGNELLA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
9,23,Martin Newman,MARTIN NEWMAN,2,2,2,2,3,1,1,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
10,24,Samuel Murphree,SAMUEL MURPHREE,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
11,25,Reid Williams,REID WILLIAMS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
12,26,Hamilton Wasnick,HAMILTON WASNICK,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
13,27,Michael Volz,MICHAEL VOLZ,3,3,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
14,28,Reid Thackerson,REID THACKERSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
15,32,Trois White,TROIS WHITE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
16,33,James Hershey,JAMES HERSHEY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
17,35,James Missildine,JAMES MISSILDINE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
18,37,Michael Strobel,MICHAEL STROBEL,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
19,44,Hank Womble,HANK WOMBLE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
20,47,Josh Connelly,JOSH CONNELLY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
21,83,Ryan Landry,RYAN LANDRY,2,2,1,1,0,2,2,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
22,85,Evan Boecking,EVAN BOECKING,1,1,5,5,0,1,1,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
23,87,William Thompson,WILLIAM THOMPSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=GL9xVYqKggPPtuxeynEBKiUYlT8REEyS7QGgErnTFvc%3d,Auburn,16,15,16
0,0,Josh Kautz,JOSH KAUTZ,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
1,1,Ryan Osgar,RYAN OSGAR,1,1,4,4,1,1,1,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
2,2,Alexander Jirele,ALEXANDER JIRELE,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
3,3,Connor Anderson,CONNOR ANDERSON,1,1,0,0,1,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
4,4,Ben Jagt,BEN JAGT,4,4,2,2,0,2,2,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
5,7,Zach Trosvig,ZACH TROSVIG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
6,8,Cole Wallin,COLE WALLIN,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
7,9,Tom Duret,TOM DURET,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
8,10,Tony Poletto,TONY POLETTO,1,1,3,3,0,4,4,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
9,11,Sam Kaminsky,SAM KAMINSKY,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
10,18,James Nguyen,JAMES NGUYEN,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
11,20,Blake Trantina,BLAKE TRANTINA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
12,21,Joshua Pratt,JOSHUA PRATT,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
13,22,Adam Meckstroth,ADAM MECKSTROTH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
14,23,Saurav Dubey,SAURAV DUBEY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
15,24,Isaac Ruff,ISAAC RUFF,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
16,36,Donald Wood,DONALD WOOD,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
17,40,Neil Petersen,NEIL PETERSEN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
18,41,Sam Bumsted,SAM BUMSTED,0,0,1,1,0,2,2,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
19,42,Thomas Bakko,THOMAS BAKKO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
20,47,Dan Wylie,DAN WYLIE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
21,48,Wyatt Mekler,WYATT MEKLER,3,3,0,0,0,1,1,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
22,77,Soham Shah,SOHAM SHAH,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
23,93,Justin Hill,JUSTIN HILL,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
24,99,Tristan Van De Moortele,TRISTAN VAN DE MOORTELE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Minnesota,4,13,15
0,0,Dillon Tranquillo,DILLON TRANQUILLO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
1,2,Joseph Bender,JOSEPH BENDER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
2,3,Patrick Earles,PATRICK EARLES,1,1,6,6,0,1,1,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
3,5,Saul Graves,SAUL GRAVES,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
4,8,Leo Warren,LEO WARREN,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
5,9,Carl Morgenstern,CARL MORGENSTERN,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
6,10,Max Thorne,MAX THORNE,1,1,2,2,0,2,2,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
7,11,Kyle Hartley,KYLE HARTLEY,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
8,12,Kevin Tang,KEVIN TANG,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
9,13,Andrew Lehmberg,ANDREW LEHMBERG,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
10,15,Dylan Best,DYLAN BEST,1,1,1,1,1,1,1,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
11,16,Trent Dillon,TRENT DILLON,3,3,4,4,1,1,1,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
12,17,Matthew Hanna,MATTHEW HANNA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
13,21,Noah Robinson,NOAH ROBINSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
14,22,Christian Pitts,CHRISTIAN PITTS,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
15,24,Sam Vandusen,SAM VANDUSEN,1,1,2,2,2,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
16,26,Robert Lincoln,ROBERT LINCOLN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
17,28,Sam Jennings,SAM JENNINGS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
18,29,Dan Goldstein,DAN GOLDSTEIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
19,30,Vince Tranquillo,VINCE TRANQUILLO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
20,38,Jonah Wisch,JONAH WISCH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
21,48,Jimmy Towle,JIMMY TOWLE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
22,79,Michael Ing,MICHAEL ING,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
23,88,Jack Slevin,JACK SLEVIN,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=5XVSgAW18xRxKxFWUtL%2f%2bh8Co%2f6F68ceWmNPo9Niolc%3d,Pittsburgh,5,15,13
0,0,Josh Kautz,JOSH KAUTZ,3,3,0,0,0,1,1,/teams/events/match_report/?EventGameId=LiEZN2iaChQSlS4jh8DlzqIS8TUSfW0LPkYcUOdW4Ik%3d,Minnesota,4,15,11
1,1,Ryan Osgar,RYAN OSGAR,4,4,3,3,0,0,0,/teams/events/match_report/?EventGameId=LiEZN2iaChQSlS4jh8DlzqIS8TUSfW0LPkYcUOdW4Ik%3d,Minnesota,4,15,11
2,2,Alexander Jirele,ALEXANDER JIRELE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=LiEZN2iaChQSlS4jh8DlzqIS8TUSfW0LPkYcUOdW4Ik%3d,Minnesota,4,15,11
3,3,Connor Anderson,CONNOR ANDERSON,3,3,1,1,0,0,0,/teams/events/match_report/?EventGameId=LiEZN2iaChQSlS4jh8DlzqIS8TUSfW0LPkYcUOdW4Ik%3d,Minnesota,4,15,11
4,4,Ben Jagt,BEN JAGT,1,1,6,6,0,1,1,/teams/events/match_report/?EventGameId=LiEZN2iaChQSlS4jh8DlzqIS8TUSfW0LPkYcUOdW4Ik%3d,Minnesota,4,15,11
5,7,Zach Trosvig,ZACH TROSVIG,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=LiEZN2iaChQSlS4jh8DlzqIS8TUSfW0LPkYcUOdW4Ik%3d,Minnesota,4,15,11
6,8,Cole Wallin,COLE WALLIN,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=LiEZN2iaChQSlS4jh8DlzqIS8TUSfW0LPkYcUOdW4Ik%3d,Minnesota,4,15,11
