,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Score
0,3,Ben Sadok,BEN SADOK,2,2,2,2,1,2,2,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
1,4,Ciaran Shaughnessy,CIARAN SHAUGHNESSY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
2,7,Gabriel Schmitt,GABRIEL SCHMITT,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
3,9,Sam Carr,SAM CARR,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
4,10,Jared Madore,JARED MADORE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
5,11,Conor Kline,CONOR KLINE,1,1,1,1,0,2,2,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
6,12,Ben Tseytlin,BEN TSEYTLIN,1,1,0,0,1,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
7,15,Tannor Johnson,TANNOR JOHNSON,0,0,2,2,0,2,2,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
8,16,Giancarlo Cincotta,GIANCARLO CINCOTTA,2,2,0,0,1,3,3,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
9,18,Brett Gramann,BRETT GRAMANN,1,1,1,1,1,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
10,21,Patrick Barron,PATRICK BARRON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
11,28,Aaron Raskin,AARON RASKIN,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
12,32,Jonathon (Jack) Staples,JONATHON (JACK) STAPLES,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
13,33,Will Thornton,WILL THORNTON,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
14,34,Jeffrey Dreyfus,JEFFREY DREYFUS,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
15,36,Giovanni Flamini,GIOVANNI FLAMINI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
16,38,Matt Caswell,MATT CASWELL,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
17,47,Alec Zabrecky,ALEC ZABRECKY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
18,76,SOLOMON Maerowitz-McMahan,SOLOMON MAEROWITZ-MCMAHAN,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
19,80,Chris Bartoli,CHRIS BARTOLI,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
20,84,Colin Hannahan,COLIN HANNAHAN,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
21,87,Jeffrey Babbitt,JEFFREY BABBITT,1,1,1,1,0,2,2,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
22,89,Eugene L'Heureux,EUGENE L'HEUREUX,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Massachusetts,1,11,15
0,2,Joseph Lavine,JOSEPH LAVINE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
1,3,George Summers,GEORGE SUMMERS,1,1,1,1,1,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
2,4,Aidan Rogers,AIDAN ROGERS,0,0,2,2,0,1,1,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
3,5,Ethan Bowling,ETHAN BOWLING,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
4,7,Parker Bray,PARKER BRAY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
5,9,Samuel Little,SAMUEL LITTLE,0,0,5,5,0,5,5,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
6,10,Adam Burgess,ADAM BURGESS,0,0,1,1,0,1,1,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
7,14,John Langstaff,JOHN LANGSTAFF,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
8,15,Neal Raines,NEAL RAINES,0,0,0,0,2,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
9,16,Hunter Cutts,HUNTER CUTTS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
10,19,Ryan Pappafotis,RYAN PAPPAFOTIS,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
11,21,Sheryar Ali,SHERYAR ALI,0,0,0,0,2,1,1,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
12,22,Jon Ross Ingley,JON ROSS INGLEY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
13,24,Patrick Trent,PATRICK TRENT,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
14,26,Vasia Mishin,VASIA MISHIN,4,4,2,2,0,1,1,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
15,28,Jason Jones,JASON JONES,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
16,29,Mason Cary,MASON CARY,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
17,60,David Petmecky,DAVID PETMECKY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
18,82,Sam Batson,SAM BATSON,4,4,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
19,87,Gino Mattace,GINO MATTACE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
20,88,Nathan Haskell,NATHAN HASKELL,3,3,3,3,2,2,2,/teams/events/match_report/?EventGameId=ZT2hx%2fFH%2f8KJ%2fr06J7DsEXm0DJwmABdNYU1a8FCeC2o%3d,Georgia,8,15,11
0,1,Timothy Robison,TIMOTHY ROBISON,1,1,0,0,1,1,1,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
1,3,Michael Wilson,MICHAEL WILSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
2,4,Nick Ochoa,NICK OCHOA,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
3,7,Benjamin Lewis,BENJAMIN LEWIS,4,4,1,1,1,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
4,12,Connor Ughetta,CONNOR UGHETTA,2,2,1,1,0,1,1,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
5,13,Dalton Smith,DALTON SMITH,3,3,6,6,1,3,3,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
6,14,Carter Hollo,CARTER HOLLO,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
7,16,David Smith,DAVID SMITH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
8,17,Todd Schrader,TODD SCHRADER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
9,18,Casey Aldridge,CASEY ALDRIDGE,0,0,0,0,1,1,1,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
10,20,Nicolas Ceaser,NICOLAS CEASER,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
11,22,Zach Marbach,ZACH MARBACH,2,2,2,2,0,3,3,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
12,23,Travis Winter,TRAVIS WINTER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
13,24,Brendan Adams,BRENDAN ADAMS,1,1,3,3,0,1,1,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
14,27,Colin Smith,COLIN SMITH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
15,42,Ryan Jones,RYAN JONES,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
16,80,Connor Cole,CONNOR COLE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
17,81,Luke Hebert,LUKE HEBERT,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Texas A&M,12,15,13
0,1,Manuel Eckert,MANUEL ECKERT,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
1,2,Tian Chuan Yen,TIAN CHUAN YEN,0,0,2,2,1,1,1,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
2,3,Khalif El-Salaam,KHALIF EL-SALAAM,4,4,6,6,1,2,2,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
3,4,John Bjorge,JOHN BJORGE,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
4,6,Curtis Rusch,CURTIS RUSCH,3,3,0,0,0,1,1,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
5,7,Eli Savelle,ELI SAVELLE,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
6,8,James Gendreau,JAMES GENDREAU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
7,9,Maximilian Landa,MAXIMILIAN LANDA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
8,10,Dongyang Chen,DONGYANG CHEN,0,0,1,1,2,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
9,11,Jonathan Shuster,JONATHAN SHUSTER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
10,12,Tomas Delgado,TOMAS DELGADO,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
11,13,Jason Peacher-Ton,JASON PEACHER-TON,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
12,14,Steven Benaloh,STEVEN BENALOH,0,0,0,0,0,3,3,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
13,16,Cooper Schumacher,COOPER SCHUMACHER,5,5,0,0,1,1,1,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
14,19,Oliver Marczynski,OLIVER MARCZYNSKI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
15,21,Oliver Speltz,OLIVER SPELTZ,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
16,23,Xiao Dong Liu,XIAO DONG LIU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
17,37,Brian Huynh,BRIAN HUYNH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
18,50,Samuel Scherer,SAMUEL SCHERER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
19,51,Christopher Lu,CHRISTOPHER LU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
20,87,Joseph Kornowske,JOSEPH KORNOWSKE,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
21,88,Alan Lin,ALAN LIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ZkqhmjtVeIjMJA9p%2fZQJ8tkrH5HPaY%2ftefyUJ%2b0Q2Ak%3d,Washington,13,13,15
0,2,Joseph Lavine,JOSEPH LAVINE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
1,3,George Summers,GEORGE SUMMERS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
2,4,Aidan Rogers,AIDAN ROGERS,0,0,1,1,0,1,1,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
3,5,Ethan Bowling,ETHAN BOWLING,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
4,7,Parker Bray,PARKER BRAY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
5,9,Samuel Little,SAMUEL LITTLE,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
6,10,Adam Burgess,ADAM BURGESS,0,0,1,1,1,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
7,14,John Langstaff,JOHN LANGSTAFF,1,1,1,1,0,1,1,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
8,15,Neal Raines,NEAL RAINES,1,1,0,0,1,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
9,16,Hunter Cutts,HUNTER CUTTS,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
10,19,Ryan Pappafotis,RYAN PAPPAFOTIS,1,1,2,2,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
11,21,Sheryar Ali,SHERYAR ALI,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
12,22,Jon Ross Ingley,JON ROSS INGLEY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
13,24,Patrick Trent,PATRICK TRENT,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
14,26,Vasia Mishin,VASIA MISHIN,1,1,1,1,0,1,1,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
15,28,Jason Jones,JASON JONES,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
16,29,Mason Cary,MASON CARY,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
17,60,David Petmecky,DAVID PETMECKY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
18,82,Sam Batson,SAM BATSON,1,1,2,2,2,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
19,87,Gino Mattace,GINO MATTACE,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
20,88,Nathan Haskell,NATHAN HASKELL,2,2,5,5,1,3,3,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Georgia,8,14,11
0,1,Manuel Eckert,MANUEL ECKERT,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Washington,13,11,14
1,2,Tian Chuan Yen,TIAN CHUAN YEN,0,0,1,1,0,1,1,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Washington,13,11,14
2,3,Khalif El-Salaam,KHALIF EL-SALAAM,2,2,4,4,1,2,2,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Washington,13,11,14
3,4,John Bjorge,JOHN BJORGE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Washington,13,11,14
4,6,Curtis Rusch,CURTIS RUSCH,2,2,2,2,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Washington,13,11,14
5,7,Eli Savelle,ELI SAVELLE,1,1,0,0,1,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Washington,13,11,14
6,8,James Gendreau,JAMES GENDREAU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Washington,13,11,14
7,9,Maximilian Landa,MAXIMILIAN LANDA,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Washington,13,11,14
8,10,Dongyang Chen,DONGYANG CHEN,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Washington,13,11,14
9,11,Jonathan Shuster,JONATHAN SHUSTER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Washington,13,11,14
10,12,Tomas Delgado,TOMAS DELGADO,1,1,1,1,0,1,1,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Washington,13,11,14
11,13,Jason Peacher-Ton,JASON PEACHER-TON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=P9YDzo%2bxMHen3qrO2QY7pZzEVDhg2cFN5dctt2ytGks%3d,Washington,13,11,14
