,As,Ds,Gs,Opp Score,Opponent,Score,Team,Ts,url
0,15,0,15,13,Georgia,15,Pittsburgh,0,/teams/events/match_report/?EventGameId=daI9RYtHla1xWOhvjYOhIMQJV%2f%2fsOsfZ3fhP09IYiWY%3d
1,13,0,13,15,Pittsburgh,13,Georgia,0,/teams/events/match_report/?EventGameId=daI9RYtHla1xWOhvjYOhIMQJV%2f%2fsOsfZ3fhP09IYiWY%3d
2,11,0,11,14,Texas,11,Wisconsin,0,/teams/events/match_report/?EventGameId=S3zVQHXh95dM%2b%2fP8LISRSn%2bgPsf3dCTarcagEnhRk%2f8%3d
3,14,0,14,11,Wisconsin,14,Texas,0,/teams/events/match_report/?EventGameId=S3zVQHXh95dM%2b%2fP8LISRSn%2bgPsf3dCTarcagEnhRk%2f8%3d
4,9,0,9,15,Texas,10,Georgia,0,/teams/events/match_report/?EventGameId=p2mhJCSjLk2p6fndru5lHO7Anu0EHKsYMz9v%2bQKrMeo%3d
5,15,0,15,10,Georgia,15,Texas,0,/teams/events/match_report/?EventGameId=p2mhJCSjLk2p6fndru5lHO7Anu0EHKsYMz9v%2bQKrMeo%3d
6,15,0,15,9,Auburn,15,Wisconsin,0,/teams/events/match_report/?EventGameId=IQok8rSaKprmGkHPZE1doX2V5VQx8tLfN2Uf%2bCXo14w%3d
7,9,0,5,15,Wisconsin,9,Auburn,0,/teams/events/match_report/?EventGameId=IQok8rSaKprmGkHPZE1doX2V5VQx8tLfN2Uf%2bCXo14w%3d
8,13,0,14,4,Auburn,15,Pittsburgh,0,/teams/events/match_report/?EventGameId=TvFRtFnbzPylt4oOAUywOKMBXR8PfHns4ZK1iR%2bDk%2fI%3d
9,2,0,3,15,Pittsburgh,4,Auburn,0,/teams/events/match_report/?EventGameId=TvFRtFnbzPylt4oOAUywOKMBXR8PfHns4ZK1iR%2bDk%2fI%3d
10,15,0,15,12,Wisconsin,15,Pittsburgh,0,/teams/events/match_report/?EventGameId=MHOrvTO95d8WQSlBnuU73y9WXsMsXMDOG88nopTXW5w%3d
11,12,0,12,15,Pittsburgh,12,Wisconsin,0,/teams/events/match_report/?EventGameId=MHOrvTO95d8WQSlBnuU73y9WXsMsXMDOG88nopTXW5w%3d
12,15,0,15,12,Auburn,15,Georgia,0,/teams/events/match_report/?EventGameId=pcvlq%2bx6xbVTHpJNgFmklYdfIlSUZ%2bPpQ6%2bt8QQ44n8%3d
13,12,0,10,15,Georgia,12,Auburn,0,/teams/events/match_report/?EventGameId=pcvlq%2bx6xbVTHpJNgFmklYdfIlSUZ%2bPpQ6%2bt8QQ44n8%3d
14,12,0,12,13,Texas,12,Pittsburgh,0,/teams/events/match_report/?EventGameId=q6sCHpJ%2f9meMu6Yn4IU7IBKIrDbnv8tNj849hFw3IlU%3d
15,13,0,13,12,Pittsburgh,13,Texas,0,/teams/events/match_report/?EventGameId=q6sCHpJ%2f9meMu6Yn4IU7IBKIrDbnv8tNj849hFw3IlU%3d
16,15,0,15,13,Wisconsin,15,Georgia,0,/teams/events/match_report/?EventGameId=Hh6Ks7ygfV%2f7%2fppKNsabHPw7%2bXBecklE4tKnHIF2ntc%3d
17,13,0,13,15,Georgia,13,Wisconsin,0,/teams/events/match_report/?EventGameId=Hh6Ks7ygfV%2f7%2fppKNsabHPw7%2bXBecklE4tKnHIF2ntc%3d
18,11,0,11,15,Auburn,11,Texas,0,/teams/events/match_report/?EventGameId=WnYDO%2bszs9m7%2bhtr%2bgUU0ioYV2hsOcov3irmSZuRzDY%3d
19,15,0,15,11,Texas,15,Auburn,0,/teams/events/match_report/?EventGameId=WnYDO%2bszs9m7%2bhtr%2bgUU0ioYV2hsOcov3irmSZuRzDY%3d
20,13,0,13,12,Cincinnati,14,Texas A&M,0,/teams/events/match_report/?EventGameId=1YEKrQcXZB46Kzhs0ZPI27O%2fOurnwZeKsdQARtw505k%3d
