,As,Ds,Gs,Opp Score,Opp Seed,Opponent,Score,Seed,Team,Ts,url
0,15,13,15,2,14,Florida,15,2,Dartmouth,13,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d
1,2,2,2,15,2,Dartmouth,2,14,Florida,29,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d
0,13,9,13,11,8,Colorado,13,1,Stanford,21,/teams/events/match_report/?EventGameId=J1lwzUhlwIFNvNMLwU6o32o07Wz3uqagKC1ZE8GKZH8%3d
1,11,6,11,13,1,Stanford,11,8,Colorado,20,/teams/events/match_report/?EventGameId=J1lwzUhlwIFNvNMLwU6o32o07Wz3uqagKC1ZE8GKZH8%3d
0,15,13,15,5,9,California,15,5,British Columbia,23,/teams/events/match_report/?EventGameId=ehhFzqALCp5COnx0UCjcDopyDYTbno6iwsAJpT2fo1s%3d
1,5,7,5,15,5,British Columbia,5,9,California,32,/teams/events/match_report/?EventGameId=ehhFzqALCp5COnx0UCjcDopyDYTbno6iwsAJpT2fo1s%3d
0,14,12,14,11,14,Florida,14,7,Notre Dame,27,/teams/events/match_report/?EventGameId=rkfAeAuKij5df631Ynms4CUuLfEvlDHVUHXESoRGbzw%3d
1,11,12,11,14,7,Notre Dame,11,14,Florida,32,/teams/events/match_report/?EventGameId=rkfAeAuKij5df631Ynms4CUuLfEvlDHVUHXESoRGbzw%3d
0,15,5,15,13,18,Delaware,15,11,Oregon,27,/teams/events/match_report/?EventGameId=XwkcZJim1uq4BI1BIA9eIh57hc%2bsuwbAvNiBnICRet8%3d
1,13,6,13,15,11,Oregon,13,18,Delaware,32,/teams/events/match_report/?EventGameId=XwkcZJim1uq4BI1BIA9eIh57hc%2bsuwbAvNiBnICRet8%3d
0,15,4,15,9,13,Pittsburgh,15,8,Colorado,16,/teams/events/match_report/?EventGameId=wOkeNQN1Ck3g0a%2bsVoFXGsONRQfU0SosOtzzr4Ef2zg%3d
1,9,5,9,15,8,Colorado,9,13,Pittsburgh,21,/teams/events/match_report/?EventGameId=wOkeNQN1Ck3g0a%2bsVoFXGsONRQfU0SosOtzzr4Ef2zg%3d
0,15,7,15,9,4,Texas,15,2,Dartmouth,11,/teams/events/match_report/?EventGameId=22vOanpWMIV1jZhJfe6oj4RXqPu65oa3KVm48P8esXM%3d
1,9,4,9,15,2,Dartmouth,9,4,Texas,17,/teams/events/match_report/?EventGameId=22vOanpWMIV1jZhJfe6oj4RXqPu65oa3KVm48P8esXM%3d
0,8,6,8,14,2,Dartmouth,8,1,Stanford,24,/teams/events/match_report/?EventGameId=MUd%2bWGq5isdT9GDTjRILpDtkQc8p7nR9ssitWTssMaE%3d
1,14,8,14,8,1,Stanford,14,2,Dartmouth,17,/teams/events/match_report/?EventGameId=MUd%2bWGq5isdT9GDTjRILpDtkQc8p7nR9ssitWTssMaE%3d
0,15,16,15,8,16,North Carolina,15,5,British Columbia,25,/teams/events/match_report/?EventGameId=dA373vPfIW07AozthaDYunr8EXIbJGXJh5GlDJ4xfm4%3d
1,7,9,8,15,5,British Columbia,8,16,North Carolina,31,/teams/events/match_report/?EventGameId=dA373vPfIW07AozthaDYunr8EXIbJGXJh5GlDJ4xfm4%3d
0,13,10,13,12,15,Michigan,14,3,Virginia,26,/teams/events/match_report/?EventGameId=P5Rit8siMP2Xjyts2bkmTd4el3QeeJgrBvZGyf3XNWQ%3d
