,As,Ds,Gs,Opp Score,Opp Seed,Opponent,Score,Seed,Team,Ts,url
0,10,8,10,14,8,BFG,11,10,Snake Country,18,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d
1,13,6,13,11,10,Snake Country,14,8,BFG,15,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d
0,11,4,11,15,5,Slow White,11,4,Wild Card,12,/teams/events/match_report/?EventGameId=%2fdIaYr4hfJQMs7Q8zrKJ%2fxKQCOJONlwBwokGBC%2f%2bpak%3d
1,15,8,15,11,4,Wild Card,15,5,Slow White,10,/teams/events/match_report/?EventGameId=%2fdIaYr4hfJQMs7Q8zrKJ%2fxKQCOJONlwBwokGBC%2f%2bpak%3d
0,15,6,15,8,13,Columbus Cocktails,15,6,Mischief,7,/teams/events/match_report/?EventGameId=1SHVJkegVcmrQp%2fbb8GQRgsJer58wEVrtDx7yFc%2bq3M%3d
1,8,4,8,15,6,Mischief,8,13,Columbus Cocktails,13,/teams/events/match_report/?EventGameId=1SHVJkegVcmrQp%2fbb8GQRgsJer58wEVrtDx7yFc%2bq3M%3d
0,12,6,12,15,3,AMP,12,7,Space Heater,13,/teams/events/match_report/?EventGameId=W155h%2b1GFZn3XYDLcgBtdV%2fkmCwetm6m3JDofBg8guA%3d
1,15,7,15,12,7,Space Heater,15,3,AMP,11,/teams/events/match_report/?EventGameId=W155h%2b1GFZn3XYDLcgBtdV%2fkmCwetm6m3JDofBg8guA%3d
0,15,5,15,9,7,Space Heater,15,4,Wild Card,10,/teams/events/match_report/?EventGameId=QohCrqkcaBPermn4Cb79meHFCB6qDWHXmrwriWrH64I%3d
1,8,4,8,15,4,Wild Card,9,7,Space Heater,15,/teams/events/match_report/?EventGameId=QohCrqkcaBPermn4Cb79meHFCB6qDWHXmrwriWrH64I%3d
0,13,14,14,8,11,Toro,14,2,Seattle Mixtape,26,/teams/events/match_report/?EventGameId=ob3T%2fnjHoF%2bnQ22vV6sE1hMPEjdFCZS7APk%2br3yVMy4%3d
1,8,14,8,14,2,Seattle Mixtape,8,11,Toro,33,/teams/events/match_report/?EventGameId=ob3T%2fnjHoF%2bnQ22vV6sE1hMPEjdFCZS7APk%2br3yVMy4%3d
0,12,8,12,14,6,Mischief,12,3,AMP,18,/teams/events/match_report/?EventGameId=9DnniDWeDgrgRMi%2fI5AjDJWY1WuB2bLe70atrc%2fMoVw%3d
1,14,8,13,12,3,AMP,14,6,Mischief,17,/teams/events/match_report/?EventGameId=9DnniDWeDgrgRMi%2fI5AjDJWY1WuB2bLe70atrc%2fMoVw%3d
0,14,1,14,15,16,Superlame,14,15,MOONDOG,7,/teams/events/match_report/?EventGameId=UlXIY1aRWNCFCP9oSO71GtOp7i1R%2bV809nZiT46RfkA%3d
1,15,6,15,14,15,MOONDOG,15,16,Superlame,7,/teams/events/match_report/?EventGameId=UlXIY1aRWNCFCP9oSO71GtOp7i1R%2bV809nZiT46RfkA%3d
0,14,2,15,11,13,Columbus Cocktails,15,2,Seattle Mixtape,6,/teams/events/match_report/?EventGameId=vrToRx71OgMjtxWF0ERRRkT5tKrLAR40AjIhFxVzlAM%3d
1,10,3,11,15,2,Seattle Mixtape,11,13,Columbus Cocktails,9,/teams/events/match_report/?EventGameId=vrToRx71OgMjtxWF0ERRRkT5tKrLAR40AjIhFxVzlAM%3d
0,8,4,8,15,9,shame.,8,5,Slow White,19,/teams/events/match_report/?EventGameId=yPGYMlcah47MXm%2fXN3HeiVS5JIHq7Lc5%2bTiUuD5XuzU%3d
1,15,6,15,8,5,Slow White,15,9,shame.,15,/teams/events/match_report/?EventGameId=yPGYMlcah47MXm%2fXN3HeiVS5JIHq7Lc5%2bTiUuD5XuzU%3d
0,7,6,8,15,12,Public Enemy,8,14,Polar Bears,16,/teams/events/match_report/?EventGameId=PvlZSkinyYlBelCHQd6%2fZdHn7BI%2fczBi1Iv3wkeKCGU%3d
1,15,5,15,8,14,Polar Bears,15,12,Public Enemy,9,/teams/events/match_report/?EventGameId=PvlZSkinyYlBelCHQd6%2fZdHn7BI%2fczBi1Iv3wkeKCGU%3d
0,15,8,15,12,16,Superlame,14,9,shame.,13,/teams/events/match_report/?EventGameId=t8AL0ux3wAnZKWdCKTGNLHiwlqz%2bjVEO7gpVEWX1LWM%3d
1,12,5,12,14,9,shame.,12,16,Superlame,15,/teams/events/match_report/?EventGameId=t8AL0ux3wAnZKWdCKTGNLHiwlqz%2bjVEO7gpVEWX1LWM%3d
0,15,9,15,14,9,shame.,15,3,AMP,21,/teams/events/match_report/?EventGameId=WL7hzmPNLKAGQGoZHV1fKGkgxYPck%2bZC%2fBroA0b3yoc%3d
1,14,10,14,15,3,AMP,14,9,shame.,21,/teams/events/match_report/?EventGameId=WL7hzmPNLKAGQGoZHV1fKGkgxYPck%2bZC%2fBroA0b3yoc%3d
0,13,5,13,11,10,Snake Country,13,12,Public Enemy,14,/teams/events/match_report/?EventGameId=0FoLU5w%2byOWVeAI94P3NvR%2bMWHfCxEK2CL971xpk8G8%3d
1,11,6,11,13,12,Public Enemy,11,10,Snake Country,15,/teams/events/match_report/?EventGameId=0FoLU5w%2byOWVeAI94P3NvR%2bMWHfCxEK2CL971xpk8G8%3d
0,13,7,13,14,1,Drag'n Thrust,13,5,Slow White,21,/teams/events/match_report/?EventGameId=fuuy%2fAG5RazSxOzmXaEyn4fGzRQEsCrCLr%2b0k5z%2f7Y8%3d
1,14,11,14,13,5,Slow White,14,1,Drag'n Thrust,18,/teams/events/match_report/?EventGameId=fuuy%2fAG5RazSxOzmXaEyn4fGzRQEsCrCLr%2b0k5z%2f7Y8%3d
0,15,0,15,3,12,Public Enemy,15,11,Toro,9,/teams/events/match_report/?EventGameId=NbM3cg5RT91qcDQaPcydVIEH1mATsFmBWTu4mda95A0%3d
1,3,2,3,15,11,Toro,3,12,Public Enemy,20,/teams/events/match_report/?EventGameId=NbM3cg5RT91qcDQaPcydVIEH1mATsFmBWTu4mda95A0%3d
0,12,8,12,10,15,MOONDOG,12,6,Mischief,9,/teams/events/match_report/?EventGameId=wpo4dIZN%2blfPLNvxfKDwi2cC7dnecMrjg1d6baxy4l0%3d
1,10,3,10,12,6,Mischief,10,15,MOONDOG,11,/teams/events/match_report/?EventGameId=wpo4dIZN%2blfPLNvxfKDwi2cC7dnecMrjg1d6baxy4l0%3d
0,15,9,15,10,11,Toro,15,7,Space Heater,15,/teams/events/match_report/?EventGameId=9Zc1Xa4tM0sA6%2fkDpnaPRZk568rYs02xCGtegd0Q9l8%3d
1,10,3,10,15,7,Space Heater,10,11,Toro,21,/teams/events/match_report/?EventGameId=9Zc1Xa4tM0sA6%2fkDpnaPRZk568rYs02xCGtegd0Q9l8%3d
0,14,2,14,10,10,Snake Country,14,6,Mischief,7,/teams/events/match_report/?EventGameId=dNRsbCAEXW9lHCB4Ixo6U6B4Xr87pJUCBjrEUfZfrxc%3d
1,10,5,10,14,6,Mischief,10,10,Snake Country,10,/teams/events/match_report/?EventGameId=dNRsbCAEXW9lHCB4Ixo6U6B4Xr87pJUCBjrEUfZfrxc%3d
0,15,4,15,10,1,Drag'n Thrust,15,6,Mischief,11,/teams/events/match_report/?EventGameId=nlLD%2fR5zkEBtGihriiAa%2f%2bc7ZOiCKuEOdHB3CurwDUk%3d
1,10,5,10,15,6,Mischief,10,1,Drag'n Thrust,15,/teams/events/match_report/?EventGameId=nlLD%2fR5zkEBtGihriiAa%2f%2bc7ZOiCKuEOdHB3CurwDUk%3d
0,13,10,13,10,15,MOONDOG,13,3,AMP,13,/teams/events/match_report/?EventGameId=4ZI3fDzLAdqvz7cxRtyXuiud81sHDHyLXnsC0lvnVbc%3d
1,10,2,10,13,3,AMP,10,15,MOONDOG,14,/teams/events/match_report/?EventGameId=4ZI3fDzLAdqvz7cxRtyXuiud81sHDHyLXnsC0lvnVbc%3d
0,10,2,10,13,4,Wild Card,10,5,Slow White,12,/teams/events/match_report/?EventGameId=ds%2fPw6fD3FDYlKBOokDs7%2bvbcMr6cjFipwtlmSvKBo0%3d
1,13,1,13,10,5,Slow White,13,4,Wild Card,6,/teams/events/match_report/?EventGameId=ds%2fPw6fD3FDYlKBOokDs7%2bvbcMr6cjFipwtlmSvKBo0%3d
0,12,8,12,13,14,Polar Bears,12,11,Toro,14,/teams/events/match_report/?EventGameId=PqYVBrjyMB3K2CBC9MkdtPIAdI60O0Qog0ErcgD0sfM%3d
1,13,2,13,12,11,Toro,13,14,Polar Bears,15,/teams/events/match_report/?EventGameId=PqYVBrjyMB3K2CBC9MkdtPIAdI60O0Qog0ErcgD0sfM%3d
0,14,9,14,13,7,Space Heater,14,12,Public Enemy,14,/teams/events/match_report/?EventGameId=fogb8PzuOoQtYp1SVGVs2poDirGgnhIZZOX40OpaRWE%3d
1,13,7,13,14,12,Public Enemy,13,7,Space Heater,14,/teams/events/match_report/?EventGameId=fogb8PzuOoQtYp1SVGVs2poDirGgnhIZZOX40OpaRWE%3d
0,11,13,11,12,7,Space Heater,11,11,Toro,24,/teams/events/match_report/?EventGameId=9udweUq0pr3pOlTkJ%2fENIL6qu6psYd4JKK6o0tlGO8A%3d
1,12,7,12,11,11,Toro,12,7,Space Heater,25,/teams/events/match_report/?EventGameId=9udweUq0pr3pOlTkJ%2fENIL6qu6psYd4JKK6o0tlGO8A%3d
0,13,5,13,15,9,shame.,13,4,Wild Card,13,/teams/events/match_report/?EventGameId=bLBJ22s%2b3BEeWlUf1ecjahIk4%2b032ZipipvmF77RfTs%3d
1,15,4,15,13,4,Wild Card,15,9,shame.,12,/teams/events/match_report/?EventGameId=bLBJ22s%2b3BEeWlUf1ecjahIk4%2b032ZipipvmF77RfTs%3d
0,8,7,8,15,9,shame.,8,10,Snake Country,21,/teams/events/match_report/?EventGameId=e9Rdjq4qhzAL6L6e5x1E49j3yz5zvxCH2gyiChW3izE%3d
1,15,10,15,8,10,Snake Country,15,9,shame.,15,/teams/events/match_report/?EventGameId=e9Rdjq4qhzAL6L6e5x1E49j3yz5zvxCH2gyiChW3izE%3d
0,13,7,13,12,14,Polar Bears,13,7,Space Heater,22,/teams/events/match_report/?EventGameId=AXARQmaj9jsm05obeyahaiaAfgZozwgZv2YNnOHnm20%3d
1,12,8,12,13,7,Space Heater,12,14,Polar Bears,22,/teams/events/match_report/?EventGameId=AXARQmaj9jsm05obeyahaiaAfgZozwgZv2YNnOHnm20%3d
0,13,3,13,15,11,Toro,13,5,Slow White,17,/teams/events/match_report/?EventGameId=fBZyiLCyc93gjedWUR0H8vv1HYlA1X%2fpQTJokz3krHw%3d
1,15,8,15,13,5,Slow White,15,11,Toro,15,/teams/events/match_report/?EventGameId=fBZyiLCyc93gjedWUR0H8vv1HYlA1X%2fpQTJokz3krHw%3d
