,home_score,away_score,url,home_team,away_team,home_seed,away_seed,home_final_score,away_final_score
0,0,0,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d,Seattle Mixtape,Snake Country,3,5,13,12
1,0,1,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d,Seattle Mixtape,Snake Country,3,5,13,12
2,1,1,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d,Seattle Mixtape,Snake Country,3,5,13,12
3,1,2,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d,Seattle Mixtape,Snake Country,3,5,13,12
4,2,2,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d,Seattle Mixtape,Snake Country,3,5,13,12
5,3,2,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d,Seattle Mixtape,Snake Country,3,5,13,12
6,4,2,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d,Seattle Mixtape,Snake Country,3,5,13,12
7,4,3,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d,Seattle Mixtape,Snake Country,3,5,13,12
8,5,3,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d,Seattle Mixtape,Snake Country,3,5,13,12
9,5,4,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d,Seattle Mixtape,Snake Country,3,5,13,12
10,5,5,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d,Seattle Mixtape,Snake Country,3,5,13,12
11,6,5,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d,Seattle Mixtape,Snake Country,3,5,13,12
12,6,6,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d,Seattle Mixtape,Snake Country,3,5,13,12
13,7,6,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d,Seattle Mixtape,Snake Country,3,5,13,12
14,7,7,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d,Seattle Mixtape,Snake Country,3,5,13,12
