,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,0,Paige Soper,PAIGE SOPER,0,0,3,3,0,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
1,2,Lucy Bender,LUCY BENDER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
2,5,Stephanie (Stevie) Miller,STEPHANIE (STEVIE) MILLER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
3,6,Corinn Pruitt,CORINN PRUITT,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
4,7,Sara Nitz,SARA NITZ,3,3,0,0,0,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
5,8,Becky Moore,BECKY MOORE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
6,9,Janine Walker,JANINE WALKER,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
7,10,Kristen Smiach,KRISTEN SMIACH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
8,11,Tracey Lo,TRACEY LO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
9,13,Madison Fleming,MADISON FLEMING,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
10,14,Sharon Yee,SHARON YEE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
11,15,Brittany Wright,BRITTANY WRIGHT,3,3,0,0,0,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
12,16,Lilly Mendoza,LILLY MENDOZA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
13,18,Caitlin Harley,CAITLIN HARLEY,0,0,1,1,1,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
14,19,Laura Soter,LAURA SOTER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
15,20,Sophia Knowles,SOPHIA KNOWLES,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
16,22,Elizabeth Lehman,ELIZABETH LEHMAN,2,2,2,2,0,1,1,/teams/events/match_report/?EventGameId=YkY57R2k8aX5DiOgGpnNNbiNmU%2bMKcidH6ZvKh6xxy4%3d,Rival,10,13,Wicked,15,8
