,As,Ds,Gs,Opp Score,Opp Seed,Opponent,Score,Seed,Team,Ts,url
0,15,7,15,7,12,Doublewide,15,1,Revolver,12,/teams/events/match_report/?EventGameId=AHWj4d9nJuxKTovEplD02s0eIAA22Ca7KNMzVDpOE38%3d
1,7,7,7,15,1,Revolver,7,12,Doublewide,18,/teams/events/match_report/?EventGameId=AHWj4d9nJuxKTovEplD02s0eIAA22Ca7KNMzVDpOE38%3d
0,13,6,12,12,7,Chicago Machine,13,13,Sub Zero,21,/teams/events/match_report/?EventGameId=urmSuqfz0S21t1BoqdQGKSXWL23jGY%2fw2oLzNN2cKPE%3d
1,10,7,11,13,13,Sub Zero,12,7,Chicago Machine,19,/teams/events/match_report/?EventGameId=urmSuqfz0S21t1BoqdQGKSXWL23jGY%2fw2oLzNN2cKPE%3d
0,13,10,13,11,16,SoCal Condors,13,5,Johnny Bravo,14,/teams/events/match_report/?EventGameId=KBOCf6JDmmniHlUec7gZFrkA1tNzUsKPxKEFhTJjD9M%3d
1,11,8,11,13,5,Johnny Bravo,11,16,SoCal Condors,16,/teams/events/match_report/?EventGameId=KBOCf6JDmmniHlUec7gZFrkA1tNzUsKPxKEFhTJjD9M%3d
0,11,6,11,13,6,Ironside,11,3,Ring of Fire,14,/teams/events/match_report/?EventGameId=fbTB8fWvTAAdIw41xQ2JdANaze18TJxS1GbXvXFaH%2fQ%3d
1,13,3,13,11,3,Ring of Fire,13,6,Ironside,13,/teams/events/match_report/?EventGameId=fbTB8fWvTAAdIw41xQ2JdANaze18TJxS1GbXvXFaH%2fQ%3d
0,15,7,15,8,13,Sub Zero,15,12,Doublewide,10,/teams/events/match_report/?EventGameId=TqYukdzhcPnZVmJaTUD8QIwYYdM0tJURgvSjxtp0YFw%3d
1,8,3,8,15,12,Doublewide,8,13,Sub Zero,14,/teams/events/match_report/?EventGameId=TqYukdzhcPnZVmJaTUD8QIwYYdM0tJURgvSjxtp0YFw%3d
0,8,7,8,13,12,Doublewide,8,4,Truck Stop,21,/teams/events/match_report/?EventGameId=tScObq86Y3NrrqzRt5PAAHyggnoov7iE6T2bQpmG1Ik%3d
1,13,13,13,8,4,Truck Stop,13,12,Doublewide,18,/teams/events/match_report/?EventGameId=tScObq86Y3NrrqzRt5PAAHyggnoov7iE6T2bQpmG1Ik%3d
0,12,9,12,9,15,Patrol,12,10,GOAT,21,/teams/events/match_report/?EventGameId=63zjAa4uXBqsLmZcsAYKSpJWUuFe%2f2b9d6Dbe2%2f0XYw%3d
1,9,5,9,12,10,GOAT,9,15,Patrol,24,/teams/events/match_report/?EventGameId=63zjAa4uXBqsLmZcsAYKSpJWUuFe%2f2b9d6Dbe2%2f0XYw%3d
0,13,0,13,14,9,Dig,12,4,Truck Stop,0,/teams/events/match_report/?EventGameId=yUkUE7TuO5WY14uBSSa8rhhYH%2b%2bgfji9D72wULDcgVU%3d
1,13,4,13,12,4,Truck Stop,14,9,Dig,0,/teams/events/match_report/?EventGameId=yUkUE7TuO5WY14uBSSa8rhhYH%2b%2bgfji9D72wULDcgVU%3d
0,14,6,14,13,9,Dig,14,5,Johnny Bravo,19,/teams/events/match_report/?EventGameId=0B%2fAy98wxaphDMCIn1%2fnW7WhBXteBngzp2vvNGn9mIk%3d
1,13,5,13,14,5,Johnny Bravo,13,9,Dig,19,/teams/events/match_report/?EventGameId=0B%2fAy98wxaphDMCIn1%2fnW7WhBXteBngzp2vvNGn9mIk%3d
0,10,7,9,13,7,Chicago Machine,10,2,Sockeye,16,/teams/events/match_report/?EventGameId=D25EMRoqpLA8w6p9gGrKTQQHdJW2uzLAMdQ84SOKXE8%3d
1,11,9,10,10,2,Sockeye,13,7,Chicago Machine,12,/teams/events/match_report/?EventGameId=D25EMRoqpLA8w6p9gGrKTQQHdJW2uzLAMdQ84SOKXE8%3d
