,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,3,Anna Reed,ANNA REED,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
1,4,Alex Snyder,ALEX SNYDER,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
2,5,Kaela Helton,KAELA HELTON,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
3,6,Sarah Griffith,SARAH GRIFFITH,2,2,0,0,1,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
4,7,Octavia Payne,OCTAVIA PAYNE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
5,8,Nancy Sun,NANCY SUN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
6,9,Marika Austin,MARIKA AUSTIN,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
7,11,Carolyn Finney,CAROLYN FINNEY,1,1,3,3,0,1,1,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
8,12,Diana Charrier,DIANA CHARRIER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
9,13,Cree Howard,CREE HOWARD,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
10,14,Yelena Gorlin,YELENA GORLIN,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
11,19,Amel Awadelkarim,AMEL AWADELKARIM,1,1,1,1,2,1,1,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
12,20,Andrea Romano,ANDREA ROMANO,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
13,28,Lisa Couper,LISA COUPER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
14,29,Kirstin Johnson,KIRSTIN JOHNSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
15,33,Anna Nazarov,ANNA NAZAROV,3,3,1,1,1,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
16,38,Claire McKeever,CLAIRE MCKEEVER,1,1,1,1,1,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
17,42,Darragh Clancy,DARRAGH CLANCY,0,0,1,1,1,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
18,44,Maggie Ruden,MAGGIE RUDEN,1,1,2,2,0,0,0,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
19,47,Bethany Kaylor,BETHANY KAYLOR,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=KFcgBG5CD%2bRaVVN2RcmPev%2fostKKJmoFMf51IpMaGvA%3d,Fury,1,15,Showdown,9,5
