,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,1,Margaret Nichols,MARGARET NICHOLS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
1,3,Savannah Cochran,SAVANNAH COCHRAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
2,5,Julianna Werffeli,JULIANNA WERFFELI,2,2,4,4,1,2,2,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
3,6,Piper Curtis,PIPER CURTIS,2,2,0,0,1,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
4,8,Angela Zhu,ANGELA ZHU,1,1,5,5,2,3,3,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
5,11,Abby Ritterband,ABBY RITTERBAND,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
6,12,Erica Ng,ERICA NG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
7,14,Lily Eisner,LILY EISNER,1,1,4,4,0,3,3,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
8,16,Ella Dzenitis,ELLA DZENITIS,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
9,17,Magdalene Pizzo,MAGDALENE PIZZO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
10,19,Annett Gawerc,ANNETT GAWERC,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
11,22,Jack Verzuh,JACK VERZUH,4,4,1,1,5,2,2,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
12,24,Hannah Marr,HANNAH MARR,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
13,26,Caitlyn Lee,CAITLYN LEE,2,2,1,1,3,1,1,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
14,27,Lucia Pierson,LUCIA PIERSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
15,33,Sarah Colon,SARAH COLON,1,1,0,0,1,1,1,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
16,42,Anna Matusewicz,ANNA MATUSEWICZ,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
17,48,Alexa Wing,ALEXA WING,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
18,81,Mae Hardebeck,MAE HARDEBECK,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
19,99,Moyosore Okeremi,MOYOSORE OKEREMI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Dartmouth,2,15,Florida,14,2
0,1,Natori Cummings-Haynes,NATORI CUMMINGS-HAYNES,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Florida,14,2,Dartmouth,2,15
1,2,Courtney Testa,COURTNEY TESTA,1,1,0,0,1,5,5,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Florida,14,2,Dartmouth,2,15
2,3,Lauren Bahng,LAUREN BAHNG,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Florida,14,2,Dartmouth,2,15
3,4,Lien Nguyen,LIEN NGUYEN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Florida,14,2,Dartmouth,2,15
4,5,Kylie Auble,KYLIE AUBLE,1,1,0,0,0,5,5,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Florida,14,2,Dartmouth,2,15
5,6,Harley Peters,HARLEY PETERS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Florida,14,2,Dartmouth,2,15
6,7,Alexis Brantly,ALEXIS BRANTLY,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Florida,14,2,Dartmouth,2,15
7,8,Lucy Berman,LUCY BERMAN,0,0,0,0,0,4,4,/teams/events/match_report/?EventGameId=Dq6RkZRdlFtXeWMLHo%2fjNZOzURpGjbTWsJpZ3Lrhp94%3d,Florida,14,2,Dartmouth,2,15
