,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,1,Lilian Hurtubise,LILIAN HURTUBISE,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
1,3,Emma Gautier,EMMA GAUTIER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
2,4,Brigitte Forster,BRIGITTE FORSTER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
3,6,Nora Mertz,NORA MERTZ,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
4,7,Kennadi Hairston,KENNADI HAIRSTON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
5,8,Maya Powell,MAYA POWELL,0,0,0,0,0,2,2,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
6,10,Claire Dettelbach,CLAIRE DETTELBACH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
7,11,Rebecca Shapiro,REBECCA SHAPIRO,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
8,12,Zoe Denckla,ZOE DENCKLA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
9,13,Nariah-Belle Sims,NARIAH-BELLE SIMS,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
10,14,Anna Stubbs,ANNA STUBBS,0,0,0,0,1,1,1,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
11,17,Karen Ehrhardt,KAREN EHRHARDT,2,2,0,0,1,0,0,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
12,18,Mackenzie Korpi,MACKENZIE KORPI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
13,21,Eliza Skoler,ELIZA SKOLER,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
14,23,Anika Thomas-Toth,ANIKA THOMAS-TOTH,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
15,24,Allegra Johnson McKee,ALLEGRA JOHNSON MCKEE,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d,Carleton College-Syzygy,4,5,Dartmouth,5,15
