,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,0,Casey Ikeda,CASEY IKEDA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bSHhGlR2ZUKubd6JBMyXgt19RySoS7O%2bwzBq1jbgIV4%3d,Seattle Mixtape,6,14,Drag'n Thrust,3,15
1,2,Kahyee Fong,KAHYEE FONG,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=bSHhGlR2ZUKubd6JBMyXgt19RySoS7O%2bwzBq1jbgIV4%3d,Seattle Mixtape,6,14,Drag'n Thrust,3,15
2,3,Cam Bailey,CAM BAILEY,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=bSHhGlR2ZUKubd6JBMyXgt19RySoS7O%2bwzBq1jbgIV4%3d,Seattle Mixtape,6,14,Drag'n Thrust,3,15
3,4,Zhi Chen,ZHI CHEN,1,1,1,1,0,1,1,/teams/events/match_report/?EventGameId=bSHhGlR2ZUKubd6JBMyXgt19RySoS7O%2bwzBq1jbgIV4%3d,Seattle Mixtape,6,14,Drag'n Thrust,3,15
4,8,Meagan Kapostasy,MEAGAN KAPOSTASY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bSHhGlR2ZUKubd6JBMyXgt19RySoS7O%2bwzBq1jbgIV4%3d,Seattle Mixtape,6,14,Drag'n Thrust,3,15
5,10,Lexi Garrity,LEXI GARRITY,3,3,0,0,1,0,0,/teams/events/match_report/?EventGameId=bSHhGlR2ZUKubd6JBMyXgt19RySoS7O%2bwzBq1jbgIV4%3d,Seattle Mixtape,6,14,Drag'n Thrust,3,15
6,11,Bert Abbott,BERT ABBOTT,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=bSHhGlR2ZUKubd6JBMyXgt19RySoS7O%2bwzBq1jbgIV4%3d,Seattle Mixtape,6,14,Drag'n Thrust,3,15
7,12,Brad Houser,BRAD HOUSER,1,1,3,3,1,3,3,/teams/events/match_report/?EventGameId=bSHhGlR2ZUKubd6JBMyXgt19RySoS7O%2bwzBq1jbgIV4%3d,Seattle Mixtape,6,14,Drag'n Thrust,3,15
8,14,Reed Hendrickson,REED HENDRICKSON,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=bSHhGlR2ZUKubd6JBMyXgt19RySoS7O%2bwzBq1jbgIV4%3d,Seattle Mixtape,6,14,Drag'n Thrust,3,15
9,16,Mark Burton,MARK BURTON,1,1,3,3,1,3,3,/teams/events/match_report/?EventGameId=bSHhGlR2ZUKubd6JBMyXgt19RySoS7O%2bwzBq1jbgIV4%3d,Seattle Mixtape,6,14,Drag'n Thrust,3,15
