,As,Ds,Gs,Opp Score,Opp Seed,Opponent,Score,Seed,Team,Ts,url
0,4,4,5,15,5,Dartmouth,5,4,Carleton College-Syzygy,30,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d
1,15,7,15,5,4,Carleton College-Syzygy,15,5,Dartmouth,26,/teams/events/match_report/?EventGameId=QO%2b%2fm1BaKjiFs3oiE1wKDIkKf%2fBqXp68QnLx5Ry5Bco%3d
0,15,7,15,5,12,UCLA,15,1,North Carolina,21,/teams/events/match_report/?EventGameId=CuHYYo6PVJItDH%2fYowLivp59%2fOiskDLvl88ly8Iqu6A%3d
1,5,5,5,15,1,North Carolina,5,12,UCLA,27,/teams/events/match_report/?EventGameId=CuHYYo6PVJItDH%2fYowLivp59%2fOiskDLvl88ly8Iqu6A%3d
0,15,16,15,11,18,Washington,14,7,California-Santa Barbara,39,/teams/events/match_report/?EventGameId=VT8DYF%2bFlG60akiWRGtZ7IBJ684pNsZzVWtsMeCaZz8%3d
1,10,6,10,14,7,California-Santa Barbara,11,18,Washington,30,/teams/events/match_report/?EventGameId=VT8DYF%2bFlG60akiWRGtZ7IBJ684pNsZzVWtsMeCaZz8%3d
0,13,11,13,8,18,Washington,13,2,Ohio State,36,/teams/events/match_report/?EventGameId=gqfOdwTYh2EAmbhA5W2B17kdcqvHmLjci88q4HVfJ3I%3d
1,8,12,8,13,2,Ohio State,8,18,Washington,41,/teams/events/match_report/?EventGameId=gqfOdwTYh2EAmbhA5W2B17kdcqvHmLjci88q4HVfJ3I%3d
0,11,30,11,12,16,Wisconsin,11,13,Colorado,58,/teams/events/match_report/?EventGameId=WcHzNVRePtvZes57wgwV%2bY8Atz87reSX3vKNDgkbLbQ%3d
1,12,9,11,11,13,Colorado,12,16,Wisconsin,56,/teams/events/match_report/?EventGameId=WcHzNVRePtvZes57wgwV%2bY8Atz87reSX3vKNDgkbLbQ%3d
0,14,10,14,9,6,Western Washington,14,3,California-San Diego,40,/teams/events/match_report/?EventGameId=x%2bk6VzHFduMRYHC37ZTFYUEajn9nsYdzgiwDojzrHoc%3d
1,9,10,9,14,3,California-San Diego,9,6,Western Washington,44,/teams/events/match_report/?EventGameId=x%2bk6VzHFduMRYHC37ZTFYUEajn9nsYdzgiwDojzrHoc%3d
0,12,17,12,13,3,California-San Diego,12,4,Carleton College-Syzygy,45,/teams/events/match_report/?EventGameId=qbgX4sQ%2bnDh3o7HtjrT%2bmk6TjQeUA2j0LERdZYieM9U%3d
