,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,-1,Dillon Lanier,DILLON LANIER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d,Ring of Fire,2,15,Sub Zero,4,7
1,0,Elijah Long,ELIJAH LONG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d,Ring of Fire,2,15,Sub Zero,4,7
2,0,Alexander Davis,ALEXANDER DAVIS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d,Ring of Fire,2,15,Sub Zero,4,7
3,0,Allan Laviolette,ALLAN LAVIOLETTE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d,Ring of Fire,2,15,Sub Zero,4,7
4,0,Anders Juengst,ANDERS JUENGST,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d,Ring of Fire,2,15,Sub Zero,4,7
5,0,Andrew McKelvey,ANDREW MCKELVEY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d,Ring of Fire,2,15,Sub Zero,4,7
6,0,Austin von Alten,AUSTIN VON ALTEN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d,Ring of Fire,2,15,Sub Zero,4,7
7,0,Connor Russell,CONNOR RUSSELL,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d,Ring of Fire,2,15,Sub Zero,4,7
8,0,Jacob Mouw,JACOB MOUW,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d,Ring of Fire,2,15,Sub Zero,4,7
9,0,Liam Searles-Bohs,LIAM SEARLES-BOHS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d,Ring of Fire,2,15,Sub Zero,4,7
10,0,Marcus Rovner,MARCUS ROVNER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d,Ring of Fire,2,15,Sub Zero,4,7
11,0,Stanley Birdsong,STANLEY BIRDSONG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d,Ring of Fire,2,15,Sub Zero,4,7
12,0,Walker Matthews,WALKER MATTHEWS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d,Ring of Fire,2,15,Sub Zero,4,7
13,10,Henry Fisher,HENRY FISHER,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d,Ring of Fire,2,15,Sub Zero,4,7
