,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,1,Maggie O'Connor,MAGGIE O'CONNOR,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
1,2,Marisa Rafter,MARISA RAFTER,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
2,4,Claire Leichter,CLAIRE LEICHTER,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
3,9,Audrey Lyman,AUDREY LYMAN,1,1,3,3,0,3,3,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
4,10,Angela Aie,ANGELA AIE,0,0,1,1,0,1,1,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
5,11,Iris Leung,IRIS LEUNG,1,1,0,0,1,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
6,12,Alexandra Hasan,ALEXANDRA HASAN,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
7,13,Michelle McGhee,MICHELLE MCGHEE,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
8,14,Emmy Kolanz,EMMY KOLANZ,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
9,15,Alison Griffith,ALISON GRIFFITH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
10,16,Eliza Chang,ELIZA CHANG,1,1,0,0,1,1,1,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
11,17,Julia Kwasnick,JULIA KWASNICK,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
12,19,Adrienne Lemberger,ADRIENNE LEMBERGER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
13,21,Megan Pera,MEGAN PERA,0,0,0,0,0,3,3,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
14,22,Kaitlin Swinnerton,KAITLIN SWINNERTON,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
15,23,Sabrina Fong,SABRINA FONG,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
16,24,Natasha Won,NATASHA WON,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
17,27,Kira Lou,KIRA LOU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
18,42,Jackelyne Nguyen,JACKELYNE NGUYEN,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
19,44,Kara Hammer,KARA HAMMER,4,4,0,0,0,2,2,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
20,51,Shayla Harris,SHAYLA HARRIS,1,1,1,1,2,2,2,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
21,71,Manisha Daryani,MANISHA DARYANI,0,0,2,2,1,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
22,81,Lani Nguyen,LANI NGUYEN,2,2,1,1,2,1,1,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
23,84,Hallie Dunham,HALLIE DUNHAM,0,0,2,2,1,1,1,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
24,89,Kimberly Long,KIMBERLY LONG,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Nightlock,10,15,Iris,15,10
0,0,Pénélope Robert,PÉNÉLOPE ROBERT,0,0,1,1,0,1,1,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Iris,15,10,Nightlock,10,15
1,1,Virginie Côté,VIRGINIE CÔTÉ,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Iris,15,10,Nightlock,10,15
2,3,Virginie Maltais,VIRGINIE MALTAIS,1,1,0,0,2,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Iris,15,10,Nightlock,10,15
3,4,Marie Genest,MARIE GENEST,0,0,3,3,0,3,3,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Iris,15,10,Nightlock,10,15
4,5,Alexandra Abboud,ALEXANDRA ABBOUD,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Iris,15,10,Nightlock,10,15
5,11,Julie Landry,JULIE LANDRY,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Iris,15,10,Nightlock,10,15
6,15,Melissa Poulin-Cadovius,MELISSA POULIN-CADOVIUS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=E08Zvhrvlo%2b0Y54sqPZpt7Rimn%2bZuHiPY4yCBkO4%2fBs%3d,Iris,15,10,Nightlock,10,15
