,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,3,Anna Reed,ANNA REED,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QVlXCGqzK1wmu%2fp89Nl0iBLoVnrQWI6o5DS%2b1HaoLAI%3d,Fury,4,15,6ixers,5,4
1,5,Kaela Helton,KAELA HELTON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QVlXCGqzK1wmu%2fp89Nl0iBLoVnrQWI6o5DS%2b1HaoLAI%3d,Fury,4,15,6ixers,5,4
2,6,Sarah Griffith,SARAH GRIFFITH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QVlXCGqzK1wmu%2fp89Nl0iBLoVnrQWI6o5DS%2b1HaoLAI%3d,Fury,4,15,6ixers,5,4
3,7,Octavia Payne,OCTAVIA PAYNE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QVlXCGqzK1wmu%2fp89Nl0iBLoVnrQWI6o5DS%2b1HaoLAI%3d,Fury,4,15,6ixers,5,4
4,8,Nancy Sun,NANCY SUN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QVlXCGqzK1wmu%2fp89Nl0iBLoVnrQWI6o5DS%2b1HaoLAI%3d,Fury,4,15,6ixers,5,4
5,9,Marika Austin,MARIKA AUSTIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QVlXCGqzK1wmu%2fp89Nl0iBLoVnrQWI6o5DS%2b1HaoLAI%3d,Fury,4,15,6ixers,5,4
6,10,Sharon Lin,SHARON LIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QVlXCGqzK1wmu%2fp89Nl0iBLoVnrQWI6o5DS%2b1HaoLAI%3d,Fury,4,15,6ixers,5,4
7,11,Carolyn Finney,CAROLYN FINNEY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QVlXCGqzK1wmu%2fp89Nl0iBLoVnrQWI6o5DS%2b1HaoLAI%3d,Fury,4,15,6ixers,5,4
8,12,Diana Charrier,DIANA CHARRIER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QVlXCGqzK1wmu%2fp89Nl0iBLoVnrQWI6o5DS%2b1HaoLAI%3d,Fury,4,15,6ixers,5,4
9,13,Cree Howard,CREE HOWARD,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QVlXCGqzK1wmu%2fp89Nl0iBLoVnrQWI6o5DS%2b1HaoLAI%3d,Fury,4,15,6ixers,5,4
10,14,Yelena Gorlin,YELENA GORLIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=QVlXCGqzK1wmu%2fp89Nl0iBLoVnrQWI6o5DS%2b1HaoLAI%3d,Fury,4,15,6ixers,5,4
