,As,Ds,Gs,Opp Score,Opp Seed,Opponent,Score,Seed,Team,Ts,url
0,15,9,15,4,12,Osaka Spirits,15,3,Bunka Shutter Buzz Bullets,5,/teams/events/match_report/?EventGameId=7BXS62DygDbeRRmC8uTL33HGY9KDVbOgYhnRoaCq8Ys%3d
1,4,4,4,15,3,Bunka Shutter Buzz Bullets,4,12,Osaka Spirits,8,/teams/events/match_report/?EventGameId=7BXS62DygDbeRRmC8uTL33HGY9KDVbOgYhnRoaCq8Ys%3d
0,15,7,15,12,4,Johnny Bravo,15,3,Bunka Shutter Buzz Bullets,14,/teams/events/match_report/?EventGameId=9ONsvt1Y1W0sM2kUhd5Da4pF9MrCt6CfWvV85EypRGQ%3d
1,12,6,12,15,3,Bunka Shutter Buzz Bullets,12,4,Johnny Bravo,16,/teams/events/match_report/?EventGameId=9ONsvt1Y1W0sM2kUhd5Da4pF9MrCt6CfWvV85EypRGQ%3d
0,15,6,15,10,12,Osaka Spirits,15,6,Doublewide,8,/teams/events/match_report/?EventGameId=lRqfCaeUco4lrsexib22942FAg8jcV6KiMnMfqS2vG8%3d
1,10,2,10,15,6,Doublewide,10,12,Osaka Spirits,12,/teams/events/match_report/?EventGameId=lRqfCaeUco4lrsexib22942FAg8jcV6KiMnMfqS2vG8%3d
0,15,3,15,13,2,Ring of Fire,15,1,Revolver,8,/teams/events/match_report/?EventGameId=Fe7vt5KSDcK0PxcpgEdKQmS6VB9y0S%2fJt%2bOhfNwIoh0%3d
1,13,3,13,15,1,Revolver,13,2,Ring of Fire,9,/teams/events/match_report/?EventGameId=Fe7vt5KSDcK0PxcpgEdKQmS6VB9y0S%2fJt%2bOhfNwIoh0%3d
0,15,6,15,7,11,Fire of London,15,2,Ring of Fire,2,/teams/events/match_report/?EventGameId=sPtUPI4nzv3xL5qbTysi%2bJchb7GqDZQlMdwKT6yZrd0%3d
1,6,3,7,15,2,Ring of Fire,7,11,Fire of London,9,/teams/events/match_report/?EventGameId=sPtUPI4nzv3xL5qbTysi%2bJchb7GqDZQlMdwKT6yZrd0%3d
0,14,4,15,10,8,Truck Stop,15,3,Bunka Shutter Buzz Bullets,6,/teams/events/match_report/?EventGameId=Ln%2fCcFeQoPU4BSL5MuPxCC8TNoIu%2f1%2f7nxmuYdyAHKI%3d
1,10,5,10,15,3,Bunka Shutter Buzz Bullets,10,8,Truck Stop,9,/teams/events/match_report/?EventGameId=Ln%2fCcFeQoPU4BSL5MuPxCC8TNoIu%2f1%2f7nxmuYdyAHKI%3d
0,15,3,15,11,10,Loquitos,15,5,Chicago Machine,7,/teams/events/match_report/?EventGameId=0e5WjvLVTi1i8thSBle6G9Y%2bzujSefH57JaM598v9MA%3d
1,11,4,11,15,5,Chicago Machine,11,10,Loquitos,10,/teams/events/match_report/?EventGameId=0e5WjvLVTi1i8thSBle6G9Y%2bzujSefH57JaM598v9MA%3d
0,15,10,14,4,10,Loquitos,15,6,Doublewide,8,/teams/events/match_report/?EventGameId=iSTZDxMuXSXLfsJMHf27NoHfqEWzHPEY0C5knpQMdlE%3d
1,4,3,4,15,6,Doublewide,4,10,Loquitos,13,/teams/events/match_report/?EventGameId=iSTZDxMuXSXLfsJMHf27NoHfqEWzHPEY0C5knpQMdlE%3d
0,14,3,14,3,11,Fire of London,15,4,Johnny Bravo,10,/teams/events/match_report/?EventGameId=swWRsWtxHBPY%2fLWPSCAXVx4C2L%2bPqrncBIQiNE03RMg%3d
1,3,0,3,15,4,Johnny Bravo,3,11,Fire of London,18,/teams/events/match_report/?EventGameId=swWRsWtxHBPY%2fLWPSCAXVx4C2L%2bPqrncBIQiNE03RMg%3d
0,9,7,9,11,10,Loquitos,10,12,Osaka Spirits,23,/teams/events/match_report/?EventGameId=loCiAkFmZzjOm%2fp0lX2FmqxESkoGI%2bbaHwaoxQrG%2f0w%3d
1,11,9,11,10,12,Osaka Spirits,11,10,Loquitos,25,/teams/events/match_report/?EventGameId=loCiAkFmZzjOm%2fp0lX2FmqxESkoGI%2bbaHwaoxQrG%2f0w%3d
0,15,9,14,8,11,Fire of London,15,10,Loquitos,17,/teams/events/match_report/?EventGameId=ZZu8XxGqntqa5ENCLVH99TNoxFxb%2b8jZBWDVD8XfHuA%3d
1,8,6,8,15,10,Loquitos,8,11,Fire of London,23,/teams/events/match_report/?EventGameId=ZZu8XxGqntqa5ENCLVH99TNoxFxb%2b8jZBWDVD8XfHuA%3d
0,12,2,12,15,7,Sub Zero,12,4,Johnny Bravo,10,/teams/events/match_report/?EventGameId=Wi4d7g%2fwd7kfEl64kwFc5rKZq1hSEmPYoqruSgm%2fxkk%3d
1,15,5,15,12,4,Johnny Bravo,15,7,Sub Zero,9,/teams/events/match_report/?EventGameId=Wi4d7g%2fwd7kfEl64kwFc5rKZq1hSEmPYoqruSgm%2fxkk%3d
0,11,3,11,13,5,Chicago Machine,11,4,Johnny Bravo,12,/teams/events/match_report/?EventGameId=Xa8EmOeaFu4ySirhgFCEiAS%2f8ShYGOR4seC5q%2fYXzzg%3d
1,13,7,13,11,4,Johnny Bravo,13,5,Chicago Machine,10,/teams/events/match_report/?EventGameId=Xa8EmOeaFu4ySirhgFCEiAS%2f8ShYGOR4seC5q%2fYXzzg%3d
0,15,10,14,2,12,Osaka Spirits,15,9,PoNY,11,/teams/events/match_report/?EventGameId=1XXfz%2fd84ocqqFDnYXz6FWmbCgpAY1o2PAa6Q423Hno%3d
1,2,5,2,15,9,PoNY,2,12,Osaka Spirits,24,/teams/events/match_report/?EventGameId=1XXfz%2fd84ocqqFDnYXz6FWmbCgpAY1o2PAa6Q423Hno%3d
0,15,2,15,13,2,Ring of Fire,15,9,PoNY,4,/teams/events/match_report/?EventGameId=UU2d3BH9kaaS58h6f%2f2HvKstICsl5tW4EVURM%2bhf6yQ%3d
1,13,0,13,15,9,PoNY,13,2,Ring of Fire,0,/teams/events/match_report/?EventGameId=UU2d3BH9kaaS58h6f%2f2HvKstICsl5tW4EVURM%2bhf6yQ%3d
0,9,4,9,15,8,Truck Stop,9,6,Doublewide,14,/teams/events/match_report/?EventGameId=ozXqQtnrMUtcaNbiAFWZGtHE3YDoncc2xX17qEW9mzw%3d
1,10,4,12,9,6,Doublewide,15,8,Truck Stop,5,/teams/events/match_report/?EventGameId=ozXqQtnrMUtcaNbiAFWZGtHE3YDoncc2xX17qEW9mzw%3d
0,14,3,15,5,12,Osaka Spirits,15,1,Revolver,13,/teams/events/match_report/?EventGameId=yp51o6a66iyXPk4Z1LGeQxVAuETOh50OJUKRqhCoCpk%3d
1,5,6,5,15,1,Revolver,5,12,Osaka Spirits,21,/teams/events/match_report/?EventGameId=yp51o6a66iyXPk4Z1LGeQxVAuETOh50OJUKRqhCoCpk%3d
0,0,0,0,14,9,PoNY,8,7,Sub Zero,0,/teams/events/match_report/?EventGameId=CmcvTtFH4EK%2fggBRS%2bc95uDUuSMDlSvzD06wsSm3%2bH8%3d
1,0,0,0,8,7,Sub Zero,14,9,PoNY,0,/teams/events/match_report/?EventGameId=CmcvTtFH4EK%2fggBRS%2bc95uDUuSMDlSvzD06wsSm3%2bH8%3d
0,15,7,13,4,10,Loquitos,15,7,Sub Zero,8,/teams/events/match_report/?EventGameId=nkm9EVzD5sUoNalePN9G5jUWMzT4CjZGjUZGYIBTJ%2fA%3d
1,4,3,4,15,7,Sub Zero,4,10,Loquitos,20,/teams/events/match_report/?EventGameId=nkm9EVzD5sUoNalePN9G5jUWMzT4CjZGjUZGYIBTJ%2fA%3d
0,9,5,9,14,9,PoNY,9,3,Bunka Shutter Buzz Bullets,17,/teams/events/match_report/?EventGameId=skcUUjWVr4B9JgpAZwihb4BrmJmvIpp5mch9KEf0DRs%3d
1,13,14,14,9,3,Bunka Shutter Buzz Bullets,14,9,PoNY,17,/teams/events/match_report/?EventGameId=skcUUjWVr4B9JgpAZwihb4BrmJmvIpp5mch9KEf0DRs%3d
0,15,4,15,10,3,Bunka Shutter Buzz Bullets,15,1,Revolver,7,/teams/events/match_report/?EventGameId=NZJI3nPRFShwXW4W1gmpcexXwsR08vmKPdoTSREQxaE%3d
1,10,1,10,15,1,Revolver,10,3,Bunka Shutter Buzz Bullets,9,/teams/events/match_report/?EventGameId=NZJI3nPRFShwXW4W1gmpcexXwsR08vmKPdoTSREQxaE%3d
0,10,3,10,15,5,Chicago Machine,10,4,Johnny Bravo,13,/teams/events/match_report/?EventGameId=JMiRtVTDsbhuxw5toSUOrq%2fvwDyRX1MLv2hswiOzL3w%3d
1,15,4,15,10,4,Johnny Bravo,15,5,Chicago Machine,8,/teams/events/match_report/?EventGameId=JMiRtVTDsbhuxw5toSUOrq%2fvwDyRX1MLv2hswiOzL3w%3d
0,15,6,15,9,9,PoNY,15,1,Revolver,7,/teams/events/match_report/?EventGameId=Ox4A5GEmc4RBfCt77Rp87KFtOEPMOj7mX91%2bXnaJGrk%3d
1,9,3,9,15,1,Revolver,9,9,PoNY,13,/teams/events/match_report/?EventGameId=Ox4A5GEmc4RBfCt77Rp87KFtOEPMOj7mX91%2bXnaJGrk%3d
0,15,7,15,7,10,Loquitos,15,4,Johnny Bravo,13,/teams/events/match_report/?EventGameId=kPavVgWvAUa7EQQ5wOT8XXkp%2fZvdys8N4tbEWo4AtP4%3d
1,5,8,5,15,4,Johnny Bravo,7,10,Loquitos,20,/teams/events/match_report/?EventGameId=kPavVgWvAUa7EQQ5wOT8XXkp%2fZvdys8N4tbEWo4AtP4%3d
0,11,9,13,4,11,Fire of London,15,7,Sub Zero,14,/teams/events/match_report/?EventGameId=i9FsGV%2b3EA2xr9%2bXt37%2fYraG6idsPiKIakvFIC0xd84%3d
1,3,4,4,15,7,Sub Zero,4,11,Fire of London,24,/teams/events/match_report/?EventGameId=i9FsGV%2b3EA2xr9%2bXt37%2fYraG6idsPiKIakvFIC0xd84%3d
0,15,8,15,10,6,Doublewide,15,1,Revolver,8,/teams/events/match_report/?EventGameId=o16c9pJggQnKB6ED7zYdw9%2fbAQTABWRWarrhJY4CBnc%3d
1,8,1,10,15,1,Revolver,10,6,Doublewide,11,/teams/events/match_report/?EventGameId=o16c9pJggQnKB6ED7zYdw9%2fbAQTABWRWarrhJY4CBnc%3d
0,14,4,14,4,11,Fire of London,15,6,Doublewide,10,/teams/events/match_report/?EventGameId=%2f4XjoHhNkp5WUq59Gg5tpK3dCP%2fcouMPFBH0FarpN4M%3d
1,4,2,3,15,6,Doublewide,4,11,Fire of London,20,/teams/events/match_report/?EventGameId=%2f4XjoHhNkp5WUq59Gg5tpK3dCP%2fcouMPFBH0FarpN4M%3d
0,15,3,15,14,8,Truck Stop,15,3,Bunka Shutter Buzz Bullets,11,/teams/events/match_report/?EventGameId=LIWfanacB2TuseXvQRbNq%2bbHXKb3vuXZ6U81Reb0NL4%3d
1,10,5,14,15,3,Bunka Shutter Buzz Bullets,14,8,Truck Stop,13,/teams/events/match_report/?EventGameId=LIWfanacB2TuseXvQRbNq%2bbHXKb3vuXZ6U81Reb0NL4%3d
0,8,8,9,15,7,Sub Zero,9,5,Chicago Machine,29,/teams/events/match_report/?EventGameId=GtPAo3d2T0UkYvFS5Mj1z5hEHtk9J3PpS05PR9dTF7Q%3d
1,14,11,11,9,5,Chicago Machine,15,7,Sub Zero,19,/teams/events/match_report/?EventGameId=GtPAo3d2T0UkYvFS5Mj1z5hEHtk9J3PpS05PR9dTF7Q%3d
0,13,2,15,11,6,Doublewide,15,3,Bunka Shutter Buzz Bullets,7,/teams/events/match_report/?EventGameId=2KcniF00FzuBpSLKP4FLEt6b3%2f8NOlR1kj6jAoH9VZg%3d
1,10,3,11,15,3,Bunka Shutter Buzz Bullets,11,6,Doublewide,12,/teams/events/match_report/?EventGameId=2KcniF00FzuBpSLKP4FLEt6b3%2f8NOlR1kj6jAoH9VZg%3d
0,13,6,9,11,5,Chicago Machine,14,8,Truck Stop,11,/teams/events/match_report/?EventGameId=muF6CdKI8o5g2hjQgqeugfuqVEadXTEaaaUPlSx30m8%3d
1,11,2,11,14,8,Truck Stop,11,5,Chicago Machine,18,/teams/events/match_report/?EventGameId=muF6CdKI8o5g2hjQgqeugfuqVEadXTEaaaUPlSx30m8%3d
0,12,9,12,14,12,Osaka Spirits,12,11,Fire of London,20,/teams/events/match_report/?EventGameId=dIiJRy7qAO7YxBic6sQIFxpfED4j6NTEBFDGrOWRGVc%3d
1,14,8,14,12,11,Fire of London,14,12,Osaka Spirits,17,/teams/events/match_report/?EventGameId=dIiJRy7qAO7YxBic6sQIFxpfED4j6NTEBFDGrOWRGVc%3d
0,15,2,15,12,9,PoNY,15,6,Doublewide,6,/teams/events/match_report/?EventGameId=R8qty%2fWwTQeCc%2bkDGvI1E5fl2jdGcW1WUxzJeP9s4Uc%3d
1,12,1,12,15,6,Doublewide,12,9,PoNY,9,/teams/events/match_report/?EventGameId=R8qty%2fWwTQeCc%2bkDGvI1E5fl2jdGcW1WUxzJeP9s4Uc%3d
0,15,3,16,17,7,Sub Zero,16,1,Revolver,9,/teams/events/match_report/?EventGameId=8i0PpQVP9CvsnCugxDSbKr%2fLvJ7FBzWuArbvWYCP%2fbk%3d
1,17,3,17,16,1,Revolver,17,7,Sub Zero,6,/teams/events/match_report/?EventGameId=8i0PpQVP9CvsnCugxDSbKr%2fLvJ7FBzWuArbvWYCP%2fbk%3d
0,15,4,15,9,8,Truck Stop,15,1,Revolver,13,/teams/events/match_report/?EventGameId=d%2b7H4hinz3Lx%2fxuaZ6nQsMw%2bwKWNEnizRMF4lgkiMDM%3d
1,7,1,8,15,1,Revolver,9,8,Truck Stop,11,/teams/events/match_report/?EventGameId=d%2b7H4hinz3Lx%2fxuaZ6nQsMw%2bwKWNEnizRMF4lgkiMDM%3d
0,15,5,15,3,11,Fire of London,15,5,Chicago Machine,6,/teams/events/match_report/?EventGameId=c8m53Tl1B5XxpuDZ7yNhRGF3nbLIEmEY47v85sr88cw%3d
1,3,0,3,15,5,Chicago Machine,3,11,Fire of London,16,/teams/events/match_report/?EventGameId=c8m53Tl1B5XxpuDZ7yNhRGF3nbLIEmEY47v85sr88cw%3d
0,14,6,14,12,5,Chicago Machine,14,2,Ring of Fire,16,/teams/events/match_report/?EventGameId=rxgMbEig6oDwqS7ivSxZA%2b2tj1oNVXaZRbQdVDXmRwE%3d
1,12,7,12,14,2,Ring of Fire,12,5,Chicago Machine,18,/teams/events/match_report/?EventGameId=rxgMbEig6oDwqS7ivSxZA%2b2tj1oNVXaZRbQdVDXmRwE%3d
0,13,5,11,5,12,Osaka Spirits,15,8,Truck Stop,2,/teams/events/match_report/?EventGameId=eQuZ%2brOGVZjt1jRNvbPJlXLKe%2fukSWbLjZhZyTzNU%2bc%3d
1,5,1,5,15,8,Truck Stop,5,12,Osaka Spirits,12,/teams/events/match_report/?EventGameId=eQuZ%2brOGVZjt1jRNvbPJlXLKe%2fukSWbLjZhZyTzNU%2bc%3d
0,13,2,14,10,4,Johnny Bravo,14,2,Ring of Fire,13,/teams/events/match_report/?EventGameId=hPXZA7HCjA9vllKWF9Khxullk%2bYu3WSg3SMhlNa8sMM%3d
1,10,4,10,14,2,Ring of Fire,10,4,Johnny Bravo,16,/teams/events/match_report/?EventGameId=hPXZA7HCjA9vllKWF9Khxullk%2bYu3WSg3SMhlNa8sMM%3d
0,10,5,8,14,9,PoNY,12,8,Truck Stop,10,/teams/events/match_report/?EventGameId=HqDMZAH9z3qCuJp5J00A1369OkV0jFsRL2MqRhhNQ94%3d
1,14,5,14,12,8,Truck Stop,14,9,PoNY,11,/teams/events/match_report/?EventGameId=HqDMZAH9z3qCuJp5J00A1369OkV0jFsRL2MqRhhNQ94%3d
0,15,5,15,12,10,Loquitos,15,2,Ring of Fire,15,/teams/events/match_report/?EventGameId=pnkemwRdt88l3U3ZYSbD26IWRlxqy213Di5BcF5aaZU%3d
1,12,7,12,15,2,Ring of Fire,12,10,Loquitos,13,/teams/events/match_report/?EventGameId=pnkemwRdt88l3U3ZYSbD26IWRlxqy213Di5BcF5aaZU%3d
0,12,6,12,9,7,Sub Zero,12,2,Ring of Fire,18,/teams/events/match_report/?EventGameId=3Gs4PRKseOa0YCNdUwBLp%2by%2fWicWmQyW8BXqocr9GDc%3d
1,9,5,9,12,2,Ring of Fire,9,7,Sub Zero,21,/teams/events/match_report/?EventGameId=3Gs4PRKseOa0YCNdUwBLp%2by%2fWicWmQyW8BXqocr9GDc%3d
