,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,0,Robbie Brennan,ROBBIE BRENNAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
1,1,William Vu,WILLIAM VU,0,0,1,1,3,1,1,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
2,5,Ty Barbieri,TY BARBIERI,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
3,6,Andre Gailits,ANDRE GAILITS,2,2,1,1,0,1,1,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
4,7,Charles Eyrich,CHARLES EYRICH,0,0,0,0,0,2,2,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
5,8,Morgan Hibbert,MORGAN HIBBERT,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
6,9,Brayden Gee,BRAYDEN GEE,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
7,11,Ari Nitikman,ARI NITIKMAN,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
8,12,Patrick Baylis,PATRICK BAYLIS,0,0,0,0,2,2,2,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
9,14,Cole Keffer,COLE KEFFER,1,1,0,0,0,2,2,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
10,16,Tim Tsang,TIM TSANG,1,1,2,2,1,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
11,17,Mathew Goodkey,MATHEW GOODKEY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
12,21,Andrew Dick,ANDREW DICK,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
13,23,Fred Lam,FRED LAM,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
14,24,Peter Yu,PETER YU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
15,27,Alexander Davis,ALEXANDER DAVIS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
16,44,Devon Thomson,DEVON THOMSON,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
17,45,Malcolm Bryson,MALCOLM BRYSON,1,1,0,0,2,2,2,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
18,50,Jonah Lee-Ash,JONAH LEE-ASH,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
19,68,David Neilson,DAVID NEILSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
20,77,Hugh Knapp,HUGH KNAPP,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
21,86,Samson Hoy,SAMSON HOY,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
22,89,Kevin Underhill,KEVIN UNDERHILL,1,1,3,3,0,1,1,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
23,98,Brendan Wong,BRENDAN WONG,1,1,3,3,0,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Furious George,13,11,Johnny Bravo,14,15
0,0,Mark Rauls,MARK RAULS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Johnny Bravo,14,15,Furious George,13,11
1,1,Jack Hinchsliff,JACK HINCHSLIFF,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Johnny Bravo,14,15,Furious George,13,11
2,3,David Miller,DAVID MILLER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Johnny Bravo,14,15,Furious George,13,11
3,5,Elliott Erickson,ELLIOTT ERICKSON,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Johnny Bravo,14,15,Furious George,13,11
4,6,Matt Jackson,MATT JACKSON,1,1,0,0,1,1,1,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Johnny Bravo,14,15,Furious George,13,11
5,7,Jonathan Nethercutt,JONATHAN NETHERCUTT,0,0,1,1,1,2,2,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Johnny Bravo,14,15,Furious George,13,11
6,8,Mathieu Agee,MATHIEU AGEE,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Johnny Bravo,14,15,Furious George,13,11
7,10,Nicholas Purifico,NICHOLAS PURIFICO,1,1,0,0,1,0,0,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Johnny Bravo,14,15,Furious George,13,11
8,11,Joshua Crane,JOSHUA CRANE,3,3,2,2,0,1,1,/teams/events/match_report/?EventGameId=pRbQQ99TrS9bWZYMBOBTwlePZuZZ6o58OcvfRlOME68%3d,Johnny Bravo,14,15,Furious George,13,11
