,As,Ds,Gs,Opp Score,Opponent,Score,Team,Ts,url
29,12,6,14,8,Sockeye,14,Florida United,8,/teams/events/match_report/?EventGameId=a7f6O7tpINN4qMoF7Xz%2f1lzI6kGHRvsVcp2WriRv0o0%3d
30,15,3,15,10,Sub Zero,15,HIGH FIVE,10,/teams/events/match_report/?EventGameId=Me1e9Vd6MQQXH%2f%2fg2UaD%2fYgwzZ%2bIR4SbZILuBJ5zF3k%3d
31,10,5,10,15,HIGH FIVE,10,Sub Zero,15,/teams/events/match_report/?EventGameId=Me1e9Vd6MQQXH%2f%2fg2UaD%2fYgwzZ%2bIR4SbZILuBJ5zF3k%3d
32,13,6,12,12,Chicago Machine,13,Sub Zero,21,/teams/events/match_report/?EventGameId=rmdK8gsLjiR8Zi2sK%2bK2msB6Wc8ZwCUooTriTVQusZo%3d
33,10,7,11,13,Sub Zero,12,Chicago Machine,19,/teams/events/match_report/?EventGameId=rmdK8gsLjiR8Zi2sK%2bK2msB6Wc8ZwCUooTriTVQusZo%3d
34,15,6,15,13,GOAT,14,Sockeye,11,/teams/events/match_report/?EventGameId=bCM1XVK%2f03PuFfIayqVJ8dlnJZrpi0K8bdRii6jbn8g%3d
35,12,5,11,14,Sockeye,13,GOAT,14,/teams/events/match_report/?EventGameId=bCM1XVK%2f03PuFfIayqVJ8dlnJZrpi0K8bdRii6jbn8g%3d
36,15,4,15,10,Doublewide,15,Revolver,10,/teams/events/match_report/?EventGameId=ScjvdchOYHZtG%2bb4ajILMuqw3hET5WV01mr0bBK4Hgk%3d
37,10,5,10,15,Revolver,10,Doublewide,16,/teams/events/match_report/?EventGameId=ScjvdchOYHZtG%2bb4ajILMuqw3hET5WV01mr0bBK4Hgk%3d
38,14,6,14,9,GOAT,15,Ironside,5,/teams/events/match_report/?EventGameId=liPf%2fxuPJf2bWAcVjJCX8wzgRXqP5bkFBTX8zErMo3Q%3d
39,9,7,9,15,Ironside,9,GOAT,7,/teams/events/match_report/?EventGameId=liPf%2fxuPJf2bWAcVjJCX8wzgRXqP5bkFBTX8zErMo3Q%3d
40,9,5,9,15,Doublewide,9,Johnny Bravo,20,/teams/events/match_report/?EventGameId=VGpTgitgQQfyOz8MBROC%2fwlzKi%2f7%2beFZpYcxtH3f384%3d
41,15,8,15,9,Johnny Bravo,15,Doublewide,16,/teams/events/match_report/?EventGameId=VGpTgitgQQfyOz8MBROC%2fwlzKi%2f7%2beFZpYcxtH3f384%3d
42,14,3,14,11,Patrol,14,SoCal Condors,8,/teams/events/match_report/?EventGameId=3WWg77Ye0vOsr4m7Nf27w1qy4agZc9jJMGurP%2fowzvk%3d
43,8,3,7,14,SoCal Condors,11,Patrol,9,/teams/events/match_report/?EventGameId=3WWg77Ye0vOsr4m7Nf27w1qy4agZc9jJMGurP%2fowzvk%3d
44,12,9,12,9,Patrol,12,GOAT,21,/teams/events/match_report/?EventGameId=czfgOkehrkjVijb%2b1%2f5E1UxWHif2q%2ban2eKtznA9UB0%3d
45,9,5,9,12,GOAT,9,Patrol,24,/teams/events/match_report/?EventGameId=czfgOkehrkjVijb%2b1%2f5E1UxWHif2q%2ban2eKtznA9UB0%3d
46,14,6,14,11,Johnny Bravo,14,Truck Stop,6,/teams/events/match_report/?EventGameId=eMhFJIeh%2bGxn6T7Vbwo8DJod0M0YVoHVatQ0rMAq6lE%3d
47,11,6,10,14,Truck Stop,11,Johnny Bravo,7,/teams/events/match_report/?EventGameId=eMhFJIeh%2bGxn6T7Vbwo8DJod0M0YVoHVatQ0rMAq6lE%3d
48,15,0,15,9,Johnny Bravo,15,PoNY,0,/teams/events/match_report/?EventGameId=PXqXE0IbNvn0W5zyRHE7BwC66MkJEM5gZehTPie4wPs%3d
49,9,0,9,15,PoNY,9,Johnny Bravo,0,/teams/events/match_report/?EventGameId=PXqXE0IbNvn0W5zyRHE7BwC66MkJEM5gZehTPie4wPs%3d
50,15,5,15,8,Sub Zero,15,Revolver,4,/teams/events/match_report/?EventGameId=UyNV1vfrs3hGEuF17P28EG1vGv2EaFBZQkKCaNTOdTM%3d
51,8,1,6,15,Revolver,8,Sub Zero,6,/teams/events/match_report/?EventGameId=UyNV1vfrs3hGEuF17P28EG1vGv2EaFBZQkKCaNTOdTM%3d
52,13,7,13,14,HIGH FIVE,13,GOAT,15,/teams/events/match_report/?EventGameId=2oc7jc9O8pw35uFAHC15HZFWI6O4aFt6nymDFYPbMOE%3d
53,14,7,14,13,GOAT,14,HIGH FIVE,14,/teams/events/match_report/?EventGameId=2oc7jc9O8pw35uFAHC15HZFWI6O4aFt6nymDFYPbMOE%3d
54,6,4,6,15,Dig,6,Florida United,21,/teams/events/match_report/?EventGameId=1jGZlLodVjbMlhRzYfJykKugHwuIdPLqDA2kKFlwNtg%3d
55,15,8,15,6,Florida United,15,Dig,13,/teams/events/match_report/?EventGameId=1jGZlLodVjbMlhRzYfJykKugHwuIdPLqDA2kKFlwNtg%3d
56,15,7,15,12,HIGH FIVE,15,Revolver,13,/teams/events/match_report/?EventGameId=UXl%2bSKl7Krw8Bc5wFbXyKYVd4nXS9%2bTR%2fpef5SK%2bci0%3d
57,11,4,12,15,Revolver,12,HIGH FIVE,12,/teams/events/match_report/?EventGameId=UXl%2bSKl7Krw8Bc5wFbXyKYVd4nXS9%2bTR%2fpef5SK%2bci0%3d
58,13,11,14,7,Patrol,14,Ring of Fire,15,/teams/events/match_report/?EventGameId=U7bR76nppmcg4An3vBwNr6c4KA6yMN5yXjVnyDJnrfc%3d
59,7,9,7,14,Ring of Fire,7,Patrol,17,/teams/events/match_report/?EventGameId=U7bR76nppmcg4An3vBwNr6c4KA6yMN5yXjVnyDJnrfc%3d
60,8,7,8,13,Doublewide,8,Truck Stop,21,/teams/events/match_report/?EventGameId=BI21%2f2iQ635G5BY8IvNJBKP%2bALP4Ost2o8PVVihXB5I%3d
61,13,13,13,8,Truck Stop,13,Doublewide,18,/teams/events/match_report/?EventGameId=BI21%2f2iQ635G5BY8IvNJBKP%2bALP4Ost2o8PVVihXB5I%3d
62,14,6,14,13,Dig,14,Johnny Bravo,19,/teams/events/match_report/?EventGameId=510RjnL7nk9X02eHr32%2fg3fEmno4LuHtSgADw7wBMqg%3d
63,13,5,13,14,Johnny Bravo,13,Dig,19,/teams/events/match_report/?EventGameId=510RjnL7nk9X02eHr32%2fg3fEmno4LuHtSgADw7wBMqg%3d
64,13,0,13,14,Dig,12,Truck Stop,0,/teams/events/match_report/?EventGameId=IFxqlEQsp0pbNpDxbf01hKrtHIrpvWe5nvGc39ytmms%3d
65,13,4,13,12,Truck Stop,14,Dig,0,/teams/events/match_report/?EventGameId=IFxqlEQsp0pbNpDxbf01hKrtHIrpvWe5nvGc39ytmms%3d
66,11,6,11,13,Ironside,11,Ring of Fire,14,/teams/events/match_report/?EventGameId=0CB5yvOHFxr4H20ZXM8Lj1PlB1OS15Pa%2buN4h49VyKE%3d
67,13,3,13,11,Ring of Fire,13,Ironside,13,/teams/events/match_report/?EventGameId=0CB5yvOHFxr4H20ZXM8Lj1PlB1OS15Pa%2buN4h49VyKE%3d
68,14,8,14,11,SoCal Condors,14,Johnny Bravo,13,/teams/events/match_report/?EventGameId=o7GRa6ZIdY2DvC8uqZQ%2fgrkfyubMBEo%2fpl6Ui%2bbbi%2bs%3d
69,11,3,11,14,Johnny Bravo,11,SoCal Condors,14,/teams/events/match_report/?EventGameId=o7GRa6ZIdY2DvC8uqZQ%2fgrkfyubMBEo%2fpl6Ui%2bbbi%2bs%3d
70,13,13,14,10,HIGH FIVE,14,Truck Stop,16,/teams/events/match_report/?EventGameId=dPlzcEn%2fP7an1wQNy%2biN%2ff6UvPPc8Ab0Q2dxDjGcDlU%3d
71,10,11,10,14,Truck Stop,10,HIGH FIVE,19,/teams/events/match_report/?EventGameId=dPlzcEn%2fP7an1wQNy%2biN%2ff6UvPPc8Ab0Q2dxDjGcDlU%3d
72,8,4,11,14,PoNY,11,Chicago Machine,18,/teams/events/match_report/?EventGameId=%2bWTiCJ4dFrKYauQatEa%2fzOqla2yI%2bCrkUcAXWNPUK%2bc%3d
73,14,9,13,11,Chicago Machine,14,PoNY,19,/teams/events/match_report/?EventGameId=%2bWTiCJ4dFrKYauQatEa%2fzOqla2yI%2bCrkUcAXWNPUK%2bc%3d
74,15,13,15,4,PoNY,15,Revolver,9,/teams/events/match_report/?EventGameId=G%2bRXhrT8UDd5%2bHYY13A5gslQEjtZFssnK%2bClRQo5nFI%3d
75,4,2,4,15,Revolver,4,PoNY,20,/teams/events/match_report/?EventGameId=G%2bRXhrT8UDd5%2bHYY13A5gslQEjtZFssnK%2bClRQo5nFI%3d
76,13,2,13,12,Sockeye,13,Johnny Bravo,3,/teams/events/match_report/?EventGameId=Xtj1t%2fdFQGdeNefXiuck8tC1ykc5b4KmpiZo3fHIaPY%3d
77,12,2,12,13,Johnny Bravo,12,Sockeye,5,/teams/events/match_report/?EventGameId=Xtj1t%2fdFQGdeNefXiuck8tC1ykc5b4KmpiZo3fHIaPY%3d
78,14,12,14,12,SoCal Condors,14,Truck Stop,18,/teams/events/match_report/?EventGameId=8iiuV7GzsCdmSa1tLJS1thxR1AqKTUXYGX9ZPVglSF0%3d
79,12,6,12,14,Truck Stop,12,SoCal Condors,19,/teams/events/match_report/?EventGameId=8iiuV7GzsCdmSa1tLJS1thxR1AqKTUXYGX9ZPVglSF0%3d
80,0,0,0,0,Chicago Machine,0,Sockeye,0,/teams/events/match_report/?EventGameId=TVrylMBLRKSb8HM0U%2fXwdiREPhl3kGRut%2fEufdWtj9k%3d
81,0,0,0,0,Sockeye,0,Chicago Machine,0,/teams/events/match_report/?EventGameId=TVrylMBLRKSb8HM0U%2fXwdiREPhl3kGRut%2fEufdWtj9k%3d
82,11,3,10,14,Florida United,11,Chicago Machine,8,/teams/events/match_report/?EventGameId=H5YygWzI1sLO54yxf0xk%2fqEUdztwHCxT9pzDXjdzLTs%3d
83,14,8,13,11,Chicago Machine,14,Florida United,7,/teams/events/match_report/?EventGameId=H5YygWzI1sLO54yxf0xk%2fqEUdztwHCxT9pzDXjdzLTs%3d
84,15,7,15,7,Doublewide,15,Revolver,12,/teams/events/match_report/?EventGameId=NH4yZTO0O7pLfavfLtwqKDiwawtCSezPfvIMO%2fmf3NU%3d
85,7,7,7,15,Revolver,7,Doublewide,18,/teams/events/match_report/?EventGameId=NH4yZTO0O7pLfavfLtwqKDiwawtCSezPfvIMO%2fmf3NU%3d
86,11,3,12,14,Sub Zero,12,HIGH FIVE,4,/teams/events/match_report/?EventGameId=g3Des5DKu%2f6%2fjx4jwivCXE%2fc1TVWvd81%2fMHOj9e3G60%3d
87,13,4,12,12,HIGH FIVE,14,Sub Zero,5,/teams/events/match_report/?EventGameId=g3Des5DKu%2f6%2fjx4jwivCXE%2fc1TVWvd81%2fMHOj9e3G60%3d
88,14,5,14,12,PoNY,14,Florida United,12,/teams/events/match_report/?EventGameId=Ag9xkP5BLbZcGF%2bYwa2tOZRGrijUJwh2yNdKsmKm128%3d
89,10,9,12,14,Florida United,12,PoNY,10,/teams/events/match_report/?EventGameId=Ag9xkP5BLbZcGF%2bYwa2tOZRGrijUJwh2yNdKsmKm128%3d
90,14,6,14,12,Dig,15,Ironside,11,/teams/events/match_report/?EventGameId=pWgUSBXLzvCu%2fzLV45kxzNpUamzwa2TxsvQZNG0lfGY%3d
91,12,6,12,15,Ironside,12,Dig,11,/teams/events/match_report/?EventGameId=pWgUSBXLzvCu%2fzLV45kxzNpUamzwa2TxsvQZNG0lfGY%3d
92,15,7,15,8,Sub Zero,15,Doublewide,10,/teams/events/match_report/?EventGameId=tglDXncc72pGQCzwJcHKmukFNRr7muhuI9C%2fIgzY7wQ%3d
93,8,3,8,15,Doublewide,8,Sub Zero,14,/teams/events/match_report/?EventGameId=tglDXncc72pGQCzwJcHKmukFNRr7muhuI9C%2fIgzY7wQ%3d
94,12,9,12,10,SoCal Condors,12,Dig,19,/teams/events/match_report/?EventGameId=Ny5IzYnzhJKU3A5KP3YssF1lFcwQ5uaxT98DuFOmtDc%3d
95,10,6,9,12,Dig,10,SoCal Condors,17,/teams/events/match_report/?EventGameId=Ny5IzYnzhJKU3A5KP3YssF1lFcwQ5uaxT98DuFOmtDc%3d
96,0,3,0,15,Chicago Machine,0,Patrol,19,/teams/events/match_report/?EventGameId=U%2f5aSRxdg4VQw2Yu%2fez65hv7G7ww5bokG6%2byX3nEBz4%3d
97,12,16,15,0,Patrol,15,Chicago Machine,5,/teams/events/match_report/?EventGameId=U%2f5aSRxdg4VQw2Yu%2fez65hv7G7ww5bokG6%2byX3nEBz4%3d
98,6,1,6,15,GOAT,8,SoCal Condors,10,/teams/events/match_report/?EventGameId=E5RmLYq%2bd71SNcY9%2fWGPUfT3FpZxG6GU3xhKSCom%2bLE%3d
99,10,3,10,8,SoCal Condors,15,GOAT,6,/teams/events/match_report/?EventGameId=E5RmLYq%2bd71SNcY9%2fWGPUfT3FpZxG6GU3xhKSCom%2bLE%3d
100,14,4,14,11,Truck Stop,14,Ring of Fire,10,/teams/events/match_report/?EventGameId=vA5SX7bUI7Qpvs4PPrKYqNeBrEbfUjY8chvzriwOXa8%3d
101,11,5,8,14,Ring of Fire,11,Truck Stop,14,/teams/events/match_report/?EventGameId=vA5SX7bUI7Qpvs4PPrKYqNeBrEbfUjY8chvzriwOXa8%3d
102,12,11,13,10,Ring of Fire,13,Revolver,20,/teams/events/match_report/?EventGameId=UF1sbxGOv%2bovFq2%2fyRC8nsrKZVjIongkeIa4GNmKcRw%3d
103,10,9,10,13,Revolver,10,Ring of Fire,25,/teams/events/match_report/?EventGameId=UF1sbxGOv%2bovFq2%2fyRC8nsrKZVjIongkeIa4GNmKcRw%3d
104,10,3,10,14,Truck Stop,10,Ironside,12,/teams/events/match_report/?EventGameId=EufHb%2bHLuc93kmemzZqscANSnpHZLha39xyuTxBa%2bQg%3d
105,13,6,14,10,Ironside,14,Truck Stop,9,/teams/events/match_report/?EventGameId=EufHb%2bHLuc93kmemzZqscANSnpHZLha39xyuTxBa%2bQg%3d
106,11,2,11,12,PoNY,11,Sockeye,13,/teams/events/match_report/?EventGameId=gAtQqiwHK9tDAed4xK8vk5DxGNR4asZEtFfW9SeQzt4%3d
107,11,5,12,11,Sockeye,12,PoNY,13,/teams/events/match_report/?EventGameId=gAtQqiwHK9tDAed4xK8vk5DxGNR4asZEtFfW9SeQzt4%3d
108,13,9,13,12,GOAT,13,PoNY,15,/teams/events/match_report/?EventGameId=vs7ruCLPGpCS88Mwwp8N4893YiTgTqMHttTcvJaDCAQ%3d
109,12,9,12,13,PoNY,12,GOAT,16,/teams/events/match_report/?EventGameId=vs7ruCLPGpCS88Mwwp8N4893YiTgTqMHttTcvJaDCAQ%3d
