,No.,Name,Position,Year,Height,Goals,Assists,Ds,Turns,url,Team,Seed,UpperName
0,1,Simon Higgins,Deep,,,6,4,3,2,/events/teams/?EventTeamId=%2bZCgn%2fTEQLdoP%2b84806m3d9BSOwjgnDprGQoNRm1h10%3d,Revolver,1,SIMON HIGGINS
1,2,Kevin Cocks,Defense (Cutter),,,0,2,2,2,/events/teams/?EventTeamId=%2bZCgn%2fTEQLdoP%2b84806m3d9BSOwjgnDprGQoNRm1h10%3d,Revolver,1,KEVIN COCKS
2,3,George Stubbs,Defense (Cutter/Handler),,,9,9,0,4,/events/teams/?EventTeamId=%2bZCgn%2fTEQLdoP%2b84806m3d9BSOwjgnDprGQoNRm1h10%3d,Revolver,1,GEORGE STUBBS
3,4,Joel Schlachet,Handler,,,11,4,1,2,/events/teams/?EventTeamId=%2bZCgn%2fTEQLdoP%2b84806m3d9BSOwjgnDprGQoNRm1h10%3d,Revolver,1,JOEL SCHLACHET
4,7,Russell Wynne,Defense (Cutter),,,1,6,1,1,/events/teams/?EventTeamId=%2bZCgn%2fTEQLdoP%2b84806m3d9BSOwjgnDprGQoNRm1h10%3d,Revolver,1,RUSSELL WYNNE
5,8,Patrick Baylis,Defense (Handler),,,0,0,2,1,/events/teams/?EventTeamId=%2bZCgn%2fTEQLdoP%2b84806m3d9BSOwjgnDprGQoNRm1h10%3d,Revolver,1,PATRICK BAYLIS
6,9,Cassidy Rasmussen,Mid,,,1,6,2,3,/events/teams/?EventTeamId=%2bZCgn%2fTEQLdoP%2b84806m3d9BSOwjgnDprGQoNRm1h10%3d,Revolver,1,CASSIDY RASMUSSEN
7,11,Zachary Travis,Defense (Cutter),,,1,0,2,0,/events/teams/?EventTeamId=%2bZCgn%2fTEQLdoP%2b84806m3d9BSOwjgnDprGQoNRm1h10%3d,Revolver,1,ZACHARY TRAVIS
8,12,Sam Kanner,Defense (Cutter),,,3,1,1,3,/events/teams/?EventTeamId=%2bZCgn%2fTEQLdoP%2b84806m3d9BSOwjgnDprGQoNRm1h10%3d,Revolver,1,SAM KANNER
9,14,Kenneth Justin Lim,Handler,,"5'10""",4,1,0,2,/events/teams/?EventTeamId=%2bZCgn%2fTEQLdoP%2b84806m3d9BSOwjgnDprGQoNRm1h10%3d,Revolver,1,KENNETH JUSTIN LIM
