,home_score,away_score,url,home_team,away_team,home_seed,away_seed,home_final_score,away_final_score
0,0,0,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
1,0,1,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
2,1,1,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
3,2,1,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
4,3,1,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
5,3,2,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
6,4,2,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
7,4,3,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
8,5,3,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
9,5,4,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
10,6,4,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
11,6,5,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
12,7,5,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
13,7,6,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
14,7,7,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
15,8,7,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
16,8,8,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
17,9,8,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
18,9,9,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
19,10,9,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
20,10,10,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
21,11,10,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
22,11,11,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
23,11,12,/teams/events/match_report/?EventGameId=W%2b2Un5%2buWyYOX9TbHETQWuT5W9O7nGH%2bfD63POvnH78%3d,North Carolina,Pittsburgh,3,10,11,13
