,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,0,Emma Price,EMMA PRICE,0,0,1,1,0,3,3,/teams/events/match_report/?EventGameId=vggkK7b%2fHC9IrMo2hef6LMkXIDfjtWAaD7R4OIHp%2fZU%3d,Scandal,5,14,Nemesis,9,9
1,1,Lindsay Soo,LINDSAY SOO,0,0,1,1,2,1,1,/teams/events/match_report/?EventGameId=vggkK7b%2fHC9IrMo2hef6LMkXIDfjtWAaD7R4OIHp%2fZU%3d,Scandal,5,14,Nemesis,9,9
2,2,Laurel Oldershaw,LAUREL OLDERSHAW,0,0,0,0,1,1,1,/teams/events/match_report/?EventGameId=vggkK7b%2fHC9IrMo2hef6LMkXIDfjtWAaD7R4OIHp%2fZU%3d,Scandal,5,14,Nemesis,9,9
3,3,Edith Teng,EDITH TENG,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=vggkK7b%2fHC9IrMo2hef6LMkXIDfjtWAaD7R4OIHp%2fZU%3d,Scandal,5,14,Nemesis,9,9
4,4,Sarah Itoh,SARAH ITOH,0,0,1,1,1,1,1,/teams/events/match_report/?EventGameId=vggkK7b%2fHC9IrMo2hef6LMkXIDfjtWAaD7R4OIHp%2fZU%3d,Scandal,5,14,Nemesis,9,9
5,6,Lisa Kowalski,LISA KOWALSKI,1,1,0,0,0,2,2,/teams/events/match_report/?EventGameId=vggkK7b%2fHC9IrMo2hef6LMkXIDfjtWAaD7R4OIHp%2fZU%3d,Scandal,5,14,Nemesis,9,9
6,7,Danielle Byers,DANIELLE BYERS,0,0,2,2,0,1,1,/teams/events/match_report/?EventGameId=vggkK7b%2fHC9IrMo2hef6LMkXIDfjtWAaD7R4OIHp%2fZU%3d,Scandal,5,14,Nemesis,9,9
7,8,Kristin Franke,KRISTIN FRANKE,0,0,0,0,1,1,1,/teams/events/match_report/?EventGameId=vggkK7b%2fHC9IrMo2hef6LMkXIDfjtWAaD7R4OIHp%2fZU%3d,Scandal,5,14,Nemesis,9,9
8,9,Jessica O'Connor,JESSICA O'CONNOR,0,0,0,0,2,2,2,/teams/events/match_report/?EventGameId=vggkK7b%2fHC9IrMo2hef6LMkXIDfjtWAaD7R4OIHp%2fZU%3d,Scandal,5,14,Nemesis,9,9
9,11,Nada Tramonte,NADA TRAMONTE,0,0,1,1,1,0,0,/teams/events/match_report/?EventGameId=vggkK7b%2fHC9IrMo2hef6LMkXIDfjtWAaD7R4OIHp%2fZU%3d,Scandal,5,14,Nemesis,9,9
