,As,Ds,Gs,Opp Score,Opp Seed,Opponent,Score,Seed,Team,Ts,url
0,13,3,13,12,5,Snake Country,13,3,Seattle Mixtape,9,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d
1,12,6,12,13,3,Seattle Mixtape,12,5,Snake Country,11,/teams/events/match_report/?EventGameId=WVufE2K946Z5ujP5Si6T6Wc9NWnrN8tBZlYH0hjoTXU%3d
0,12,8,12,14,15,Jughandle,12,11,Polar Bears,19,/teams/events/match_report/?EventGameId=7Fs2YW%2fo2Dw4FL9F2HW269OY9w1wqlOnsZf0pbDgOsA%3d
1,14,7,14,12,11,Polar Bears,14,15,Jughandle,20,/teams/events/match_report/?EventGameId=7Fs2YW%2fo2Dw4FL9F2HW269OY9w1wqlOnsZf0pbDgOsA%3d
0,14,9,12,11,15,Jughandle,14,13,Toro,12,/teams/events/match_report/?EventGameId=WvDYL0FHOxyTcChITa%2bPq7NxMPihNA00rg5X8ZxiiCI%3d
1,9,6,10,14,13,Toro,11,15,Jughandle,14,/teams/events/match_report/?EventGameId=WvDYL0FHOxyTcChITa%2bPq7NxMPihNA00rg5X8ZxiiCI%3d
0,14,6,14,15,8,Blackbird,14,1,AMP,13,/teams/events/match_report/?EventGameId=uVIRImKWUurK7caY7dYt3jNlVWUSqWcpZMzj8LuU29M%3d
1,15,6,14,14,1,AMP,15,8,Blackbird,13,/teams/events/match_report/?EventGameId=uVIRImKWUurK7caY7dYt3jNlVWUSqWcpZMzj8LuU29M%3d
0,14,4,13,15,12,No Touching!,14,16,Columbus Cocktails,10,/teams/events/match_report/?EventGameId=QqUDXgN5gwruCpf9RduGnxLlA2jrhM1ZQ7nxAlrvqFw%3d
1,14,4,13,14,16,Columbus Cocktails,15,12,No Touching!,9,/teams/events/match_report/?EventGameId=QqUDXgN5gwruCpf9RduGnxLlA2jrhM1ZQ7nxAlrvqFw%3d
0,15,9,15,7,15,Jughandle,15,3,Seattle Mixtape,15,/teams/events/match_report/?EventGameId=AJ1cVRVP5kFrhxamSAytmd47kRGfDS1tHo5EORatE%2fU%3d
1,7,10,7,15,3,Seattle Mixtape,7,15,Jughandle,25,/teams/events/match_report/?EventGameId=AJ1cVRVP5kFrhxamSAytmd47kRGfDS1tHo5EORatE%2fU%3d
0,12,8,12,15,9,Slow White,12,11,Polar Bears,21,/teams/events/match_report/?EventGameId=aDRsDhAfS9U98kH3mHcx0AMUijMAb42Dv5ESK9%2fH9XM%3d
1,15,9,15,12,11,Polar Bears,15,9,Slow White,20,/teams/events/match_report/?EventGameId=aDRsDhAfS9U98kH3mHcx0AMUijMAb42Dv5ESK9%2fH9XM%3d
0,13,6,13,14,10,Mischief,13,6,Space Heater,19,/teams/events/match_report/?EventGameId=94pFskxxE1JRkSeecDU7HDIPPrZflASkCCoS3byRdU0%3d
1,14,11,14,13,6,Space Heater,14,10,Mischief,15,/teams/events/match_report/?EventGameId=94pFskxxE1JRkSeecDU7HDIPPrZflASkCCoS3byRdU0%3d
0,13,4,13,12,7,shame.,13,2,Drag'n Thrust,13,/teams/events/match_report/?EventGameId=to4XrhyCF0oKXZ%2fC1DkenZ5LcmeBW%2bK1765KR%2bhb0jY%3d
1,12,5,12,13,2,Drag'n Thrust,12,7,shame.,11,/teams/events/match_report/?EventGameId=to4XrhyCF0oKXZ%2fC1DkenZ5LcmeBW%2bK1765KR%2bhb0jY%3d
0,14,6,14,13,14,XIST,14,11,Polar Bears,12,/teams/events/match_report/?EventGameId=jjS2Bhh9Sl0NS47JXmdOuB1ZKSHmz3qPTvvKws2FHvY%3d
1,13,6,13,14,11,Polar Bears,13,14,XIST,13,/teams/events/match_report/?EventGameId=jjS2Bhh9Sl0NS47JXmdOuB1ZKSHmz3qPTvvKws2FHvY%3d
