,As,Ds,Gs,Opp Score,Opp Seed,Opponent,Score,Seed,Team,Ts,url
0,14,7,13,15,3,Drag'n Thrust,14,6,Seattle Mixtape,19,/teams/events/match_report/?EventGameId=bSHhGlR2ZUKubd6JBMyXgt19RySoS7O%2bwzBq1jbgIV4%3d
1,15,11,15,14,6,Seattle Mixtape,15,3,Drag'n Thrust,18,/teams/events/match_report/?EventGameId=bSHhGlR2ZUKubd6JBMyXgt19RySoS7O%2bwzBq1jbgIV4%3d
0,10,5,14,13,6,Seattle Mixtape,15,1,AMP,7,/teams/events/match_report/?EventGameId=%2bjMLVPejchTKTVmt%2bCz%2bSTZ1Gsswypjf2snfrgSgBU0%3d
1,13,4,13,15,1,AMP,13,6,Seattle Mixtape,9,/teams/events/match_report/?EventGameId=%2bjMLVPejchTKTVmt%2bCz%2bSTZ1Gsswypjf2snfrgSgBU0%3d
0,0,0,0,11,10,Metro North,13,4,Slow White,0,/teams/events/match_report/?EventGameId=YOTpyh0KY%2f4BfcYjrUXJtnUKK7pMawqvU2oXILXgCtk%3d
1,9,3,11,13,4,Slow White,11,10,Metro North,9,/teams/events/match_report/?EventGameId=YOTpyh0KY%2f4BfcYjrUXJtnUKK7pMawqvU2oXILXgCtk%3d
0,15,5,15,11,10,Metro North,15,3,Drag'n Thrust,6,/teams/events/match_report/?EventGameId=EHdodzBaPbVu1P6%2bKFKsvVNd84Pc5d4KRF7Wg%2bLiAyA%3d
1,9,3,11,15,3,Drag'n Thrust,11,10,Metro North,7,/teams/events/match_report/?EventGameId=EHdodzBaPbVu1P6%2bKFKsvVNd84Pc5d4KRF7Wg%2bLiAyA%3d
0,14,9,14,12,8,XIST,14,3,Drag'n Thrust,9,/teams/events/match_report/?EventGameId=Th3209LIIn0yq4GbkjWVg5RFd0ky%2f6q9xRNKRLPUH8k%3d
1,10,6,9,14,3,Drag'n Thrust,12,8,XIST,7,/teams/events/match_report/?EventGameId=Th3209LIIn0yq4GbkjWVg5RFd0ky%2f6q9xRNKRLPUH8k%3d
0,12,5,10,13,8,XIST,12,5,No Touching!,17,/teams/events/match_report/?EventGameId=bNeVTYb5D4BJOAaqK0JUmCSn91lsAa7zTM0NNM35Lr0%3d
1,8,5,12,12,5,No Touching!,13,8,XIST,13,/teams/events/match_report/?EventGameId=bNeVTYb5D4BJOAaqK0JUmCSn91lsAa7zTM0NNM35Lr0%3d
0,1,0,4,14,7,Wild Card,12,4,Slow White,4,/teams/events/match_report/?EventGameId=7c2kQxs%2b2ztHkBuVEHYOCNpvSsKCxwGt3GYglMfZgNU%3d
1,12,6,12,12,4,Slow White,14,7,Wild Card,12,/teams/events/match_report/?EventGameId=7c2kQxs%2b2ztHkBuVEHYOCNpvSsKCxwGt3GYglMfZgNU%3d
0,0,0,0,15,6,Seattle Mixtape,11,2,BFG,0,/teams/events/match_report/?EventGameId=egdu9OEUGK1fyrWth41DyW0GNnyb8L18u10M1HxaO7o%3d
1,15,5,14,11,2,BFG,15,6,Seattle Mixtape,8,/teams/events/match_report/?EventGameId=egdu9OEUGK1fyrWth41DyW0GNnyb8L18u10M1HxaO7o%3d
0,13,11,14,8,5,No Touching!,15,7,Wild Card,13,/teams/events/match_report/?EventGameId=qQR48w9ib0bJKsBiPNowyUUXyNX2%2fHkENX7B6ByKO0g%3d
1,8,4,8,15,7,Wild Card,8,5,No Touching!,21,/teams/events/match_report/?EventGameId=qQR48w9ib0bJKsBiPNowyUUXyNX2%2fHkENX7B6ByKO0g%3d
0,9,5,14,12,8,XIST,14,10,Metro North,6,/teams/events/match_report/?EventGameId=BPUghfSEadZjVbKN%2fLrYJhaZO%2f46UzZqnH3qCB4Pit4%3d
1,12,1,11,14,10,Metro North,12,8,XIST,6,/teams/events/match_report/?EventGameId=BPUghfSEadZjVbKN%2fLrYJhaZO%2f46UzZqnH3qCB4Pit4%3d
0,10,7,14,9,4,Slow White,15,1,AMP,13,/teams/events/match_report/?EventGameId=a2MdjLe6s4F6LJIkah15%2bZT1Ft%2fb1vIw0JxT%2bf1iXaI%3d
1,0,0,0,15,1,AMP,9,4,Slow White,0,/teams/events/match_report/?EventGameId=a2MdjLe6s4F6LJIkah15%2bZT1Ft%2fb1vIw0JxT%2bf1iXaI%3d
0,15,8,15,5,5,No Touching!,15,3,Drag'n Thrust,2,/teams/events/match_report/?EventGameId=TdrrQ8Lo71FhQbKbPKy%2fLrf9MwymvhrLuAlKULbUN7Q%3d
1,5,0,5,15,3,Drag'n Thrust,5,5,No Touching!,11,/teams/events/match_report/?EventGameId=TdrrQ8Lo71FhQbKbPKy%2fLrf9MwymvhrLuAlKULbUN7Q%3d
0,4,3,10,15,6,Seattle Mixtape,11,1,AMP,12,/teams/events/match_report/?EventGameId=W%2f6uYMDV2twj1WDpyJYTLlfoBiFMuG%2fu%2bhkaQfSJX1c%3d
1,14,4,15,11,1,AMP,15,6,Seattle Mixtape,7,/teams/events/match_report/?EventGameId=W%2f6uYMDV2twj1WDpyJYTLlfoBiFMuG%2fu%2bhkaQfSJX1c%3d
0,12,5,9,15,3,Drag'n Thrust,12,7,Wild Card,13,/teams/events/match_report/?EventGameId=EUs3FM6GzpT5mSRqsU%2fFPqK6abSJsFfQx8P6O44XFWo%3d
