,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,0,Jared Madore,JARED MADORE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5SH9vW7OebB2ONjSiNWF9GzM65tjDjK4ou9UC%2fYGBzE%3d,Massachusetts,1,15,Colorado State,13,10
1,3,Ben Sadok,BEN SADOK,0,0,9,9,0,0,0,/teams/events/match_report/?EventGameId=5SH9vW7OebB2ONjSiNWF9GzM65tjDjK4ou9UC%2fYGBzE%3d,Massachusetts,1,15,Colorado State,13,10
2,4,Ciaran Shaughnessy,CIARAN SHAUGHNESSY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5SH9vW7OebB2ONjSiNWF9GzM65tjDjK4ou9UC%2fYGBzE%3d,Massachusetts,1,15,Colorado State,13,10
3,5,Jake Radack,JAKE RADACK,4,4,0,0,0,1,1,/teams/events/match_report/?EventGameId=5SH9vW7OebB2ONjSiNWF9GzM65tjDjK4ou9UC%2fYGBzE%3d,Massachusetts,1,15,Colorado State,13,10
4,7,Gabriel Schmitt,GABRIEL SCHMITT,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5SH9vW7OebB2ONjSiNWF9GzM65tjDjK4ou9UC%2fYGBzE%3d,Massachusetts,1,15,Colorado State,13,10
5,8,Dustin Baglow,DUSTIN BAGLOW,0,0,1,1,1,0,0,/teams/events/match_report/?EventGameId=5SH9vW7OebB2ONjSiNWF9GzM65tjDjK4ou9UC%2fYGBzE%3d,Massachusetts,1,15,Colorado State,13,10
6,14,Gregory Oreste,GREGORY ORESTE,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=5SH9vW7OebB2ONjSiNWF9GzM65tjDjK4ou9UC%2fYGBzE%3d,Massachusetts,1,15,Colorado State,13,10
7,15,Tannor Johnson,TANNOR JOHNSON,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=5SH9vW7OebB2ONjSiNWF9GzM65tjDjK4ou9UC%2fYGBzE%3d,Massachusetts,1,15,Colorado State,13,10
8,16,Giancarlo Cincotta,GIANCARLO CINCOTTA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5SH9vW7OebB2ONjSiNWF9GzM65tjDjK4ou9UC%2fYGBzE%3d,Massachusetts,1,15,Colorado State,13,10
9,18,Brett Gramann,BRETT GRAMANN,1,1,1,1,1,1,1,/teams/events/match_report/?EventGameId=5SH9vW7OebB2ONjSiNWF9GzM65tjDjK4ou9UC%2fYGBzE%3d,Massachusetts,1,15,Colorado State,13,10
