,home_score,away_score,url,home_team,away_team,home_seed,away_seed,home_final_score,away_final_score
0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
1,0,1,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
2,1,1,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
3,2,1,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
4,3,1,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
5,4,1,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
6,4,2,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
7,5,2,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
8,5,3,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
9,6,3,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
10,7,3,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
11,8,3,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
12,9,3,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
13,9,4,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
14,10,4,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
15,10,5,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
16,11,5,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
17,12,5,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
18,13,5,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,Rhino Slam,13,10,15,8
