,As,Ds,Gs,Opp Score,Opp Seed,Opponent,Score,Seed,Team,Ts,url
1,8,7,8,15,6,Ozone,8,10,Rival,21,/teams/events/match_report/?EventGameId=aFBdL9pU632zVUICvxTJ9tBub%2bH2wee44TGaS4nSNlg%3d
0,14,11,14,8,11,Phoenix,15,7,6ixers,29,/teams/events/match_report/?EventGameId=RO4F9dFYwNLMvCBcgq48bxSKCKjZQJbUvHfTeDgbaGg%3d
1,9,13,9,15,7,6ixers,8,11,Phoenix,32,/teams/events/match_report/?EventGameId=RO4F9dFYwNLMvCBcgq48bxSKCKjZQJbUvHfTeDgbaGg%3d
0,14,7,14,13,12,Heist,14,5,Scandal,19,/teams/events/match_report/?EventGameId=gL8m8O7J1jfzWIIovQ7LCXqzoEpVDDkilxmA5%2f8%2beAg%3d
1,13,11,13,14,5,Scandal,13,12,Heist,20,/teams/events/match_report/?EventGameId=gL8m8O7J1jfzWIIovQ7LCXqzoEpVDDkilxmA5%2f8%2beAg%3d
0,11,10,11,13,12,Heist,11,8,Nightlock,21,/teams/events/match_report/?EventGameId=F09nSv2y080ff0P%2bgnVIkk6dRXpbA9yovc%2b9cJU6uaQ%3d
1,13,6,13,11,8,Nightlock,13,12,Heist,19,/teams/events/match_report/?EventGameId=F09nSv2y080ff0P%2bgnVIkk6dRXpbA9yovc%2b9cJU6uaQ%3d
0,15,15,15,7,7,6ixers,15,1,Brute Squad,19,/teams/events/match_report/?EventGameId=ORO%2bSZTuj3YU1XbKI6WmLHPDNgQXzKvxG%2fG6z8A2BU4%3d
1,7,9,7,15,1,Brute Squad,7,7,6ixers,25,/teams/events/match_report/?EventGameId=ORO%2bSZTuj3YU1XbKI6WmLHPDNgQXzKvxG%2fG6z8A2BU4%3d
0,14,4,14,11,15,Pop,14,6,Ozone,11,/teams/events/match_report/?EventGameId=4WO41on6O7BEh62tIlzTNzv4P%2b4faH%2f7IUgLKIaO8Gg%3d
1,11,3,11,14,6,Ozone,11,15,Pop,10,/teams/events/match_report/?EventGameId=4WO41on6O7BEh62tIlzTNzv4P%2b4faH%2f7IUgLKIaO8Gg%3d
0,13,7,13,14,2,Fury,13,3,Seattle Riot,15,/teams/events/match_report/?EventGameId=BbGmmx8vbCdQ50uozOjXUY7GnbBeHTrprK5jfQHNVe0%3d
1,13,8,14,13,3,Seattle Riot,14,2,Fury,14,/teams/events/match_report/?EventGameId=BbGmmx8vbCdQ50uozOjXUY7GnbBeHTrprK5jfQHNVe0%3d
0,15,10,16,4,8,Nightlock,15,1,Brute Squad,15,/teams/events/match_report/?EventGameId=ccc0t2%2bpnXmJncYDKFx2chaYn80goD5HfQi08gou1MY%3d
1,3,7,3,15,1,Brute Squad,4,8,Nightlock,26,/teams/events/match_report/?EventGameId=ccc0t2%2bpnXmJncYDKFx2chaYn80goD5HfQi08gou1MY%3d
0,14,10,14,8,12,Heist,14,9,Nemesis,20,/teams/events/match_report/?EventGameId=meukqZDqq0HMevxmslnT3xVyevgGGJnoYFtqCIRnIog%3d
1,7,2,8,14,9,Nemesis,8,12,Heist,22,/teams/events/match_report/?EventGameId=meukqZDqq0HMevxmslnT3xVyevgGGJnoYFtqCIRnIog%3d
0,15,11,15,4,15,Pop,15,8,Nightlock,14,/teams/events/match_report/?EventGameId=%2fLqZYwxN%2bHHJBIlQNA1L2u7J11UjzpQ%2bw%2fhM7EPN524%3d
1,4,2,4,15,8,Nightlock,4,15,Pop,25,/teams/events/match_report/?EventGameId=%2fLqZYwxN%2bHHJBIlQNA1L2u7J11UjzpQ%2bw%2fhM7EPN524%3d
0,14,5,15,9,11,Phoenix,15,2,Fury,8,/teams/events/match_report/?EventGameId=kRrqMn5tZwdAo0hPqc8TkL8YUoOLjMpwnGq1PtvNyn0%3d
1,9,0,9,15,2,Fury,9,11,Phoenix,13,/teams/events/match_report/?EventGameId=kRrqMn5tZwdAo0hPqc8TkL8YUoOLjMpwnGq1PtvNyn0%3d
0,11,0,11,11,11,Phoenix,15,9,Nemesis,11,/teams/events/match_report/?EventGameId=usJhaGfK5g0nSAb1Nn3Ss6rcnAk5F3v06liPD%2bIVIbI%3d
1,15,2,15,15,9,Nemesis,11,11,Phoenix,8,/teams/events/match_report/?EventGameId=usJhaGfK5g0nSAb1Nn3Ss6rcnAk5F3v06liPD%2bIVIbI%3d
0,15,8,15,10,13,Schwa,15,1,Brute Squad,12,/teams/events/match_report/?EventGameId=SfoEZMSic5%2frmA46SuHXQbnYBD15XaGBC5GoLkslAVw%3d
1,9,2,9,15,1,Brute Squad,10,13,Schwa,16,/teams/events/match_report/?EventGameId=SfoEZMSic5%2frmA46SuHXQbnYBD15XaGBC5GoLkslAVw%3d
0,15,4,15,12,10,Rival,15,7,6ixers,9,/teams/events/match_report/?EventGameId=z5hyrOWD5P%2bu9Zy%2b%2fjMAOvA5SqPf3KnSbWAtLRgH5Io%3d
1,12,5,12,15,7,6ixers,12,10,Rival,7,/teams/events/match_report/?EventGameId=z5hyrOWD5P%2bu9Zy%2b%2fjMAOvA5SqPf3KnSbWAtLRgH5Io%3d
0,12,10,12,9,11,Phoenix,12,13,Schwa,19,/teams/events/match_report/?EventGameId=avWm4R6F0db0Ts%2bJSZlDMFXCUjtvowQYQTPeMbaj4sQ%3d
1,9,3,9,12,13,Schwa,9,11,Phoenix,23,/teams/events/match_report/?EventGameId=avWm4R6F0db0Ts%2bJSZlDMFXCUjtvowQYQTPeMbaj4sQ%3d
0,13,13,13,14,2,Fury,13,1,Brute Squad,23,/teams/events/match_report/?EventGameId=h5qCYoWaBKF%2fHNGopbvaA7jkf3WS2YO5pinrqxvGy70%3d
1,14,9,14,13,1,Brute Squad,14,2,Fury,22,/teams/events/match_report/?EventGameId=h5qCYoWaBKF%2fHNGopbvaA7jkf3WS2YO5pinrqxvGy70%3d
0,15,8,15,6,16,Wildfire,15,5,Scandal,11,/teams/events/match_report/?EventGameId=rMwToiPHJ1cR0BsRAgPaieiEdsV1Es%2bN4fozTp%2fEbKU%3d
1,6,6,6,15,5,Scandal,6,16,Wildfire,19,/teams/events/match_report/?EventGameId=rMwToiPHJ1cR0BsRAgPaieiEdsV1Es%2bN4fozTp%2fEbKU%3d
0,9,7,9,15,4,Molly Brown,9,6,Ozone,15,/teams/events/match_report/?EventGameId=H4utjab%2bR4EMmKcrd7jm6Ab92I0sw%2bM%2fhxQUfcxD%2fGs%3d
1,15,7,15,9,6,Ozone,15,4,Molly Brown,10,/teams/events/match_report/?EventGameId=H4utjab%2bR4EMmKcrd7jm6Ab92I0sw%2bM%2fhxQUfcxD%2fGs%3d
0,11,11,11,9,12,Heist,11,11,Phoenix,21,/teams/events/match_report/?EventGameId=n%2fa7QzQtdbf89Qf4WrfYNw6pFT10E2fegVN6d4%2f6mQI%3d
1,9,7,9,11,11,Phoenix,9,12,Heist,24,/teams/events/match_report/?EventGameId=n%2fa7QzQtdbf89Qf4WrfYNw6pFT10E2fegVN6d4%2f6mQI%3d
0,14,4,13,6,10,Rival,15,3,Seattle Riot,17,/teams/events/match_report/?EventGameId=Hvw%2fXpM7owoCyk2qdUmGohJPwPO9QLfHNK0LdfWyDB0%3d
1,5,3,5,15,3,Seattle Riot,6,10,Rival,25,/teams/events/match_report/?EventGameId=Hvw%2fXpM7owoCyk2qdUmGohJPwPO9QLfHNK0LdfWyDB0%3d
0,12,5,12,15,13,Schwa,12,12,Heist,17,/teams/events/match_report/?EventGameId=xOFUc0XUe%2bDnUILd3P6yr5YM8MR21Cnq80rEYBVYTXQ%3d
1,15,7,15,12,12,Heist,15,13,Schwa,13,/teams/events/match_report/?EventGameId=xOFUc0XUe%2bDnUILd3P6yr5YM8MR21Cnq80rEYBVYTXQ%3d
0,14,7,14,15,15,Pop,14,10,Rival,21,/teams/events/match_report/?EventGameId=n1VoLj9OQyzrHlIaAOxEsBmJAey91ZhxcCIxF16RFL0%3d
1,15,9,15,14,10,Rival,15,15,Pop,21,/teams/events/match_report/?EventGameId=n1VoLj9OQyzrHlIaAOxEsBmJAey91ZhxcCIxF16RFL0%3d
0,15,6,15,10,12,Heist,15,14,Traffic,11,/teams/events/match_report/?EventGameId=%2brhF1Sy1388UQxCHNCmrDcnZHjKcwupq%2f7AmLWNxZg0%3d
1,10,2,10,15,14,Traffic,10,12,Heist,15,/teams/events/match_report/?EventGameId=%2brhF1Sy1388UQxCHNCmrDcnZHjKcwupq%2f7AmLWNxZg0%3d
0,14,10,14,15,6,Ozone,14,14,Traffic,26,/teams/events/match_report/?EventGameId=DFSOZRmMMLTLNdX%2foGxms5KuQL97KUJ7ElOQt1NUjqQ%3d
1,15,8,15,14,14,Traffic,15,6,Ozone,23,/teams/events/match_report/?EventGameId=DFSOZRmMMLTLNdX%2foGxms5KuQL97KUJ7ElOQt1NUjqQ%3d
0,16,8,16,6,15,Pop,15,3,Seattle Riot,11,/teams/events/match_report/?EventGameId=d%2bvo2zMPdG4Ejvu8uHDHoPNP6u51lwda64REfUrRuvo%3d
1,5,5,5,15,3,Seattle Riot,6,15,Pop,20,/teams/events/match_report/?EventGameId=d%2bvo2zMPdG4Ejvu8uHDHoPNP6u51lwda64REfUrRuvo%3d
0,8,12,8,13,8,Nightlock,8,16,Wildfire,31,/teams/events/match_report/?EventGameId=8IozroeODy%2bOBx4WnJlQdA8B6vr%2bA3zqe7dY6qkbdqI%3d
1,13,10,13,8,16,Wildfire,13,8,Nightlock,25,/teams/events/match_report/?EventGameId=8IozroeODy%2bOBx4WnJlQdA8B6vr%2bA3zqe7dY6qkbdqI%3d
0,10,11,10,13,16,Wildfire,10,9,Nemesis,25,/teams/events/match_report/?EventGameId=6M01l2hxrN8WNpYNVwR5vUPpAr3A32zMMQzcwDumQqg%3d
1,13,12,13,10,9,Nemesis,13,16,Wildfire,24,/teams/events/match_report/?EventGameId=6M01l2hxrN8WNpYNVwR5vUPpAr3A32zMMQzcwDumQqg%3d
0,14,8,15,3,14,Traffic,15,2,Fury,8,/teams/events/match_report/?EventGameId=Mk2myJhkw5TVtaihey1QPykGKLAMcV3L2jEAr6IoMRs%3d
1,3,2,2,15,2,Fury,3,14,Traffic,20,/teams/events/match_report/?EventGameId=Mk2myJhkw5TVtaihey1QPykGKLAMcV3L2jEAr6IoMRs%3d
0,15,10,14,14,6,Ozone,15,13,Schwa,17,/teams/events/match_report/?EventGameId=yU%2bDw4m7bAhX3dJjujkN38SkHaTwku0EpszURVsdqwA%3d
1,14,4,14,15,13,Schwa,14,6,Ozone,16,/teams/events/match_report/?EventGameId=yU%2bDw4m7bAhX3dJjujkN38SkHaTwku0EpszURVsdqwA%3d
0,15,5,15,14,13,Schwa,15,16,Wildfire,14,/teams/events/match_report/?EventGameId=h3OMcgJexVnxn%2bdkZa74jliHKa3e%2bPumgVRdGDOudKA%3d
1,14,6,14,15,16,Wildfire,14,13,Schwa,13,/teams/events/match_report/?EventGameId=h3OMcgJexVnxn%2bdkZa74jliHKa3e%2bPumgVRdGDOudKA%3d
0,11,11,11,12,13,Schwa,11,8,Nightlock,20,/teams/events/match_report/?EventGameId=l85RLPmcdDl%2f8Q0xo8iRED0Nc%2foehxRbXQNmX3gY%2brY%3d
1,12,5,12,11,8,Nightlock,12,13,Schwa,18,/teams/events/match_report/?EventGameId=l85RLPmcdDl%2f8Q0xo8iRED0Nc%2foehxRbXQNmX3gY%2brY%3d
0,14,5,14,11,5,Scandal,14,3,Seattle Riot,19,/teams/events/match_report/?EventGameId=Dvw8SVaXIkw7OpgoxvNfyjhI2Z6SP7Br7UIv5xASPH0%3d
1,11,4,11,14,3,Seattle Riot,11,5,Scandal,18,/teams/events/match_report/?EventGameId=Dvw8SVaXIkw7OpgoxvNfyjhI2Z6SP7Br7UIv5xASPH0%3d
0,12,2,12,14,9,Nemesis,12,15,Pop,12,/teams/events/match_report/?EventGameId=LmiTTmorgCh4vmqfuedjF6Its3x8GqSBpVwjsBApHb4%3d
1,13,0,14,12,15,Pop,14,9,Nemesis,12,/teams/events/match_report/?EventGameId=LmiTTmorgCh4vmqfuedjF6Its3x8GqSBpVwjsBApHb4%3d
0,15,2,15,10,6,Ozone,15,3,Seattle Riot,8,/teams/events/match_report/?EventGameId=lB%2fSKYPFmLtM9W8%2bBE55TMBz%2frGNf0N4uD7%2bNQyEyms%3d
1,10,4,10,15,3,Seattle Riot,10,6,Ozone,12,/teams/events/match_report/?EventGameId=lB%2fSKYPFmLtM9W8%2bBE55TMBz%2frGNf0N4uD7%2bNQyEyms%3d
0,14,4,14,9,14,Traffic,15,10,Rival,15,/teams/events/match_report/?EventGameId=bwtdDKLcCOfHdY7ZU9QW%2fBsksCImHeh6G87cYQt5aWc%3d
1,10,8,10,15,10,Rival,9,14,Traffic,20,/teams/events/match_report/?EventGameId=bwtdDKLcCOfHdY7ZU9QW%2fBsksCImHeh6G87cYQt5aWc%3d
0,8,9,8,15,2,Fury,8,16,Wildfire,23,/teams/events/match_report/?EventGameId=Rqd4FKQdIEEaHyGbStujWY0E%2fnzUzUA1QJ9Ir1YeuV4%3d
1,15,8,15,8,16,Wildfire,15,2,Fury,16,/teams/events/match_report/?EventGameId=Rqd4FKQdIEEaHyGbStujWY0E%2fnzUzUA1QJ9Ir1YeuV4%3d
0,15,8,15,7,7,6ixers,15,2,Fury,12,/teams/events/match_report/?EventGameId=eI3RfcsyL9twXJUM51Oic%2bfcPt3COo8EyC4u27Xnbms%3d
1,7,4,7,15,2,Fury,7,7,6ixers,17,/teams/events/match_report/?EventGameId=eI3RfcsyL9twXJUM51Oic%2bfcPt3COo8EyC4u27Xnbms%3d
0,15,9,15,10,14,Traffic,15,8,Nightlock,18,/teams/events/match_report/?EventGameId=G88E8v5Y%2b9pM%2fXSv%2bYNhTcaG92AbGHQdBMD9XNJeXZU%3d
1,10,6,10,15,8,Nightlock,10,14,Traffic,22,/teams/events/match_report/?EventGameId=G88E8v5Y%2b9pM%2fXSv%2bYNhTcaG92AbGHQdBMD9XNJeXZU%3d
0,15,4,15,13,7,6ixers,15,5,Scandal,11,/teams/events/match_report/?EventGameId=cFDVEG0FZr%2bRFjw0GUims%2fFdDNNbQKRwDobdTwFxfLg%3d
1,12,5,12,15,5,Scandal,13,7,6ixers,14,/teams/events/match_report/?EventGameId=cFDVEG0FZr%2bRFjw0GUims%2fFdDNNbQKRwDobdTwFxfLg%3d
0,15,5,15,9,14,Traffic,15,7,6ixers,21,/teams/events/match_report/?EventGameId=VS0vT6YOeua9TMjw1pk0dg1lqSJONBpSS75KL164eZw%3d
1,9,3,9,15,7,6ixers,9,14,Traffic,21,/teams/events/match_report/?EventGameId=VS0vT6YOeua9TMjw1pk0dg1lqSJONBpSS75KL164eZw%3d
0,15,6,15,11,6,Ozone,15,7,6ixers,8,/teams/events/match_report/?EventGameId=8hboE2Rz9An9l4mCf3%2bsD2UdBEelVEw%2bJZaDdh9nSfk%3d
1,11,0,11,15,7,6ixers,11,6,Ozone,10,/teams/events/match_report/?EventGameId=8hboE2Rz9An9l4mCf3%2bsD2UdBEelVEw%2bJZaDdh9nSfk%3d
0,15,10,15,8,9,Nemesis,15,4,Molly Brown,12,/teams/events/match_report/?EventGameId=Bv62L7f5BGL93tqiu6PgMWFuHTiG%2bV4rG8Z9NacJzCw%3d
1,8,3,8,15,4,Molly Brown,8,9,Nemesis,16,/teams/events/match_report/?EventGameId=Bv62L7f5BGL93tqiu6PgMWFuHTiG%2bV4rG8Z9NacJzCw%3d
0,12,4,12,15,8,Nightlock,12,15,Pop,12,/teams/events/match_report/?EventGameId=T3kuFwWYrqh%2bKOAwUq6sD7D1zQWimN79rkktnj08nKI%3d
1,15,8,15,12,15,Pop,15,8,Nightlock,10,/teams/events/match_report/?EventGameId=T3kuFwWYrqh%2bKOAwUq6sD7D1zQWimN79rkktnj08nKI%3d
0,9,5,9,15,14,Traffic,9,11,Phoenix,12,/teams/events/match_report/?EventGameId=YRrSEJCGNcFyvQgLlQ6sPAwyfmP4ViPqfBwWfil8kLo%3d
1,15,8,15,9,11,Phoenix,15,14,Traffic,8,/teams/events/match_report/?EventGameId=YRrSEJCGNcFyvQgLlQ6sPAwyfmP4ViPqfBwWfil8kLo%3d
0,15,9,15,11,4,Molly Brown,15,1,Brute Squad,13,/teams/events/match_report/?EventGameId=2CyMbN2r%2fDKpQMH5VPBdIGRU909fOkjrFuLJDGZfJWg%3d
1,11,5,11,15,1,Brute Squad,11,4,Molly Brown,14,/teams/events/match_report/?EventGameId=2CyMbN2r%2fDKpQMH5VPBdIGRU909fOkjrFuLJDGZfJWg%3d
0,15,7,15,12,16,Wildfire,15,5,Scandal,8,/teams/events/match_report/?EventGameId=eoOI%2bRZBpDqMZ2Dg%2benJ2WivYReuaBO3S7G3xPVkuHY%3d
1,12,2,12,15,5,Scandal,12,16,Wildfire,12,/teams/events/match_report/?EventGameId=eoOI%2bRZBpDqMZ2Dg%2benJ2WivYReuaBO3S7G3xPVkuHY%3d
