,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,0,Jacob Janin,JACOB JANIN,0,0,1,1,0,1,1,/teams/events/match_report/?EventGameId=fWMiX%2b5w%2bLmjdsdknFf3r3yfVL6zuXpQXpL%2buiGMTlU%3d,Sockeye,1,14,Chicago Machine,8,13
1,1,Garrett Martin,GARRETT MARTIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=fWMiX%2b5w%2bLmjdsdknFf3r3yfVL6zuXpQXpL%2buiGMTlU%3d,Sockeye,1,14,Chicago Machine,8,13
2,2,Brice Dixon,BRICE DIXON,2,2,2,2,2,0,0,/teams/events/match_report/?EventGameId=fWMiX%2b5w%2bLmjdsdknFf3r3yfVL6zuXpQXpL%2buiGMTlU%3d,Sockeye,1,14,Chicago Machine,8,13
3,3,Thomas Kulczak,THOMAS KULCZAK,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=fWMiX%2b5w%2bLmjdsdknFf3r3yfVL6zuXpQXpL%2buiGMTlU%3d,Sockeye,1,14,Chicago Machine,8,13
4,4,Zachary Goulson,ZACHARY GOULSON,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=fWMiX%2b5w%2bLmjdsdknFf3r3yfVL6zuXpQXpL%2buiGMTlU%3d,Sockeye,1,14,Chicago Machine,8,13
5,5,Nathan Kwon,NATHAN KWON,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=fWMiX%2b5w%2bLmjdsdknFf3r3yfVL6zuXpQXpL%2buiGMTlU%3d,Sockeye,1,14,Chicago Machine,8,13
6,6,Philip Murray,PHILIP MURRAY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=fWMiX%2b5w%2bLmjdsdknFf3r3yfVL6zuXpQXpL%2buiGMTlU%3d,Sockeye,1,14,Chicago Machine,8,13
7,7,Eli Friedman,ELI FRIEDMAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=fWMiX%2b5w%2bLmjdsdknFf3r3yfVL6zuXpQXpL%2buiGMTlU%3d,Sockeye,1,14,Chicago Machine,8,13
8,8,Camden Allison-Hall,CAMDEN ALLISON-HALL,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=fWMiX%2b5w%2bLmjdsdknFf3r3yfVL6zuXpQXpL%2buiGMTlU%3d,Sockeye,1,14,Chicago Machine,8,13
9,9,Simon Montague,SIMON MONTAGUE,0,0,1,1,1,1,1,/teams/events/match_report/?EventGameId=fWMiX%2b5w%2bLmjdsdknFf3r3yfVL6zuXpQXpL%2buiGMTlU%3d,Sockeye,1,14,Chicago Machine,8,13
10,10,Dongyang Chen,DONGYANG CHEN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=fWMiX%2b5w%2bLmjdsdknFf3r3yfVL6zuXpQXpL%2buiGMTlU%3d,Sockeye,1,14,Chicago Machine,8,13
