,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,1,Jonathan Su,JONATHAN SU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
1,2,Liam Searles-Bohs,LIAM SEARLES-BOHS,1,1,4,4,0,2,2,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
2,3,Seth Lee,SETH LEE,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
3,4,Suraj Madiraju,SURAJ MADIRAJU,1,1,1,1,1,1,1,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
4,5,Andrew Li,ANDREW LI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
5,7,Jesse Kovacs,JESSE KOVACS,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
6,9,Colin Smith,COLIN SMITH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
7,10,Marcus Rovner,MARCUS ROVNER,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
8,11,Taek Lee,TAEK LEE,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
9,12,Elijah Long,ELIJAH LONG,0,0,2,2,0,3,3,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
10,13,Daniel Fan,DANIEL FAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
11,16,Anders Juengst,ANDERS JUENGST,4,4,0,0,0,1,1,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
12,17,Wesley Britt,WESLEY BRITT,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
13,19,Ted Randby,TED RANDBY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
14,20,Thomas Williams,THOMAS WILLIAMS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
15,21,Matt Gouchoe-Hanas,MATT GOUCHOE-HANAS,0,0,5,5,0,4,4,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
16,23,Walker Matthews,WALKER MATTHEWS,3,3,0,0,1,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
17,24,Alexander Davis,ALEXANDER DAVIS,2,2,0,0,1,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
18,25,David Voychuk,DAVID VOYCHUK,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
19,27,Christopher Humphrey,CHRISTOPHER HUMPHREY,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
20,28,John Watters,JOHN WATTERS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
21,40,Samuel Lee,SAMUEL LEE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
22,42,Jeremy Vlacancich,JEREMY VLACANCICH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
23,76,Chathan Driehuys,CHATHAN DRIEHUYS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
24,80,John McDonnell,JOHN MCDONNELL,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,1,15,Georgia,12,6
