,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,1,Robert Roos,ROBERT ROOS,1,1,1,1,0,1,1,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
1,4,Raha Mozaffari,RAHA MOZAFFARI,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
2,5,Michael Panna,MICHAEL PANNA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
3,7,Steve Rosso,STEVE ROSSO,1,1,0,0,2,2,2,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
4,8,Luke Ryan,LUKE RYAN,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
5,9,Andrea Desabato,ANDREA DESABATO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
6,10,Spencer Deroos,SPENCER DEROOS,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
7,11,Ryan Flamberg,RYAN FLAMBERG,1,1,0,0,1,2,2,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
8,12,Malti McKinnon,MALTI MCKINNON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
9,13,Bethany Eldridge,BETHANY ELDRIDGE,0,0,0,0,1,1,1,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
10,14,Stuart Hean,STUART HEAN,0,0,2,2,0,1,1,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
11,18,Emily Shields,EMILY SHIELDS,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
12,19,Anna Thompson,ANNA THOMPSON,1,1,3,3,0,1,1,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
13,21,Linda Morse,LINDA MORSE,2,2,0,0,0,1,1,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
14,22,Liz Hart,LIZ HART,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
15,23,Natalie Bova,NATALIE BOVA,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
16,24,Danielle Walsh,DANIELLE WALSH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
17,25,Andrew O'Connor,ANDREW O'CONNOR,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
18,26,Julia Mankoff,JULIA MANKOFF,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
19,33,Jordan Rhyne,JORDAN RHYNE,0,0,0,0,0,2,2,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
20,44,Max Charles,MAX CHARLES,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
21,55,Michael Campanella,MICHAEL CAMPANELLA,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
22,70,Jake Butrica,JAKE BUTRICA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
23,79,Michael Ing,MICHAEL ING,0,0,1,1,0,1,1,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
24,81,Sean Mott,SEAN MOTT,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
25,88,Paul Owens,PAUL OWENS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Q28BlE6Nt1vx6ZleAV61fMp7wIo6ncElYKncgYtmhf0%3d,AMP,1,10,Mischief,7,15
