,home_score,away_score,url,home_team,away_team,home_seed,away_seed,home_final_score,away_final_score
0,0,0,/teams/events/match_report/?EventGameId=hqsNsv7Rt3iLMfYWmD1w%2b01JBD33juTeA%2bF1a%2f4cYKQ%3d,Molly Brown,German National Team,6,9,15,10
1,1,0,/teams/events/match_report/?EventGameId=hqsNsv7Rt3iLMfYWmD1w%2b01JBD33juTeA%2bF1a%2f4cYKQ%3d,Molly Brown,German National Team,6,9,15,10
2,1,1,/teams/events/match_report/?EventGameId=hqsNsv7Rt3iLMfYWmD1w%2b01JBD33juTeA%2bF1a%2f4cYKQ%3d,Molly Brown,German National Team,6,9,15,10
3,2,1,/teams/events/match_report/?EventGameId=hqsNsv7Rt3iLMfYWmD1w%2b01JBD33juTeA%2bF1a%2f4cYKQ%3d,Molly Brown,German National Team,6,9,15,10
4,2,2,/teams/events/match_report/?EventGameId=hqsNsv7Rt3iLMfYWmD1w%2b01JBD33juTeA%2bF1a%2f4cYKQ%3d,Molly Brown,German National Team,6,9,15,10
5,2,3,/teams/events/match_report/?EventGameId=hqsNsv7Rt3iLMfYWmD1w%2b01JBD33juTeA%2bF1a%2f4cYKQ%3d,Molly Brown,German National Team,6,9,15,10
6,3,3,/teams/events/match_report/?EventGameId=hqsNsv7Rt3iLMfYWmD1w%2b01JBD33juTeA%2bF1a%2f4cYKQ%3d,Molly Brown,German National Team,6,9,15,10
7,3,4,/teams/events/match_report/?EventGameId=hqsNsv7Rt3iLMfYWmD1w%2b01JBD33juTeA%2bF1a%2f4cYKQ%3d,Molly Brown,German National Team,6,9,15,10
8,4,4,/teams/events/match_report/?EventGameId=hqsNsv7Rt3iLMfYWmD1w%2b01JBD33juTeA%2bF1a%2f4cYKQ%3d,Molly Brown,German National Team,6,9,15,10
9,4,5,/teams/events/match_report/?EventGameId=hqsNsv7Rt3iLMfYWmD1w%2b01JBD33juTeA%2bF1a%2f4cYKQ%3d,Molly Brown,German National Team,6,9,15,10
10,5,5,/teams/events/match_report/?EventGameId=hqsNsv7Rt3iLMfYWmD1w%2b01JBD33juTeA%2bF1a%2f4cYKQ%3d,Molly Brown,German National Team,6,9,15,10
11,6,5,/teams/events/match_report/?EventGameId=hqsNsv7Rt3iLMfYWmD1w%2b01JBD33juTeA%2bF1a%2f4cYKQ%3d,Molly Brown,German National Team,6,9,15,10
12,6,6,/teams/events/match_report/?EventGameId=hqsNsv7Rt3iLMfYWmD1w%2b01JBD33juTeA%2bF1a%2f4cYKQ%3d,Molly Brown,German National Team,6,9,15,10
13,7,6,/teams/events/match_report/?EventGameId=hqsNsv7Rt3iLMfYWmD1w%2b01JBD33juTeA%2bF1a%2f4cYKQ%3d,Molly Brown,German National Team,6,9,15,10
