,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,0,Jordan O'Neill,JORDAN O'NEILL,2,2,1,1,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
1,2,David Valentine-Elam,DAVID VALENTINE-ELAM,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
2,3,Alexander Russomanno,ALEXANDER RUSSOMANNO,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
3,4,Eric Schumacher,ERIC SCHUMACHER,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
4,5,Austin Engel,AUSTIN ENGEL,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
5,6,Kevin Coulter,KEVIN COULTER,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
6,8,Dan Donovan,DAN DONOVAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
7,9,Steven Moliterno,STEVEN MOLITERNO,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
8,10,David Bentrovato,DAVID BENTROVATO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
9,11,Jordan Rhyne,JORDAN RHYNE,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
10,15,Sam Greenwood,SAM GREENWOOD,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
11,16,Raymond Lu,RAYMOND LU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
12,17,Keegan North,KEEGAN NORTH,1,1,2,2,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
13,18,Ethan Yourd,ETHAN YOURD,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
14,19,Paul Arters,PAUL ARTERS,0,0,4,4,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
15,22,Michael Dagher-Margosian,MICHAEL DAGHER-MARGOSIAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
16,23,Alex Kapiamba,ALEX KAPIAMBA,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
17,24,Wesley Chen,WESLEY CHEN,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
18,30,Parker Howard,PARKER HOWARD,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
19,38,Joe Mozloom Jr,JOE MOZLOOM JR,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
20,45,Kevin Baumann,KEVIN BAUMANN,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
21,47,Phil Cherosky,PHIL CHEROSKY,0,0,0,0,2,1,1,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
22,55,Johnny Bansfield,JOHNNY BANSFIELD,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
23,76,Cole Osborn,COLE OSBORN,1,1,4,4,1,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
24,77,James Highsmith,JAMES HIGHSMITH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
25,91,Joe White,JOE WHITE,0,0,1,1,0,1,1,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
26,98,Zach Braun,ZACH BRAUN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,HIGH FIVE,13,15,Rhino Slam,10,8
0,2,Brandon Lafferty,BRANDON LAFFERTY,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
1,6,Cody Bjorklund,CODY BJORKLUND,1,1,2,2,0,2,2,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
2,7,Kristian Grobecker,KRISTIAN GROBECKER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
3,8,Benjamin Whitenack,BENJAMIN WHITENACK,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
4,9,Chris Hancock,CHRIS HANCOCK,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
5,10,Colby Chuck,COLBY CHUCK,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
6,12,Jonathan Lee,JONATHAN LEE,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
7,13,Timmy Perston,TIMMY PERSTON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
8,15,Mario Bundy,MARIO BUNDY,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
9,17,Raphael Hayes,RAPHAEL HAYES,1,1,1,1,1,2,2,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
10,20,Will Shaw,WILL SHAW,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
11,21,Spencer Latarski,SPENCER LATARSKI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
12,22,Grant Cole,GRANT COLE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
13,24,Adam Rees,ADAM REES,0,0,0,0,0,2,2,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
14,26,Colton Clark,COLTON CLARK,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
15,27,Trevor Smith,TREVOR SMITH,1,1,1,1,0,1,1,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
16,28,Hylke Snieder,HYLKE SNIEDER,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
17,30,Sam Franer,SAM FRANER,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=bLI70GN%2bmxoOSzVE6DKR62ZL%2fYMLukZIpYtIvde%2f8dk%3d,Rhino Slam,10,8,HIGH FIVE,13,15
