,home_score,away_score,url,home_team,away_team,home_seed,away_seed,home_final_score,away_final_score
0,0,0,/teams/events/match_report/?EventGameId=QVlXCGqzK1wmu%2fp89Nl0iBLoVnrQWI6o5DS%2b1HaoLAI%3d,Fury,6ixers,4,5,15,4
0,0,0,/teams/events/match_report/?EventGameId=vnZL3FP%2fZ6GVGeHQRloztJDOIdRXXV%2b07m6BzOsiVQI%3d,Schwa,Phoenix,8,7,9,13
1,1,0,/teams/events/match_report/?EventGameId=vnZL3FP%2fZ6GVGeHQRloztJDOIdRXXV%2b07m6BzOsiVQI%3d,Schwa,Phoenix,8,7,9,13
2,2,0,/teams/events/match_report/?EventGameId=vnZL3FP%2fZ6GVGeHQRloztJDOIdRXXV%2b07m6BzOsiVQI%3d,Schwa,Phoenix,8,7,9,13
3,3,0,/teams/events/match_report/?EventGameId=vnZL3FP%2fZ6GVGeHQRloztJDOIdRXXV%2b07m6BzOsiVQI%3d,Schwa,Phoenix,8,7,9,13
4,4,0,/teams/events/match_report/?EventGameId=vnZL3FP%2fZ6GVGeHQRloztJDOIdRXXV%2b07m6BzOsiVQI%3d,Schwa,Phoenix,8,7,9,13
5,5,0,/teams/events/match_report/?EventGameId=vnZL3FP%2fZ6GVGeHQRloztJDOIdRXXV%2b07m6BzOsiVQI%3d,Schwa,Phoenix,8,7,9,13
6,6,0,/teams/events/match_report/?EventGameId=vnZL3FP%2fZ6GVGeHQRloztJDOIdRXXV%2b07m6BzOsiVQI%3d,Schwa,Phoenix,8,7,9,13
7,7,0,/teams/events/match_report/?EventGameId=vnZL3FP%2fZ6GVGeHQRloztJDOIdRXXV%2b07m6BzOsiVQI%3d,Schwa,Phoenix,8,7,9,13
8,8,0,/teams/events/match_report/?EventGameId=vnZL3FP%2fZ6GVGeHQRloztJDOIdRXXV%2b07m6BzOsiVQI%3d,Schwa,Phoenix,8,7,9,13
9,9,0,/teams/events/match_report/?EventGameId=vnZL3FP%2fZ6GVGeHQRloztJDOIdRXXV%2b07m6BzOsiVQI%3d,Schwa,Phoenix,8,7,9,13
0,0,0,/teams/events/match_report/?EventGameId=qqIQhTXzmGVn6y1GpkDt%2fjzVG7%2bwdsInq4TBVmGIVek%3d,Fury,Seattle Riot,4,1,14,12
0,0,0,/teams/events/match_report/?EventGameId=W9hPg%2fawpxZxtXOOfnx6j8AHRZax8%2fNCbyRvtzXOHmM%3d,Seattle Riot,Schwa,1,8,15,8
0,0,0,/teams/events/match_report/?EventGameId=0k3jo5quqgd4VOS4p5TE6zT1W9gNIYN7pC48g0ooCZA%3d,Schwa,Rival,8,9,14,11
0,0,0,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
1,1,0,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
2,1,1,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
3,1,2,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
4,1,3,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
5,1,4,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
6,2,4,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
7,2,5,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
8,2,6,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
9,3,6,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
10,4,6,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
11,5,6,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
12,5,7,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
13,5,8,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
14,5,9,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
15,6,9,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
16,6,10,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
17,6,11,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
18,7,11,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
19,7,12,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
20,7,13,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
21,8,13,/teams/events/match_report/?EventGameId=cq8WrIZNOHstjBd%2bhbVS3Tr9es7Vdx%2f6pWnzmaWL7z0%3d,Scandal,Brute Squad,3,2,8,13
