,home_score,away_score,url,home_team,away_team,home_seed,away_seed,home_final_score,away_final_score
0,0,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
1,1,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
2,2,0,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
3,2,1,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
4,3,1,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
5,3,2,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
6,4,2,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
7,4,3,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
8,5,3,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
9,5,4,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
10,6,4,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
11,7,4,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
12,8,4,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
13,9,4,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
14,10,4,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
15,11,4,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
16,11,5,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
17,12,5,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
18,12,6,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
19,13,6,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
20,14,6,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
21,15,6,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d,North Carolina,Georgia,1,12,15,6
0,0,0,/teams/events/match_report/?EventGameId=7l7qXyBj%2bKyGhfs%2fWV88pt4BLLBp%2fFrrngoSJNPmQWA%3d,Colorado,Brown,5,2,10,15
1,1,0,/teams/events/match_report/?EventGameId=7l7qXyBj%2bKyGhfs%2fWV88pt4BLLBp%2fFrrngoSJNPmQWA%3d,Colorado,Brown,5,2,10,15
2,1,1,/teams/events/match_report/?EventGameId=7l7qXyBj%2bKyGhfs%2fWV88pt4BLLBp%2fFrrngoSJNPmQWA%3d,Colorado,Brown,5,2,10,15
3,2,1,/teams/events/match_report/?EventGameId=7l7qXyBj%2bKyGhfs%2fWV88pt4BLLBp%2fFrrngoSJNPmQWA%3d,Colorado,Brown,5,2,10,15
