,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Team,Opp Seed,Opp Score
0,-1,Delrico Johnson,DELRICO JOHNSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
1,-1,Jackson Cochran,JACKSON COCHRAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
2,0,Jarrod Banks,JARROD BANKS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
3,0,Matt Kerrigan,MATT KERRIGAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
4,0,Christian Boxley,CHRISTIAN BOXLEY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
5,0,Christopher Strub,CHRISTOPHER STRUB,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
6,0,Max Cassell,MAX CASSELL,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
7,0,Samuel Brecker,SAMUEL BRECKER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
8,0,Troy Holland,TROY HOLLAND,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
9,0,Gus Norrbom,GUS NORRBOM,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
10,5,David Cranston,DAVID CRANSTON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
11,10,Tyler Monroe,TYLER MONROE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
12,15,Nathan Castine,NATHAN CASTINE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
13,17,Eric Miner,ERIC MINER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
14,24,Austin Bartenstein,AUSTIN BARTENSTEIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
15,25,Marcus Thaw,MARCUS THAW,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
16,28,Matthew Rowan McDonnell,MATTHEW ROWAN MCDONNELL,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=7%2f5PzxtDsB0wLgiSLVd3Ilc%2f0VPCmcHtIpK9yPhXSQI%3d,Truck Stop,2,7,Patrol,11,13
