,As,Ds,Gs,Opp Score,Opp Seed,Opponent,Score,Seed,Team,Ts,url
0,8,0,9,11,16,BENT,10,9,Heist,0,/teams/events/match_report/?EventGameId=aJIZnDAWn4TujGX80XMsJC5NdKZKhBmCaVdVQyr1JGY%3d
1,4,0,5,10,9,Heist,11,16,BENT,0,/teams/events/match_report/?EventGameId=aJIZnDAWn4TujGX80XMsJC5NdKZKhBmCaVdVQyr1JGY%3d
0,11,0,13,8,13,LOL,13,12,Nemesis,0,/teams/events/match_report/?EventGameId=MjL6MzwNpmNTQdkqFwOL4gYoyggzmDVzjA04N3NRrxI%3d
1,3,0,4,13,12,Nemesis,8,13,LOL,0,/teams/events/match_report/?EventGameId=MjL6MzwNpmNTQdkqFwOL4gYoyggzmDVzjA04N3NRrxI%3d
0,12,0,13,8,13,LOL,13,11,Showdown,0,/teams/events/match_report/?EventGameId=7yMBj4NjZcd3Am6ncHQP7Sm4jRPpB74ri3YkqkhNhkQ%3d
1,1,0,4,13,11,Showdown,8,13,LOL,0,/teams/events/match_report/?EventGameId=7yMBj4NjZcd3Am6ncHQP7Sm4jRPpB74ri3YkqkhNhkQ%3d
0,8,0,8,13,15,Phoenix,8,3,Traffic,0,/teams/events/match_report/?EventGameId=TkHI5MN864unn78pQhhJVBUehSHDAlCFGCprJVJI7Ok%3d
1,13,0,11,8,3,Traffic,13,15,Phoenix,0,/teams/events/match_report/?EventGameId=TkHI5MN864unn78pQhhJVBUehSHDAlCFGCprJVJI7Ok%3d
0,13,0,13,11,5,Nightlock,13,4,Scandal,0,/teams/events/match_report/?EventGameId=DKijC5BJTXSs1ZK7WJpM%2f%2b2O15Dyw3flUt655oqH508%3d
1,8,0,6,13,4,Scandal,11,5,Nightlock,0,/teams/events/match_report/?EventGameId=DKijC5BJTXSs1ZK7WJpM%2f%2b2O15Dyw3flUt655oqH508%3d
0,6,0,7,8,6,Schwa,11,14,Wildfire,0,/teams/events/match_report/?EventGameId=Uu9ZW9dSlJgdvCQgyvslkyEpiXQW1r7JJE0qdXanGF0%3d
