,As,Ds,Gs,Opp Score,Opp Seed,Opponent,Score,Seed,Team,Ts,url
1,8,10,8,11,1,Seattle Mixtape,8,5,Love Tractor,29,/teams/events/match_report/?EventGameId=8XJRqieZ5ZcZXY%2fQ2lXO5RbHmHNlvUMPAFXg%2bsoClpg%3d
0,11,8,10,13,6,Drag'n Thrust,11,4,Slow White,18,/teams/events/match_report/?EventGameId=1Y8HhEUQObs6lFntPwM7%2bF6Hamve%2f3CDaDR6v3S21Do%3d
1,13,8,13,11,4,Slow White,13,6,Drag'n Thrust,20,/teams/events/match_report/?EventGameId=1Y8HhEUQObs6lFntPwM7%2bF6Hamve%2f3CDaDR6v3S21Do%3d
0,15,8,15,7,10,Steamboat,15,7,NOISE,15,/teams/events/match_report/?EventGameId=6%2fxZkDc0RQQ5B3Sn5Tf8nZTDfcFEsrBJx2F5ALwrcqk%3d
1,7,8,7,15,7,NOISE,7,10,Steamboat,22,/teams/events/match_report/?EventGameId=6%2fxZkDc0RQQ5B3Sn5Tf8nZTDfcFEsrBJx2F5ALwrcqk%3d
0,15,2,15,14,7,NOISE,15,4,Slow White,11,/teams/events/match_report/?EventGameId=v3bxtLRSXL54PYZjGxLPft7w2xtwRpCJ4VaZOaWA3SU%3d
1,14,3,14,15,4,Slow White,14,7,NOISE,11,/teams/events/match_report/?EventGameId=v3bxtLRSXL54PYZjGxLPft7w2xtwRpCJ4VaZOaWA3SU%3d
0,15,7,15,11,11,FIRE ULTIMATE CLUB,15,7,NOISE,20,/teams/events/match_report/?EventGameId=k%2bwsTAPavYgwx1ggVS55hSA%2fWVBfDWHFgHWpdddb%2bj0%3d
1,11,11,11,15,7,NOISE,11,11,FIRE ULTIMATE CLUB,18,/teams/events/match_report/?EventGameId=k%2bwsTAPavYgwx1ggVS55hSA%2fWVBfDWHFgHWpdddb%2bj0%3d
0,14,0,14,8,12,Storm,14,8,Germany Mixed,0,/teams/events/match_report/?EventGameId=%2fqAKQv6H6njahhqChh9R1M%2fububWNihiU%2fAxc%2b%2fOClM%3d
1,8,0,8,14,8,Germany Mixed,8,12,Storm,0,/teams/events/match_report/?EventGameId=%2fqAKQv6H6njahhqChh9R1M%2fububWNihiU%2fAxc%2b%2fOClM%3d
0,10,1,7,15,12,Storm,9,11,FIRE ULTIMATE CLUB,21,/teams/events/match_report/?EventGameId=Itf5JLqBGAjoTKmXHqBh3wY0NLZ2jMRU%2f8R5kG1gN1c%3d
1,13,8,14,9,11,FIRE ULTIMATE CLUB,15,12,Storm,14,/teams/events/match_report/?EventGameId=Itf5JLqBGAjoTKmXHqBh3wY0NLZ2jMRU%2f8R5kG1gN1c%3d
0,13,9,15,12,8,Germany Mixed,15,1,Seattle Mixtape,17,/teams/events/match_report/?EventGameId=U48H5yQaOkhfDgeAQ1%2fAkpP6UTmNy1LjOOjXWThEdt4%3d
1,12,5,12,15,1,Seattle Mixtape,12,8,Germany Mixed,20,/teams/events/match_report/?EventGameId=U48H5yQaOkhfDgeAQ1%2fAkpP6UTmNy1LjOOjXWThEdt4%3d
0,15,13,15,8,12,Storm,15,9,Public Enemy,16,/teams/events/match_report/?EventGameId=94%2fpYHmf1E4eB4tPy4efrXpqA99Ec%2ffGxdAEs5DbLn0%3d
1,8,5,7,15,9,Public Enemy,8,12,Storm,18,/teams/events/match_report/?EventGameId=94%2fpYHmf1E4eB4tPy4efrXpqA99Ec%2ffGxdAEs5DbLn0%3d
0,15,4,15,14,10,Steamboat,15,5,Love Tractor,18,/teams/events/match_report/?EventGameId=qbHrY8sWn7JIgRr5siAt9WxqYvm9ZOTdkUjm7cZ6P%2b4%3d
1,14,10,12,15,5,Love Tractor,14,10,Steamboat,18,/teams/events/match_report/?EventGameId=qbHrY8sWn7JIgRr5siAt9WxqYvm9ZOTdkUjm7cZ6P%2b4%3d
0,15,2,15,9,4,Slow White,15,3,BFG,6,/teams/events/match_report/?EventGameId=M6aYSN0KVrAG8d%2bqvQBScjGCQzLnFPWbwbn%2by%2fUiaFI%3d
1,9,3,9,15,3,BFG,9,4,Slow White,11,/teams/events/match_report/?EventGameId=M6aYSN0KVrAG8d%2bqvQBScjGCQzLnFPWbwbn%2by%2fUiaFI%3d
0,10,6,10,15,6,Drag'n Thrust,10,1,Seattle Mixtape,20,/teams/events/match_report/?EventGameId=VbW4cJUHMntq22Jr8nphNHsSu55cr4sg3htAoCcRCIc%3d
1,15,7,15,10,1,Seattle Mixtape,15,6,Drag'n Thrust,19,/teams/events/match_report/?EventGameId=VbW4cJUHMntq22Jr8nphNHsSu55cr4sg3htAoCcRCIc%3d
0,10,9,10,13,2,AMP,10,6,Drag'n Thrust,24,/teams/events/match_report/?EventGameId=jYAbdoXmc7jsF8wrNAfcp2OBkAEkCBXTeVfLxWKTtUY%3d
1,13,8,13,10,6,Drag'n Thrust,13,2,AMP,22,/teams/events/match_report/?EventGameId=jYAbdoXmc7jsF8wrNAfcp2OBkAEkCBXTeVfLxWKTtUY%3d
0,13,6,14,8,6,Drag'n Thrust,14,3,BFG,6,/teams/events/match_report/?EventGameId=uueLU8b9HNReqaVC23lN1PEdd7Hb%2fhnIxj9c5BRiXr0%3d
1,8,13,7,14,3,BFG,8,6,Drag'n Thrust,21,/teams/events/match_report/?EventGameId=uueLU8b9HNReqaVC23lN1PEdd7Hb%2fhnIxj9c5BRiXr0%3d
0,12,0,12,11,9,Public Enemy,12,3,BFG,0,/teams/events/match_report/?EventGameId=86YNMhqFbodvMS8DTfWj8%2fdK0ozcsXDp0hcHwkhs1DE%3d
1,11,0,11,12,3,BFG,11,9,Public Enemy,0,/teams/events/match_report/?EventGameId=86YNMhqFbodvMS8DTfWj8%2fdK0ozcsXDp0hcHwkhs1DE%3d
0,14,3,15,8,7,NOISE,15,5,Love Tractor,13,/teams/events/match_report/?EventGameId=OYz%2bjQKowgJPHzsGtwlOWq51OMR2rDJBpMyMfPelnDg%3d
1,8,3,8,15,5,Love Tractor,8,7,NOISE,18,/teams/events/match_report/?EventGameId=OYz%2bjQKowgJPHzsGtwlOWq51OMR2rDJBpMyMfPelnDg%3d
0,13,10,12,10,5,Love Tractor,13,4,Slow White,21,/teams/events/match_report/?EventGameId=jVftInD767%2fdCD%2fvl8o2%2bcqms967Gq8tlK4V9rey1tE%3d
1,10,5,10,13,4,Slow White,10,5,Love Tractor,23,/teams/events/match_report/?EventGameId=jVftInD767%2fdCD%2fvl8o2%2bcqms967Gq8tlK4V9rey1tE%3d
0,14,0,14,11,10,Steamboat,15,4,Slow White,0,/teams/events/match_report/?EventGameId=LI%2bImY7aacEAQ8nt2lihEKlUwY3oExJjWQxpj5E1ne4%3d
1,10,0,10,15,4,Slow White,11,10,Steamboat,0,/teams/events/match_report/?EventGameId=LI%2bImY7aacEAQ8nt2lihEKlUwY3oExJjWQxpj5E1ne4%3d
0,15,4,15,14,10,Steamboat,15,9,Public Enemy,13,/teams/events/match_report/?EventGameId=eVrGYj5WHj0aVtFHix%2bIjebU1Tx7gvdra9CbpehxLHE%3d
1,14,2,14,15,9,Public Enemy,14,10,Steamboat,13,/teams/events/match_report/?EventGameId=eVrGYj5WHj0aVtFHix%2bIjebU1Tx7gvdra9CbpehxLHE%3d
0,15,2,15,10,11,FIRE ULTIMATE CLUB,15,4,Slow White,9,/teams/events/match_report/?EventGameId=9DNoUs8eUpntPZS7gCzfoeUipE%2byly6rmuRv67q2EYA%3d
1,10,5,9,15,4,Slow White,10,11,FIRE ULTIMATE CLUB,11,/teams/events/match_report/?EventGameId=9DNoUs8eUpntPZS7gCzfoeUipE%2byly6rmuRv67q2EYA%3d
0,10,13,11,14,7,NOISE,11,5,Love Tractor,23,/teams/events/match_report/?EventGameId=YYp6eUE4we64DbKhFC5xwfY0G9YDfP8IQQ0LmyagjRk%3d
1,14,5,14,11,5,Love Tractor,14,7,NOISE,19,/teams/events/match_report/?EventGameId=YYp6eUE4we64DbKhFC5xwfY0G9YDfP8IQQ0LmyagjRk%3d
0,12,3,10,15,10,Steamboat,12,12,Storm,15,/teams/events/match_report/?EventGameId=2MV5vv9B4hGmHZtYsFDxjzlKjBemjzLmb1vFJX%2f37AU%3d
1,15,6,15,12,12,Storm,15,10,Steamboat,15,/teams/events/match_report/?EventGameId=2MV5vv9B4hGmHZtYsFDxjzlKjBemjzLmb1vFJX%2f37AU%3d
0,15,6,15,8,11,FIRE ULTIMATE CLUB,15,5,Love Tractor,10,/teams/events/match_report/?EventGameId=54C%2bYxxdVgAaUHkdiMQxG6V2sK2BTv0GGcf44LjlH7E%3d
1,8,2,8,15,5,Love Tractor,8,11,FIRE ULTIMATE CLUB,13,/teams/events/match_report/?EventGameId=54C%2bYxxdVgAaUHkdiMQxG6V2sK2BTv0GGcf44LjlH7E%3d
0,12,9,12,10,7,NOISE,12,8,Germany Mixed,20,/teams/events/match_report/?EventGameId=OoExg5bHi%2fN9Q4QSiqv3qnprn5XEvJHsdf4Nt9zkpPI%3d
1,10,8,10,12,8,Germany Mixed,10,7,NOISE,21,/teams/events/match_report/?EventGameId=OoExg5bHi%2fN9Q4QSiqv3qnprn5XEvJHsdf4Nt9zkpPI%3d
0,12,3,12,10,8,Germany Mixed,12,1,Seattle Mixtape,21,/teams/events/match_report/?EventGameId=vLl00Nrd3VEtGLQGw3l0%2bN4jLZBsPBzMtArcArh%2fHMw%3d
1,10,9,10,12,1,Seattle Mixtape,10,8,Germany Mixed,24,/teams/events/match_report/?EventGameId=vLl00Nrd3VEtGLQGw3l0%2bN4jLZBsPBzMtArcArh%2fHMw%3d
0,15,9,15,6,11,FIRE ULTIMATE CLUB,15,2,AMP,13,/teams/events/match_report/?EventGameId=vzfY%2b4irQMc6qSFav7WSNMmJHMj77HGp1qhCCsoG8wI%3d
1,6,1,6,15,2,AMP,6,11,FIRE ULTIMATE CLUB,20,/teams/events/match_report/?EventGameId=vzfY%2b4irQMc6qSFav7WSNMmJHMj77HGp1qhCCsoG8wI%3d
0,8,3,13,13,12,Storm,15,1,Seattle Mixtape,15,/teams/events/match_report/?EventGameId=pB7Ar2htgMs9MWNeHDzKpF5R2bdJyryz2ztoKGYgZ88%3d
1,11,5,10,15,1,Seattle Mixtape,13,12,Storm,17,/teams/events/match_report/?EventGameId=pB7Ar2htgMs9MWNeHDzKpF5R2bdJyryz2ztoKGYgZ88%3d
0,15,1,15,6,7,NOISE,15,2,AMP,8,/teams/events/match_report/?EventGameId=HsIYBlwDWVOaq%2fHhChAU1B6o72N9zqVLU0HNkg0So2o%3d
1,6,6,6,15,2,AMP,6,7,NOISE,16,/teams/events/match_report/?EventGameId=HsIYBlwDWVOaq%2fHhChAU1B6o72N9zqVLU0HNkg0So2o%3d
0,15,7,15,6,12,Storm,15,3,BFG,8,/teams/events/match_report/?EventGameId=Q%2fmnvbYX5T4iwacaSwYZd%2bWgyeJbcLPaTRdYy5YxrLc%3d
1,5,2,4,15,3,BFG,6,12,Storm,16,/teams/events/match_report/?EventGameId=Q%2fmnvbYX5T4iwacaSwYZd%2bWgyeJbcLPaTRdYy5YxrLc%3d
