,As,Ds,Gs,Opp Score,Opp Seed,Opponent,Score,Seed,Team,Ts,url
0,9,5,9,14,6,Georgia,9,11,Texas,16,/teams/events/match_report/?EventGameId=bdOd6EXYSa%2bnSMZ1OU92dWon4c%2bgeBiWGQ1cHzquJSQ%3d
1,14,6,14,9,11,Texas,14,6,Georgia,11,/teams/events/match_report/?EventGameId=bdOd6EXYSa%2bnSMZ1OU92dWon4c%2bgeBiWGQ1cHzquJSQ%3d
0,15,6,15,12,17,Northwestern,15,8,Massachusetts,12,/teams/events/match_report/?EventGameId=JDV28404FK7F%2b3R%2bWGynSgm8qd%2fW60%2f3t5kx%2b3HGvaM%3d
1,12,5,12,15,8,Massachusetts,12,17,Northwestern,14,/teams/events/match_report/?EventGameId=JDV28404FK7F%2b3R%2bWGynSgm8qd%2fW60%2f3t5kx%2b3HGvaM%3d
0,15,8,15,8,18,Connecticut,15,7,Minnesota,7,/teams/events/match_report/?EventGameId=3tflmKszxEeC7pdr%2fHaOCvlZgBxSphK4u7kjfL7lep4%3d
1,8,3,8,15,7,Minnesota,8,18,Connecticut,13,/teams/events/match_report/?EventGameId=3tflmKszxEeC7pdr%2fHaOCvlZgBxSphK4u7kjfL7lep4%3d
0,15,7,15,14,12,Stanford,15,20,Florida State,16,/teams/events/match_report/?EventGameId=4bB66XEbmG9jtlqsOBRmWrl1ZLMeCK4%2b75s568yNJzc%3d
1,14,5,14,15,20,Florida State,14,12,Stanford,21,/teams/events/match_report/?EventGameId=4bB66XEbmG9jtlqsOBRmWrl1ZLMeCK4%2b75s568yNJzc%3d
0,11,10,10,13,14,William & Mary,11,2,North Carolina,24,/teams/events/match_report/?EventGameId=RR2xtJrAyRuw%2fpc8kWzCA44OyJl1i5tAlFeAeMBy2G0%3d
1,13,10,13,11,2,North Carolina,13,14,William & Mary,22,/teams/events/match_report/?EventGameId=RR2xtJrAyRuw%2fpc8kWzCA44OyJl1i5tAlFeAeMBy2G0%3d
0,11,2,11,13,19,Georgetown,11,15,Maryland,13,/teams/events/match_report/?EventGameId=7HosCZAUMV7ky4%2fD5J32inoHxAQCCuBHVAgTOPK2X4I%3d
1,13,7,13,11,15,Maryland,13,19,Georgetown,14,/teams/events/match_report/?EventGameId=7HosCZAUMV7ky4%2fD5J32inoHxAQCCuBHVAgTOPK2X4I%3d
0,15,7,15,11,17,Northwestern,15,4,Brown,14,/teams/events/match_report/?EventGameId=IZYlk2hGfvm%2bBOqvQufRv%2bmpE0bZfqvVCqs0E3ltfyU%3d
1,11,7,11,15,4,Brown,11,17,Northwestern,17,/teams/events/match_report/?EventGameId=IZYlk2hGfvm%2bBOqvQufRv%2bmpE0bZfqvVCqs0E3ltfyU%3d
0,13,3,13,12,7,Minnesota,13,10,Wisconsin,8,/teams/events/match_report/?EventGameId=8H2%2bxD016IQ9nRjuHD73bsvMDVYrMEvXv2qxXhZ1i6w%3d
1,12,4,12,13,10,Wisconsin,12,7,Minnesota,8,/teams/events/match_report/?EventGameId=8H2%2bxD016IQ9nRjuHD73bsvMDVYrMEvXv2qxXhZ1i6w%3d
0,6,6,6,14,13,Auburn,7,12,Stanford,26,/teams/events/match_report/?EventGameId=Pr%2b1gRSEp4GAVkhihjC2MOEqohnr9TycM4IVRqmB9QA%3d
1,14,9,14,7,12,Stanford,14,13,Auburn,20,/teams/events/match_report/?EventGameId=Pr%2b1gRSEp4GAVkhihjC2MOEqohnr9TycM4IVRqmB9QA%3d
0,14,15,14,8,16,Victoria,14,9,Pittsburgh,21,/teams/events/match_report/?EventGameId=IoJOG%2bP%2bjuoogNg8JxeqhZXdCCMq64GeQxg2oUQz1zo%3d
1,5,2,8,14,9,Pittsburgh,8,16,Victoria,23,/teams/events/match_report/?EventGameId=IoJOG%2bP%2bjuoogNg8JxeqhZXdCCMq64GeQxg2oUQz1zo%3d
0,14,7,14,12,9,Pittsburgh,14,4,Brown,17,/teams/events/match_report/?EventGameId=MYY1DglyUUVPxWtgOB1PJFgrHYOqyDoHzVq9AABsefw%3d
1,12,9,12,14,4,Brown,12,9,Pittsburgh,18,/teams/events/match_report/?EventGameId=MYY1DglyUUVPxWtgOB1PJFgrHYOqyDoHzVq9AABsefw%3d
0,13,10,15,6,8,Massachusetts,15,1,Carleton College,16,/teams/events/match_report/?EventGameId=aWQRHcOhFu9Svq1FsLlyw4hGYmDLHtf5QfpdnqMYMG0%3d
1,6,8,6,15,1,Carleton College,6,8,Massachusetts,25,/teams/events/match_report/?EventGameId=aWQRHcOhFu9Svq1FsLlyw4hGYmDLHtf5QfpdnqMYMG0%3d
0,15,3,14,6,13,Auburn,15,1,Carleton College,3,/teams/events/match_report/?EventGameId=hCY49DMB5cYjetKXmaG0TmDGWqOZ7KB4XKtS6jo6HbY%3d
1,6,2,6,15,1,Carleton College,6,13,Auburn,13,/teams/events/match_report/?EventGameId=hCY49DMB5cYjetKXmaG0TmDGWqOZ7KB4XKtS6jo6HbY%3d
0,15,4,15,8,14,William & Mary,15,7,Minnesota,12,/teams/events/match_report/?EventGameId=c9ziuj8zEAUjCkCvOsdmUPjIXpQ96LyF6cvbT8eP%2faQ%3d
1,6,4,7,15,7,Minnesota,8,14,William & Mary,16,/teams/events/match_report/?EventGameId=c9ziuj8zEAUjCkCvOsdmUPjIXpQ96LyF6cvbT8eP%2faQ%3d
0,13,5,13,12,19,Georgetown,13,6,Georgia,12,/teams/events/match_report/?EventGameId=k%2bHuS9FocUEXfiK6N7GRNA2Kf5vKNwkr40%2bxBzpEX3w%3d
1,12,5,12,13,6,Georgia,12,19,Georgetown,11,/teams/events/match_report/?EventGameId=k%2bHuS9FocUEXfiK6N7GRNA2Kf5vKNwkr40%2bxBzpEX3w%3d
0,11,5,11,15,15,Maryland,11,3,Oregon,16,/teams/events/match_report/?EventGameId=dYNL1al1vNnmgb%2fZGqpGeCATMn%2bR49uXOdsYUCWvkEU%3d
1,15,5,15,11,3,Oregon,15,15,Maryland,12,/teams/events/match_report/?EventGameId=dYNL1al1vNnmgb%2fZGqpGeCATMn%2bR49uXOdsYUCWvkEU%3d
0,11,4,11,15,9,Pittsburgh,11,5,Washington,13,/teams/events/match_report/?EventGameId=hKuRIHnNodQ6%2fI3ehNVwbt87TT6PpOVdtBOC1FCQkRQ%3d
1,14,9,14,11,5,Washington,15,9,Pittsburgh,6,/teams/events/match_report/?EventGameId=hKuRIHnNodQ6%2fI3ehNVwbt87TT6PpOVdtBOC1FCQkRQ%3d
0,13,11,13,14,18,Connecticut,13,14,William & Mary,20,/teams/events/match_report/?EventGameId=uTn%2fyAQEDC0HUGM2iktc7Trrv5JHI7dHQbI2zaOLxrI%3d
1,14,4,14,13,14,William & Mary,14,18,Connecticut,18,/teams/events/match_report/?EventGameId=uTn%2fyAQEDC0HUGM2iktc7Trrv5JHI7dHQbI2zaOLxrI%3d
0,12,9,12,8,19,Georgetown,12,10,Wisconsin,15,/teams/events/match_report/?EventGameId=HDemzdsF9N6yA1DqzSUN8PSO07XFJm2ZpFKINE1tRDQ%3d
1,8,6,8,12,10,Wisconsin,8,19,Georgetown,19,/teams/events/match_report/?EventGameId=HDemzdsF9N6yA1DqzSUN8PSO07XFJm2ZpFKINE1tRDQ%3d
0,15,9,14,7,6,Georgia,15,3,Oregon,16,/teams/events/match_report/?EventGameId=P4TuVF17LR6IwoWAOfxGg%2bolz9nPW5gxC%2bUG049PEYQ%3d
1,7,2,6,15,3,Oregon,7,6,Georgia,20,/teams/events/match_report/?EventGameId=P4TuVF17LR6IwoWAOfxGg%2bolz9nPW5gxC%2bUG049PEYQ%3d
0,11,5,11,15,9,Pittsburgh,11,1,Carleton College,12,/teams/events/match_report/?EventGameId=Q%2fmmRXFE9MGatPxquXi2TIuEF%2bORcU%2fiPoov29Q1B5o%3d
