,As,Ds,Gs,Opp Score,Opp Seed,Opponent,Score,Seed,Team,Ts,url
0,8,0,8,13,10,GOAT,12,6,Sub Zero,0,/teams/events/match_report/?EventGameId=eHxHNNuaTQOlfdTqKIitW2Z0UNHjjuHAIkQ7iEw9sqY%3d
1,10,0,5,12,6,Sub Zero,13,10,GOAT,0,/teams/events/match_report/?EventGameId=eHxHNNuaTQOlfdTqKIitW2Z0UNHjjuHAIkQ7iEw9sqY%3d
0,11,1,10,2,16,Inception,13,4,Truck Stop,0,/teams/events/match_report/?EventGameId=xwN8BEa9TTfp2WZ0m2TUz4rGDe%2fepJKNbC9GvdCru6k%3d
1,2,0,2,13,4,Truck Stop,2,16,Inception,0,/teams/events/match_report/?EventGameId=xwN8BEa9TTfp2WZ0m2TUz4rGDe%2fepJKNbC9GvdCru6k%3d
0,0,0,0,9,8,Johnny Bravo,13,9,Rhino Slam!,0,/teams/events/match_report/?EventGameId=SlKSESBdWaHE4mcjzc%2fZ%2b3rrXbFqS4zZoaOgojO0BEM%3d
1,0,0,0,13,9,Rhino Slam!,9,8,Johnny Bravo,0,/teams/events/match_report/?EventGameId=SlKSESBdWaHE4mcjzc%2fZ%2b3rrXbFqS4zZoaOgojO0BEM%3d
0,0,0,0,9,11,Chain Lightning,13,12,SoCal Condors,0,/teams/events/match_report/?EventGameId=%2fN3pJ0mXgs6DIeppi42UeBNHVt%2b1OVkr4e98wHyBDKA%3d
1,0,0,0,13,12,SoCal Condors,9,11,Chain Lightning,0,/teams/events/match_report/?EventGameId=%2fN3pJ0mXgs6DIeppi42UeBNHVt%2b1OVkr4e98wHyBDKA%3d
0,0,0,0,13,6,Sub Zero,8,8,Johnny Bravo,0,/teams/events/match_report/?EventGameId=dWpbbP5cvSjVmNipzBZTXXC9xSlKILuPT8cwIJ3aGAQ%3d
1,0,0,0,8,8,Johnny Bravo,13,6,Sub Zero,0,/teams/events/match_report/?EventGameId=dWpbbP5cvSjVmNipzBZTXXC9xSlKILuPT8cwIJ3aGAQ%3d
0,0,0,0,13,5,Doublewide,11,2,Revolver,0,/teams/events/match_report/?EventGameId=8b1to%2f5aLcigEENi1aJksRar31shy0v7%2bFplkA5acSg%3d
1,0,0,0,11,2,Revolver,13,5,Doublewide,0,/teams/events/match_report/?EventGameId=8b1to%2f5aLcigEENi1aJksRar31shy0v7%2bFplkA5acSg%3d
0,0,0,0,13,2,Revolver,9,7,Chicago Machine,0,/teams/events/match_report/?EventGameId=3WKt3kiqI5nHtCCdCYP1s%2f6AI%2frVazmwvf8Pb47Ce0w%3d
1,0,0,0,9,7,Chicago Machine,13,2,Revolver,0,/teams/events/match_report/?EventGameId=3WKt3kiqI5nHtCCdCYP1s%2f6AI%2frVazmwvf8Pb47Ce0w%3d
0,7,2,8,7,15,Prairie Fire,13,6,Sub Zero,0,/teams/events/match_report/?EventGameId=w32Ke%2bVj5d0bxCidIH3heaVYDdRKT4KfYP%2f4JvqN6H0%3d
1,7,2,7,13,6,Sub Zero,7,15,Prairie Fire,7,/teams/events/match_report/?EventGameId=w32Ke%2bVj5d0bxCidIH3heaVYDdRKT4KfYP%2f4JvqN6H0%3d
0,0,0,0,10,15,Prairie Fire,12,13,Patrol,0,/teams/events/match_report/?EventGameId=ReOndHwLOwVri4GjZWp1qUFwO7FMHbyoGi5WtRyRP2U%3d
1,0,0,0,12,13,Patrol,10,15,Prairie Fire,0,/teams/events/match_report/?EventGameId=ReOndHwLOwVri4GjZWp1qUFwO7FMHbyoGi5WtRyRP2U%3d
