,No.,Name,Position,Year,Height,Goals,Assists,Ds,Turns,url,Team,Seed,UpperName
0,0,Paige Soper,Handler,,,0,7,2,9,/events/teams/?EventTeamId=9Y5%2bN7X%2ftAaAB9LVxa2bSz6uZhri%2fKCdBtYnE3APUj0%3d,Seattle Riot,1,PAIGE SOPER
1,1,Kelly Johnson,Handler,,,2,7,3,18,/events/teams/?EventTeamId=9Y5%2bN7X%2ftAaAB9LVxa2bSz6uZhri%2fKCdBtYnE3APUj0%3d,Seattle Riot,1,KELLY JOHNSON
2,4,Rohre Titcomb,Handler,,,0,6,3,13,/events/teams/?EventTeamId=9Y5%2bN7X%2ftAaAB9LVxa2bSz6uZhri%2fKCdBtYnE3APUj0%3d,Seattle Riot,1,ROHRE TITCOMB
3,5,Alexandra Ode,,,"5'8""",3,0,2,2,/events/teams/?EventTeamId=9Y5%2bN7X%2ftAaAB9LVxa2bSz6uZhri%2fKCdBtYnE3APUj0%3d,Seattle Riot,1,ALEXANDRA ODE
4,6,Sarah Griffith,Deep,,,7,4,8,3,/events/teams/?EventTeamId=9Y5%2bN7X%2ftAaAB9LVxa2bSz6uZhri%2fKCdBtYnE3APUj0%3d,Seattle Riot,1,SARAH GRIFFITH
5,7,Calise Cardenas,Deep,,,4,2,1,1,/events/teams/?EventTeamId=9Y5%2bN7X%2ftAaAB9LVxa2bSz6uZhri%2fKCdBtYnE3APUj0%3d,Seattle Riot,1,CALISE CARDENAS
6,8,Rachel Bradshaw,Deep,,,8,2,2,4,/events/teams/?EventTeamId=9Y5%2bN7X%2ftAaAB9LVxa2bSz6uZhri%2fKCdBtYnE3APUj0%3d,Seattle Riot,1,RACHEL BRADSHAW
7,9,Qxhna Titcomb,Handler,,"5'7""",1,0,1,5,/events/teams/?EventTeamId=9Y5%2bN7X%2ftAaAB9LVxa2bSz6uZhri%2fKCdBtYnE3APUj0%3d,Seattle Riot,1,QXHNA TITCOMB
8,10,Shira Stern,Handler,,"5'5""",9,0,3,3,/events/teams/?EventTeamId=9Y5%2bN7X%2ftAaAB9LVxa2bSz6uZhri%2fKCdBtYnE3APUj0%3d,Seattle Riot,1,SHIRA STERN
9,11,Nora Landri,Handler/Cutter,,,0,0,3,1,/events/teams/?EventTeamId=9Y5%2bN7X%2ftAaAB9LVxa2bSz6uZhri%2fKCdBtYnE3APUj0%3d,Seattle Riot,1,NORA LANDRI
10,12,Callie Mah,Handler,,,1,1,1,5,/events/teams/?EventTeamId=9Y5%2bN7X%2ftAaAB9LVxa2bSz6uZhri%2fKCdBtYnE3APUj0%3d,Seattle Riot,1,CALLIE MAH
11,13,Kirstin Gruver,,,,3,0,0,0,/events/teams/?EventTeamId=9Y5%2bN7X%2ftAaAB9LVxa2bSz6uZhri%2fKCdBtYnE3APUj0%3d,Seattle Riot,1,KIRSTIN GRUVER
12,14,Hana Kawai,Deep,,,5,7,1,8,/events/teams/?EventTeamId=9Y5%2bN7X%2ftAaAB9LVxa2bSz6uZhri%2fKCdBtYnE3APUj0%3d,Seattle Riot,1,HANA KAWAI
