,As,Ds,Gs,Opp Score,Opp Seed,Opponent,Score,Seed,Team,Ts,url
0,11,11,8,8,12,Showdown,11,13,Underground,26,/teams/events/match_report/?EventGameId=2ANtKvKwU9sEJZz33UJOr27G9OG6jlaoXguNNKqAuA8%3d
1,8,8,7,11,13,Underground,8,12,Showdown,29,/teams/events/match_report/?EventGameId=2ANtKvKwU9sEJZz33UJOr27G9OG6jlaoXguNNKqAuA8%3d
0,15,4,15,6,16,Nemesis,15,5,Scandal,14,/teams/events/match_report/?EventGameId=B4GDADsUX9w783f7AcXdLMexxbmqqpK%2fQCOfooHNOU4%3d
1,5,6,5,15,5,Scandal,6,16,Nemesis,19,/teams/events/match_report/?EventGameId=B4GDADsUX9w783f7AcXdLMexxbmqqpK%2fQCOfooHNOU4%3d
0,14,15,13,3,11,Pop,14,2,Brute Squad,30,/teams/events/match_report/?EventGameId=%2b7KNFAETfI2uHM6Y%2fH8ZIRXVgg1HV%2f%2b3x0RhH3ikbbk%3d
1,3,6,3,14,2,Brute Squad,3,11,Pop,39,/teams/events/match_report/?EventGameId=%2b7KNFAETfI2uHM6Y%2fH8ZIRXVgg1HV%2f%2b3x0RhH3ikbbk%3d
0,12,12,12,6,13,Underground,12,1,Seattle Riot,10,/teams/events/match_report/?EventGameId=7oaPq53CuQmuR6fjnp9EP9jN7%2bkSSUAIiGMi4B%2bUDz4%3d
1,6,8,6,12,1,Seattle Riot,6,13,Underground,6,/teams/events/match_report/?EventGameId=7oaPq53CuQmuR6fjnp9EP9jN7%2bkSSUAIiGMi4B%2bUDz4%3d
0,13,10,13,10,13,Underground,13,9,Nightlock,21,/teams/events/match_report/?EventGameId=g7NTfn%2fIP%2f%2bF69q3VQfGIobJDOPOpyizLQO2IJPwtUw%3d
1,10,5,10,13,9,Nightlock,10,13,Underground,17,/teams/events/match_report/?EventGameId=g7NTfn%2fIP%2f%2bF69q3VQfGIobJDOPOpyizLQO2IJPwtUw%3d
0,15,7,15,13,5,Scandal,15,6,Traffic,16,/teams/events/match_report/?EventGameId=e92%2b57PQTFtsLfSs%2fIe627afsDQXDSgs3%2f51fZMRXqQ%3d
1,13,10,13,15,6,Traffic,13,5,Scandal,22,/teams/events/match_report/?EventGameId=e92%2b57PQTFtsLfSs%2fIe627afsDQXDSgs3%2f51fZMRXqQ%3d
