,As,Ds,Gs,Opp Score,Opponent,Score,Team,Ts,url
16,15,12,14,11,Showdown,15,Fury,15,/teams/events/match_report/?EventGameId=y4Sy3Av0rlzZXL7dVqAMB49W4HC8mEeGbpowbpil2Ak%3d
17,11,3,6,15,Fury,11,Showdown,16,/teams/events/match_report/?EventGameId=y4Sy3Av0rlzZXL7dVqAMB49W4HC8mEeGbpowbpil2Ak%3d
18,12,10,12,8,BENT,12,Ozone,17,/teams/events/match_report/?EventGameId=PE%2fdwJIm%2bE0XyERjZqCRSFHIqZvjmF1KOG1r6%2bBjS7M%3d
19,8,8,8,12,Ozone,8,BENT,19,/teams/events/match_report/?EventGameId=PE%2fdwJIm%2bE0XyERjZqCRSFHIqZvjmF1KOG1r6%2bBjS7M%3d
20,15,3,15,8,Ozone,15,Fury,8,/teams/events/match_report/?EventGameId=My3%2fjJDpALmeneNvjKweZyrJ2NCkf7ktZ%2bA4PozFfyw%3d
21,8,2,8,15,Fury,8,Ozone,16,/teams/events/match_report/?EventGameId=My3%2fjJDpALmeneNvjKweZyrJ2NCkf7ktZ%2bA4PozFfyw%3d
22,12,4,12,10,Showdown,12,BENT,19,/teams/events/match_report/?EventGameId=1GgYPb4h65A0qp8kvkeO9NdsaUxmpLZL3NkRyXCzLJg%3d
23,6,3,4,12,BENT,10,Showdown,17,/teams/events/match_report/?EventGameId=1GgYPb4h65A0qp8kvkeO9NdsaUxmpLZL3NkRyXCzLJg%3d
24,15,11,15,9,Schwa,15,Seattle Riot,23,/teams/events/match_report/?EventGameId=SUAQI1KT6dXUvu0XsuRuWkae4mPw1mhnOYZO0t9wNdk%3d
25,9,6,9,15,Seattle Riot,9,Schwa,25,/teams/events/match_report/?EventGameId=SUAQI1KT6dXUvu0XsuRuWkae4mPw1mhnOYZO0t9wNdk%3d
26,12,14,12,7,Phoenix,12,Scandal,32,/teams/events/match_report/?EventGameId=Vk%2b6tUn8s8PtkMDTpZ1x7Ell2zrITr2CBEBIbC54WDI%3d
27,7,5,7,12,Scandal,7,Phoenix,31,/teams/events/match_report/?EventGameId=Vk%2b6tUn8s8PtkMDTpZ1x7Ell2zrITr2CBEBIbC54WDI%3d
28,15,7,15,6,Phoenix,15,Seattle Riot,5,/teams/events/match_report/?EventGameId=WcK37TD8Wd%2b5z1I2QKpz0kPQbwrIKsSt9OHYo9EDWaI%3d
29,6,2,6,15,Seattle Riot,6,Phoenix,11,/teams/events/match_report/?EventGameId=WcK37TD8Wd%2b5z1I2QKpz0kPQbwrIKsSt9OHYo9EDWaI%3d
30,14,8,15,10,Schwa,15,Scandal,12,/teams/events/match_report/?EventGameId=LG0lAe1eCfAQlBcOkbr%2fxzE%2bEcmlQ%2b8l6uIVkxxa37g%3d
31,10,5,10,15,Scandal,10,Schwa,13,/teams/events/match_report/?EventGameId=LG0lAe1eCfAQlBcOkbr%2fxzE%2bEcmlQ%2b8l6uIVkxxa37g%3d
32,15,5,15,13,Scandal,15,Seattle Riot,14,/teams/events/match_report/?EventGameId=MehBexwyXAZg4sRvbx3CJtmuYqOgIkWBV8kXn0hHDGE%3d
33,13,6,13,15,Seattle Riot,13,Scandal,15,/teams/events/match_report/?EventGameId=MehBexwyXAZg4sRvbx3CJtmuYqOgIkWBV8kXn0hHDGE%3d
34,13,11,13,11,Phoenix,13,Schwa,30,/teams/events/match_report/?EventGameId=2h%2f%2b%2bfjHjFWgp1%2f9Le%2b5znpmf7dNRA%2bQKWll%2bJwq%2bes%3d
35,11,14,11,13,Schwa,11,Phoenix,32,/teams/events/match_report/?EventGameId=2h%2f%2b%2bfjHjFWgp1%2f9Le%2b5znpmf7dNRA%2bQKWll%2bJwq%2bes%3d
36,8,1,8,3,Iris,15,Molly Brown,0,/teams/events/match_report/?EventGameId=1%2fySAUKKz%2bqdAI7JKxXHrbzeAS%2bXqoht37CrnXeGEU4%3d
37,1,2,1,15,Molly Brown,3,Iris,9,/teams/events/match_report/?EventGameId=1%2fySAUKKz%2bqdAI7JKxXHrbzeAS%2bXqoht37CrnXeGEU4%3d
38,15,6,15,7,Nemesis,15,Traffic,9,/teams/events/match_report/?EventGameId=nSzekjzU2a6X6McmmfQZtfMx1lgUEiSwm3VvGVOan8s%3d
39,7,3,7,15,Traffic,7,Nemesis,8,/teams/events/match_report/?EventGameId=nSzekjzU2a6X6McmmfQZtfMx1lgUEiSwm3VvGVOan8s%3d
40,15,6,14,4,Nemesis,15,Molly Brown,6,/teams/events/match_report/?EventGameId=JHBlVa3GZmeawrIiw42HvIjfWdpF5uLGxZSIqRdASsQ%3d
41,4,0,4,15,Molly Brown,4,Nemesis,18,/teams/events/match_report/?EventGameId=JHBlVa3GZmeawrIiw42HvIjfWdpF5uLGxZSIqRdASsQ%3d
42,15,9,14,10,Iris,15,Traffic,20,/teams/events/match_report/?EventGameId=AP%2fY6ilO3YVU9T4Uqoo1QxpDq9NTb%2bSfS0hZ5jgbJ%2bQ%3d
43,10,2,10,15,Traffic,10,Iris,23,/teams/events/match_report/?EventGameId=AP%2fY6ilO3YVU9T4Uqoo1QxpDq9NTb%2bSfS0hZ5jgbJ%2bQ%3d
44,15,9,15,11,Traffic,15,Molly Brown,11,/teams/events/match_report/?EventGameId=rap%2fRPzm3ZHFSSZZfULJrcsNXxdFSuOSPt8rn03hXHA%3d
45,11,5,10,15,Molly Brown,11,Traffic,13,/teams/events/match_report/?EventGameId=rap%2fRPzm3ZHFSSZZfULJrcsNXxdFSuOSPt8rn03hXHA%3d
46,13,5,13,14,Nemesis,13,Iris,21,/teams/events/match_report/?EventGameId=87OaP0wPuKye%2bX9QIim4SXOvT71PzGgWGnLSi%2f4mFX0%3d
47,14,9,13,13,Iris,14,Nemesis,21,/teams/events/match_report/?EventGameId=87OaP0wPuKye%2bX9QIim4SXOvT71PzGgWGnLSi%2f4mFX0%3d
48,14,7,15,11,Heist,15,Nightlock,15,/teams/events/match_report/?EventGameId=qto%2b9nezxUqHTeRUg1KwAARN9SOHLrTImgUqW4pgc9I%3d
49,11,6,11,15,Nightlock,11,Heist,21,/teams/events/match_report/?EventGameId=qto%2b9nezxUqHTeRUg1KwAARN9SOHLrTImgUqW4pgc9I%3d
50,10,7,11,15,Heist,11,Iris,17,/teams/events/match_report/?EventGameId=BcYE21VbSh0yODo6z9ZyESWDTBroc0tf4mmIY1F%2fB%2fI%3d
51,14,7,13,11,Iris,15,Heist,14,/teams/events/match_report/?EventGameId=BcYE21VbSh0yODo6z9ZyESWDTBroc0tf4mmIY1F%2fB%2fI%3d
52,14,5,15,12,Nemesis,15,Iris,18,/teams/events/match_report/?EventGameId=GM2t3WG8CpzzJ5PnD9DEuuyiWtDy44tMxPknnXgt4MY%3d
53,12,8,12,15,Iris,12,Nemesis,21,/teams/events/match_report/?EventGameId=GM2t3WG8CpzzJ5PnD9DEuuyiWtDy44tMxPknnXgt4MY%3d
54,8,11,8,9,Heist,8,BENT,30,/teams/events/match_report/?EventGameId=oMu6e%2b5bD18eD%2f%2bGhuigg%2fHO5oBoovjJx6HpyIglKWA%3d
55,9,15,9,8,BENT,9,Heist,29,/teams/events/match_report/?EventGameId=oMu6e%2b5bD18eD%2f%2bGhuigg%2fHO5oBoovjJx6HpyIglKWA%3d
56,13,6,12,11,Ozone,13,Phoenix,15,/teams/events/match_report/?EventGameId=45o6pZlEMB2RXfM3OQPaM%2bKmhccRT6ZNtsG93%2fyrkNQ%3d
57,10,10,11,13,Phoenix,11,Ozone,15,/teams/events/match_report/?EventGameId=45o6pZlEMB2RXfM3OQPaM%2bKmhccRT6ZNtsG93%2fyrkNQ%3d
58,10,6,10,15,Phoenix,10,Schwa,23,/teams/events/match_report/?EventGameId=4O0vzh7GKBVrDGuVZQ2wi%2b4ysAahbeBY01Tq2DN%2fe60%3d
59,15,6,15,10,Schwa,15,Phoenix,17,/teams/events/match_report/?EventGameId=4O0vzh7GKBVrDGuVZQ2wi%2b4ysAahbeBY01Tq2DN%2fe60%3d
60,15,10,15,7,Showdown,15,Schwa,24,/teams/events/match_report/?EventGameId=j82fnSn12uT%2blsLLm%2bTD%2bZfutXGK1iVx5WkWtlRXJPc%3d
61,5,6,2,15,Schwa,7,Showdown,19,/teams/events/match_report/?EventGameId=j82fnSn12uT%2blsLLm%2bTD%2bZfutXGK1iVx5WkWtlRXJPc%3d
62,15,5,15,10,Capitals,15,Phoenix,12,/teams/events/match_report/?EventGameId=HuIIf2hdJHeddSOTdzjJ4lxAWC%2feU%2b0CePW%2fWLAyjCU%3d
63,10,5,10,15,Phoenix,10,Capitals,14,/teams/events/match_report/?EventGameId=HuIIf2hdJHeddSOTdzjJ4lxAWC%2feU%2b0CePW%2fWLAyjCU%3d
64,11,10,11,15,Schwa,11,Iris,22,/teams/events/match_report/?EventGameId=RCDoC6muE6Mpbky1pnaBJ91lHL4ftS2r13Rih9JyXE0%3d
65,15,10,15,11,Iris,15,Schwa,25,/teams/events/match_report/?EventGameId=RCDoC6muE6Mpbky1pnaBJ91lHL4ftS2r13Rih9JyXE0%3d
