,As,Ds,Gs,Opp Score,Opp Seed,Opponent,Score,Seed,Team,Ts,url
0,15,6,15,6,12,Georgia,15,1,North Carolina,15,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d
1,6,3,6,15,1,North Carolina,6,12,Georgia,23,/teams/events/match_report/?EventGameId=nRQs1wclB496aCbLHxOTRVxePr7wq%2bFxlmnqZxQvBu8%3d
0,10,5,10,15,2,Brown,10,5,Colorado,19,/teams/events/match_report/?EventGameId=7l7qXyBj%2bKyGhfs%2fWV88pt4BLLBp%2fFrrngoSJNPmQWA%3d
1,15,9,15,10,5,Colorado,15,2,Brown,15,/teams/events/match_report/?EventGameId=7l7qXyBj%2bKyGhfs%2fWV88pt4BLLBp%2fFrrngoSJNPmQWA%3d
0,10,8,10,8,17,California,10,12,Georgia,27,/teams/events/match_report/?EventGameId=eLjIDV2EO1uy16IUyWLVSSJl8IrmwRbzw1gCTO4XGfo%3d
1,7,9,8,10,12,Georgia,8,17,California,26,/teams/events/match_report/?EventGameId=eLjIDV2EO1uy16IUyWLVSSJl8IrmwRbzw1gCTO4XGfo%3d
0,12,7,12,9,10,Wisconsin,12,6,Oregon,20,/teams/events/match_report/?EventGameId=y1QxDhQp0Ck7cIAZvJT%2b6U9yYhMJCgKlF1Tj7XUTs14%3d
1,9,7,9,12,6,Oregon,9,10,Wisconsin,22,/teams/events/match_report/?EventGameId=y1QxDhQp0Ck7cIAZvJT%2b6U9yYhMJCgKlF1Tj7XUTs14%3d
0,14,11,14,8,12,Georgia,14,8,Ohio State,26,/teams/events/match_report/?EventGameId=%2fLWrMReo2FPNLaXciSQy%2f2rjc5y8SDfqwCSsDXAwD7k%3d
1,8,14,8,14,8,Ohio State,8,12,Georgia,31,/teams/events/match_report/?EventGameId=%2fLWrMReo2FPNLaXciSQy%2f2rjc5y8SDfqwCSsDXAwD7k%3d
0,15,11,15,4,17,California,15,1,North Carolina,15,/teams/events/match_report/?EventGameId=RbvWiSE%2fSjGv2Tv4S%2bd4IeExiQC1qyItNIdywrVJSmE%3d
1,4,1,4,15,1,North Carolina,4,17,California,24,/teams/events/match_report/?EventGameId=RbvWiSE%2fSjGv2Tv4S%2bd4IeExiQC1qyItNIdywrVJSmE%3d
0,9,14,9,8,15,Tufts,9,10,Wisconsin,31,/teams/events/match_report/?EventGameId=z20Kv9mnK7K90LT%2fEh9UtBk2TFa9QPy636Pjz6gmI9Q%3d
