,home_score,away_score,url,home_team,away_team,home_seed,away_seed,home_final_score,away_final_score
0,0,0,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
1,0,1,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
2,0,2,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
3,0,3,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
4,1,3,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
5,1,4,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
6,2,4,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
7,2,5,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
8,3,5,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
9,4,5,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
10,5,5,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
11,5,6,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
12,5,7,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
13,6,7,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
14,6,8,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
15,6,9,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
16,7,9,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
17,8,9,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
18,8,10,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
19,8,11,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
20,9,11,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
21,10,11,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
22,10,12,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
23,10,13,/teams/events/match_report/?EventGameId=bKioyXeYJ%2fR%2f3LxfwQUsM4QJqNGYfnIrql9QthczKCE%3d,Snake Country,BFG,10,8,11,14
0,0,0,/teams/events/match_report/?EventGameId=%2fdIaYr4hfJQMs7Q8zrKJ%2fxKQCOJONlwBwokGBC%2f%2bpak%3d,Wild Card,Slow White,4,5,11,15
1,1,0,/teams/events/match_report/?EventGameId=%2fdIaYr4hfJQMs7Q8zrKJ%2fxKQCOJONlwBwokGBC%2f%2bpak%3d,Wild Card,Slow White,4,5,11,15
2,1,1,/teams/events/match_report/?EventGameId=%2fdIaYr4hfJQMs7Q8zrKJ%2fxKQCOJONlwBwokGBC%2f%2bpak%3d,Wild Card,Slow White,4,5,11,15
3,1,2,/teams/events/match_report/?EventGameId=%2fdIaYr4hfJQMs7Q8zrKJ%2fxKQCOJONlwBwokGBC%2f%2bpak%3d,Wild Card,Slow White,4,5,11,15
4,2,2,/teams/events/match_report/?EventGameId=%2fdIaYr4hfJQMs7Q8zrKJ%2fxKQCOJONlwBwokGBC%2f%2bpak%3d,Wild Card,Slow White,4,5,11,15
5,2,3,/teams/events/match_report/?EventGameId=%2fdIaYr4hfJQMs7Q8zrKJ%2fxKQCOJONlwBwokGBC%2f%2bpak%3d,Wild Card,Slow White,4,5,11,15
6,2,4,/teams/events/match_report/?EventGameId=%2fdIaYr4hfJQMs7Q8zrKJ%2fxKQCOJONlwBwokGBC%2f%2bpak%3d,Wild Card,Slow White,4,5,11,15
7,3,4,/teams/events/match_report/?EventGameId=%2fdIaYr4hfJQMs7Q8zrKJ%2fxKQCOJONlwBwokGBC%2f%2bpak%3d,Wild Card,Slow White,4,5,11,15
8,4,4,/teams/events/match_report/?EventGameId=%2fdIaYr4hfJQMs7Q8zrKJ%2fxKQCOJONlwBwokGBC%2f%2bpak%3d,Wild Card,Slow White,4,5,11,15
9,4,5,/teams/events/match_report/?EventGameId=%2fdIaYr4hfJQMs7Q8zrKJ%2fxKQCOJONlwBwokGBC%2f%2bpak%3d,Wild Card,Slow White,4,5,11,15
